,optim,samplecomplexity,nfeatures,nhidden,batchsize,lr,momentum,nesterov,nepochs,weightdecay,ntest,startseed,nruns,seed,epoch,train loss,test loss
4,gd,4.0,256,1,1024,0.002,0.9,False,5000,0,100,22,25,27,40000,714.4376220703125,560.1281127929689
5,gd,4.0,256,1,1024,0.002,0.9,False,5000,0,100,22,25,28,100,0.9517173767089844,0.08523429185152054
6,gd,4.0,256,1,1024,0.002,0.9,False,5000,0,100,22,25,29,40000,548.6065673828125,423.2357482910156
7,gd,4.0,256,1,1024,0.002,0.9,False,5000,0,100,22,25,30,100,0.2136736959218979,0.02462383359670639
8,gd,4.0,256,1,1024,0.002,0.9,False,5000,0,100,22,25,31,40000,778.01025390625,355.8834228515625
9,gd,4.0,256,1,1024,0.002,0.9,False,5000,0,100,22,25,32,200,0.008353046141564846,0.0013312712544575336
10,gd,4.0,256,1,1024,0.002,0.9,False,5000,0,100,22,25,33,40000,614.4422607421875,252.455078125
11,gd,4.0,256,1,1024,0.002,0.9,False,5000,0,100,22,25,34,40000,702.1771850585938,205.9468688964844
12,gd,4.0,256,1,1024,0.002,0.9,False,5000,0,100,22,25,35,40000,736.9469604492188,459.359130859375
13,gd,4.0,256,1,1024,0.002,0.9,False,5000,0,100,22,25,36,200,4.3513482523849234e-05,5.10000927533838e-06
14,gd,4.0,256,1,1024,0.002,0.9,False,5000,0,100,22,25,37,40000,698.0830078125,314.6678466796875
15,gd,4.0,256,1,1024,0.002,0.9,False,5000,0,100,22,25,38,600,0.18653450906276706,0.02497168630361557
16,gd,4.0,256,1,1024,0.002,0.9,False,5000,0,100,22,25,39,40000,587.5228881835938,303.68194580078125
17,gd,4.0,256,1,1024,0.002,0.9,False,5000,0,100,22,25,40,40000,679.7086181640625,672.6544189453125
18,gd,4.0,256,1,1024,0.002,0.9,False,5000,0,100,22,25,41,40000,779.365966796875,487.1431884765625
19,gd,4.0,256,1,1024,0.002,0.9,False,5000,0,100,22,25,42,300,0.13652467727661133,0.02666381001472473
20,gd,4.0,256,1,1024,0.002,0.9,False,5000,0,100,22,25,43,40000,626.9312744140625,280.65399169921875
21,gd,4.0,256,1,1024,0.002,0.9,False,5000,0,100,22,25,44,200,0.01781042292714119,0.002300880150869489
22,gd,4.0,256,1,1024,0.002,0.9,False,5000,0,100,22,25,45,40000,576.9773559570312,257.121337890625
23,gd,4.0,256,1,1024,0.002,0.9,False,5000,0,100,22,25,46,40000,764.8863525390625,481.4674072265625
24,gd,4.0,256,1,1024,0.002,0.9,False,5000,0,100,22,25,47,300,0.06610025465488434,0.012410356663167477
0,gd,4.0,256,2,1024,0.0002,0.9,False,5000,0,100,47,25,48,14400,0.031583741307258606,0.0989438146352768
1,gd,4.0,256,2,1024,0.0002,0.9,False,5000,0,100,47,25,49,10600,0.06357546150684358,0.09860865026712418
2,gd,4.0,256,2,1024,0.0002,0.9,False,5000,0,100,47,25,50,16800,0.027088893577456474,0.09933030605316162
3,gd,4.0,256,2,1024,0.0002,0.9,False,5000,0,100,47,25,51,17000,0.03202132508158684,0.09941748529672624
4,gd,4.0,256,2,1024,0.0002,0.9,False,5000,0,100,47,25,52,14300,0.031863279640674584,0.09893512725830078
5,gd,4.0,256,2,1024,0.0002,0.9,False,5000,0,100,47,25,53,14800,0.03922737017273903,0.09968261420726776
6,gd,4.0,256,2,1024,0.0002,0.9,False,5000,0,100,47,25,54,38100,0.022322293370962143,0.09980255365371704
7,gd,4.0,256,2,1024,0.0002,0.9,False,5000,0,100,47,25,55,12000,0.036920111626386636,0.09956894814968108
8,gd,4.0,256,2,1024,0.0002,0.9,False,5000,0,100,47,25,56,15100,0.046223193407058716,0.0994245782494545
9,gd,4.0,256,2,1024,0.0002,0.9,False,5000,0,100,47,25,57,20300,0.047645986080169685,0.09902605414390564
10,gd,4.0,256,2,1024,0.0002,0.9,False,5000,0,100,47,25,58,12500,0.0539000928401947,0.09953700751066208
11,gd,4.0,256,2,1024,0.0002,0.9,False,5000,0,100,47,25,59,19200,0.03139883279800415,0.0996299758553505
12,gd,4.0,256,2,1024,0.0002,0.9,False,5000,0,100,47,25,60,12600,0.05239073187112808,0.09960441291332243
13,gd,4.0,256,2,1024,0.0002,0.9,False,5000,0,100,47,25,61,20100,0.019421020522713658,0.09916843473911284
14,gd,4.0,256,2,1024,0.0002,0.9,False,5000,0,100,47,25,62,13200,0.04424399882555008,0.09935596585273744
15,gd,4.0,256,2,1024,0.0002,0.9,False,5000,0,100,47,25,63,11700,0.0514291487634182,0.09967605769634247
16,gd,4.0,256,2,1024,0.0002,0.9,False,5000,0,100,47,25,64,16400,0.03771144896745682,0.09912280738353728
17,gd,4.0,256,2,1024,0.0002,0.9,False,5000,0,100,47,25,65,12700,0.03411160036921501,0.0991441160440445
18,gd,4.0,256,2,1024,0.0002,0.9,False,5000,0,100,47,25,66,14700,0.030974866822361943,0.09960003942251204
19,gd,4.0,256,2,1024,0.0002,0.9,False,5000,0,100,47,25,67,11200,0.06512235105037689,0.0991521254181862
20,gd,4.0,256,2,1024,0.0002,0.9,False,5000,0,100,47,25,68,32300,0.032495230436325066,0.09897804260253906
21,gd,4.0,256,2,1024,0.0002,0.9,False,5000,0,100,47,25,69,11000,0.05245647951960564,0.09967643022537233
22,gd,4.0,256,2,1024,0.0002,0.9,False,5000,0,100,47,25,70,40000,216.95135498046875,496.0746154785156
23,gd,4.0,256,2,1024,0.0002,0.9,False,5000,0,100,47,25,71,18300,0.032874882221221924,0.09952568262815477
24,gd,4.0,256,2,1024,0.0002,0.9,False,5000,0,100,47,25,72,17800,0.022977173328399655,0.09966966509819032
0,gd,4.0,256,1,1024,0.0002,0.9,False,5000,0,100,47,25,48,40000,573.0380859375,431.7003173828125
1,gd,4.0,256,1,1024,0.0002,0.9,False,5000,0,100,47,25,49,40000,618.6944580078125,601.204833984375
2,gd,4.0,256,1,1024,0.0002,0.9,False,5000,0,100,47,25,50,1300,0.02333650179207325,0.015826303511857986
3,gd,4.0,256,1,1024,0.0002,0.9,False,5000,0,100,47,25,51,2900,0.054144777357578285,0.04307460784912109
4,gd,4.0,256,1,1024,0.0002,0.9,False,5000,0,100,47,25,52,40000,598.3825073242188,504.6292419433594
5,gd,4.0,256,1,1024,0.0002,0.9,False,5000,0,100,47,25,53,40000,747.9046020507812,413.3021240234375
6,gd,4.0,256,1,1024,0.0002,0.9,False,5000,0,100,47,25,54,40000,668.643310546875,320.5793762207031
7,gd,4.0,256,1,1024,0.0002,0.9,False,5000,0,100,47,25,55,40000,660.3406372070312,432.91741943359375
8,gd,4.0,256,1,1024,0.0002,0.9,False,5000,0,100,47,25,56,40000,731.5140380859375,275.9306640625
9,gd,4.0,256,1,1024,0.0002,0.9,False,5000,0,100,47,25,57,40000,739.6556396484375,553.4744873046875
10,gd,4.0,256,1,1024,0.0002,0.9,False,5000,0,100,47,25,58,40000,742.3631591796875,436.61798095703125
11,gd,4.0,256,1,1024,0.0002,0.9,False,5000,0,100,47,25,59,40000,703.161376953125,347.759765625
12,gd,4.0,256,1,1024,0.0002,0.9,False,5000,0,100,47,25,60,40000,591.4586181640625,345.5361633300781
13,gd,4.0,256,1,1024,0.0002,0.9,False,5000,0,100,47,25,61,40000,809.6505126953125,538.02392578125
14,gd,4.0,256,1,1024,0.0002,0.9,False,5000,0,100,47,25,62,40000,716.2394409179688,328.1375427246094
15,gd,4.0,256,1,1024,0.0002,0.9,False,5000,0,100,47,25,63,40000,700.4231567382812,823.2275390625
16,gd,4.0,256,1,1024,0.0002,0.9,False,5000,0,100,47,25,64,40000,740.4006958007812,329.27294921875
17,gd,4.0,256,1,1024,0.0002,0.9,False,5000,0,100,47,25,65,40000,653.329833984375,315.99383544921875
18,gd,4.0,256,1,1024,0.0002,0.9,False,5000,0,100,47,25,66,40000,621.3685302734375,477.8240966796875
19,gd,4.0,256,1,1024,0.0002,0.9,False,5000,0,100,47,25,67,40000,725.9482421875,301.6731262207031
20,gd,4.0,256,1,1024,0.0002,0.9,False,5000,0,100,47,25,68,40000,615.01953125,508.21380615234375
21,gd,4.0,256,1,1024,0.0002,0.9,False,5000,0,100,47,25,69,40000,590.7999267578125,548.586669921875
22,gd,4.0,256,1,1024,0.0002,0.9,False,5000,0,100,47,25,70,40000,670.9737548828125,375.875
23,gd,4.0,256,1,1024,0.0002,0.9,False,5000,0,100,47,25,71,40000,581.22900390625,419.503662109375
24,gd,4.0,256,1,1024,0.0002,0.9,False,5000,0,100,47,25,72,40000,643.7515258789062,524.238525390625
0,gd,4.0,256,1,1024,0.002,0.9,False,5000,0,100,47,25,48,40000,609.8836669921875,554.7081298828125
1,gd,4.0,256,1,1024,0.002,0.9,False,5000,0,100,47,25,49,40000,597.4312744140625,281.60699462890625
2,gd,4.0,256,1,1024,0.002,0.9,False,5000,0,100,47,25,50,200,0.07241369038820268,0.01643851213157177
3,gd,4.0,256,1,1024,0.002,0.9,False,5000,0,100,47,25,51,40000,581.9000854492188,255.84884643554688
4,gd,4.0,256,1,1024,0.002,0.9,False,5000,0,100,47,25,52,40000,610.0774536132812,471.0166015625
5,gd,4.0,256,1,1024,0.002,0.9,False,5000,0,100,47,25,53,40000,708.4600219726562,587.9537353515625
6,gd,4.0,256,1,1024,0.002,0.9,False,5000,0,100,47,25,54,40000,634.283935546875,278.4369506835937
7,gd,4.0,256,1,1024,0.002,0.9,False,5000,0,100,47,25,55,40000,710.0025024414062,512.65771484375
8,gd,4.0,256,1,1024,0.002,0.9,False,5000,0,100,47,25,56,40000,563.1788330078125,313.3831787109375
9,gd,4.0,256,1,1024,0.002,0.9,False,5000,0,100,47,25,57,40000,705.9860229492188,519.896240234375
10,gd,4.0,256,1,1024,0.002,0.9,False,5000,0,100,47,25,58,1500,0.0143324825912714,0.0019851797260344033
11,gd,4.0,256,1,1024,0.002,0.9,False,5000,0,100,47,25,59,40000,725.5480346679688,426.009033203125
12,gd,4.0,256,1,1024,0.002,0.9,False,5000,0,100,47,25,60,40000,532.694091796875,281.07049560546875
13,gd,4.0,256,1,1024,0.002,0.9,False,5000,0,100,47,25,61,40000,703.378173828125,403.3936462402344
14,gd,4.0,256,1,1024,0.002,0.9,False,5000,0,100,47,25,62,40000,699.242919921875,391.3416748046875
15,gd,4.0,256,1,1024,0.002,0.9,False,5000,0,100,47,25,63,40000,603.8067016601562,461.2691040039063
16,gd,4.0,256,1,1024,0.002,0.9,False,5000,0,100,47,25,64,400,0.025309551507234573,0.005208916030824184
17,gd,4.0,256,1,1024,0.002,0.9,False,5000,0,100,47,25,65,40000,653.3297729492188,315.99517822265625
18,gd,4.0,256,1,1024,0.002,0.9,False,5000,0,100,47,25,66,40000,674.3665771484375,483.2560424804688
19,gd,4.0,256,1,1024,0.002,0.9,False,5000,0,100,47,25,67,40000,653.5960083007812,502.4526977539063
20,gd,4.0,256,1,1024,0.002,0.9,False,5000,0,100,47,25,68,40000,692.6131591796875,504.1488952636719
21,gd,4.0,256,1,1024,0.002,0.9,False,5000,0,100,47,25,69,40000,585.0217895507812,373.9827880859375
22,gd,4.0,256,1,1024,0.002,0.9,False,5000,0,100,47,25,70,40000,746.671875,484.2802429199219
23,gd,4.0,256,1,1024,0.002,0.9,False,5000,0,100,47,25,71,40000,584.0523071289062,394.23248291015625
24,gd,4.0,256,1,1024,0.002,0.9,False,5000,0,100,47,25,72,40000,606.9481201171875,444.51593017578125
0,gd,4.0,256,1,1024,0.0002,0.9,False,5000,0,100,22,25,23,40000,687.97509765625,528.0441284179689
1,gd,4.0,256,1,1024,0.0002,0.9,False,5000,0,100,22,25,24,2100,0.05107966810464859,0.026403650641441345
2,gd,4.0,256,1,1024,0.0002,0.9,False,5000,0,100,22,25,25,40000,633.93212890625,361.2024230957031
3,gd,4.0,256,1,1024,0.0002,0.9,False,5000,0,100,22,25,26,40000,644.43798828125,501.3206787109375
4,gd,4.0,256,1,1024,0.0002,0.9,False,5000,0,100,22,25,27,40000,720.557373046875,430.58099365234375
5,gd,4.0,256,1,1024,0.0002,0.9,False,5000,0,100,22,25,28,600,0.07382150739431381,0.03983147069811821
6,gd,4.0,256,1,1024,0.0002,0.9,False,5000,0,100,22,25,29,7100,0.02722861245274544,0.020418483763933185
7,gd,4.0,256,1,1024,0.0002,0.9,False,5000,0,100,22,25,30,600,0.021466828882694244,0.01410251297056675
8,gd,4.0,256,1,1024,0.0002,0.9,False,5000,0,100,22,25,31,40000,800.9869384765625,310.0809326171875
9,gd,4.0,256,1,1024,0.0002,0.9,False,5000,0,100,22,25,32,1000,0.06467685103416443,0.036435101181268685
10,gd,4.0,256,1,1024,0.0002,0.9,False,5000,0,100,22,25,33,40000,614.442138671875,252.4546813964844
11,gd,4.0,256,1,1024,0.0002,0.9,False,5000,0,100,22,25,34,40000,781.2826538085938,170.33482360839844
12,gd,4.0,256,1,1024,0.0002,0.9,False,5000,0,100,22,25,35,40000,635.1285400390625,536.8118896484375
13,gd,4.0,256,1,1024,0.0002,0.9,False,5000,0,100,22,25,36,600,0.09655333310365677,0.04394460842013359
14,gd,4.0,256,1,1024,0.0002,0.9,False,5000,0,100,22,25,37,40000,672.080078125,384.47161865234375
15,gd,4.0,256,1,1024,0.0002,0.9,False,5000,0,100,22,25,38,40000,702.2783813476562,317.3165283203125
16,gd,4.0,256,1,1024,0.0002,0.9,False,5000,0,100,22,25,39,40000,638.7282104492188,325.6015625
17,gd,4.0,256,1,1024,0.0002,0.9,False,5000,0,100,22,25,40,40000,696.3270263671875,507.4291687011719
18,gd,4.0,256,1,1024,0.0002,0.9,False,5000,0,100,22,25,41,40000,720.3095703125,627.1492919921875
19,gd,4.0,256,1,1024,0.0002,0.9,False,5000,0,100,22,25,42,6200,0.051103152334690094,0.022886972874403
20,gd,4.0,256,1,1024,0.0002,0.9,False,5000,0,100,22,25,43,40000,654.2589111328125,379.2640075683594
21,gd,4.0,256,1,1024,0.0002,0.9,False,5000,0,100,22,25,44,1100,0.031761717051267624,0.01889484003186226
22,gd,4.0,256,1,1024,0.0002,0.9,False,5000,0,100,22,25,45,3900,0.08745905011892319,0.040197134017944336
23,gd,4.0,256,1,1024,0.0002,0.9,False,5000,0,100,22,25,46,40000,704.64404296875,325.5063781738281
24,gd,4.0,256,1,1024,0.0002,0.9,False,5000,0,100,22,25,47,40000,434.27532958984375,295.2564697265625
0,gd,4.0,256,2,1024,0.002,0.9,False,5000,0,100,22,25,23,1300,0.03999919444322586,0.09968292713165283
1,gd,4.0,256,2,1024,0.002,0.9,False,5000,0,100,22,25,24,1500,0.03685704618692398,0.09393034875392914
2,gd,4.0,256,2,1024,0.002,0.9,False,5000,0,100,22,25,25,1900,0.05075472593307495,0.09697187691926956
3,gd,4.0,256,2,1024,0.002,0.9,False,5000,0,100,22,25,26,1400,0.042376808822155,0.09984172880649568
4,gd,4.0,256,2,1024,0.002,0.9,False,5000,0,100,22,25,27,1300,0.05480460077524185,0.08298047631978989
5,gd,4.0,256,2,1024,0.002,0.9,False,5000,0,100,22,25,28,1400,0.032461460679769516,0.0952146053314209
6,gd,4.0,256,2,1024,0.002,0.9,False,5000,0,100,22,25,29,1000,0.054089054465293884,0.0962417498230934
7,gd,4.0,256,2,1024,0.002,0.9,False,5000,0,100,22,25,30,800,0.0798402652144432,0.09921344369649887
8,gd,4.0,256,2,1024,0.002,0.9,False,5000,0,100,22,25,31,1700,0.036648787558078766,0.09816178679466248
9,gd,4.0,256,2,1024,0.002,0.9,False,5000,0,100,22,25,32,1200,0.04547300562262535,0.08589925616979599
10,gd,4.0,256,2,1024,0.002,0.9,False,5000,0,100,22,25,33,1000,0.0684749111533165,0.09075069427490234
11,gd,4.0,256,2,1024,0.002,0.9,False,5000,0,100,22,25,34,1500,0.0396946556866169,0.09678371250629424
12,gd,4.0,256,2,1024,0.002,0.9,False,5000,0,100,22,25,35,2000,0.025540400296449658,0.09339791536331177
13,gd,4.0,256,2,1024,0.002,0.9,False,5000,0,100,22,25,36,1400,0.037358101457357414,0.0898284912109375
14,gd,4.0,256,2,1024,0.002,0.9,False,5000,0,100,22,25,37,4900,0.02326679974794388,0.09915662556886673
15,gd,4.0,256,2,1024,0.002,0.9,False,5000,0,100,22,25,38,1800,0.03187301382422447,0.09918206930160522
16,gd,4.0,256,2,1024,0.002,0.9,False,5000,0,100,22,25,39,1900,0.033689260482788086,0.09553705155849457
17,gd,4.0,256,2,1024,0.002,0.9,False,5000,0,100,22,25,40,1800,0.031114958226680763,0.09208322316408156
18,gd,4.0,256,2,1024,0.002,0.9,False,5000,0,100,22,25,41,1500,0.04886072501540184,0.0978839322924614
19,gd,4.0,256,2,1024,0.002,0.9,False,5000,0,100,22,25,42,2300,0.016168562695384026,0.0920591875910759
20,gd,4.0,256,2,1024,0.002,0.9,False,5000,0,100,22,25,43,1300,0.04391266405582428,0.09788884222507477
21,gd,4.0,256,2,1024,0.002,0.9,False,5000,0,100,22,25,44,1600,0.034055493772029884,0.08806774020195007
22,gd,4.0,256,2,1024,0.002,0.9,False,5000,0,100,22,25,45,900,0.057693056762218475,0.09788081794977188
23,gd,4.0,256,2,1024,0.002,0.9,False,5000,0,100,22,25,46,1500,0.03816542774438858,0.09430114179849623
24,gd,4.0,256,2,1024,0.002,0.9,False,5000,0,100,22,25,47,1200,0.037529367953538895,0.08701079338788986
0,gd,4.0,256,2,1024,0.0002,0.9,False,5000,0,100,22,25,23,14900,0.030500933527946476,0.0999707654118538
1,gd,4.0,256,2,1024,0.0002,0.9,False,5000,0,100,22,25,24,14700,0.03721966221928597,0.09872440248727797
2,gd,4.0,256,2,1024,0.0002,0.9,False,5000,0,100,22,25,25,18100,0.06390687823295592,0.09980924427509308
3,gd,4.0,256,2,1024,0.0002,0.9,False,5000,0,100,22,25,26,11500,0.054692573845386505,0.0988183319568634
4,gd,4.0,256,2,1024,0.0002,0.9,False,5000,0,100,22,25,27,17200,0.03128913789987564,0.09890486299991608
5,gd,4.0,256,2,1024,0.0002,0.9,False,5000,0,100,22,25,28,13200,0.03387552499771118,0.0997018665075302
6,gd,4.0,256,2,1024,0.0002,0.9,False,5000,0,100,22,25,29,10800,0.045277968049049384,0.09984109550714493
7,gd,4.0,256,2,1024,0.0002,0.9,False,5000,0,100,22,25,30,8800,0.06622567772865295,0.0988360047340393
8,gd,4.0,256,2,1024,0.0002,0.9,False,5000,0,100,22,25,31,10900,0.06897138059139253,0.09946232289075853
9,gd,4.0,256,2,1024,0.0002,0.9,False,5000,0,100,22,25,32,11200,0.054695956408977515,0.0987270250916481
10,gd,4.0,256,2,1024,0.0002,0.9,False,5000,0,100,22,25,33,9400,0.07474301755428314,0.09895646572113036
11,gd,4.0,256,2,1024,0.0002,0.9,False,5000,0,100,22,25,34,12200,0.05084899812936783,0.09834379702806473
12,gd,4.0,256,2,1024,0.0002,0.9,False,5000,0,100,22,25,35,19200,0.029198031872510914,0.09964318573474884
13,gd,4.0,256,2,1024,0.0002,0.9,False,5000,0,100,22,25,36,13000,0.04189855232834816,0.09975390881299973
14,gd,4.0,256,2,1024,0.0002,0.9,False,5000,0,100,22,25,37,13900,0.05759810656309128,0.0988478809595108
15,gd,4.0,256,2,1024,0.0002,0.9,False,5000,0,100,22,25,38,20200,0.023474505171179768,0.09984661638736723
16,gd,4.0,256,2,1024,0.0002,0.9,False,5000,0,100,22,25,39,14700,0.05378369614481926,0.09943711012601852
17,gd,4.0,256,2,1024,0.0002,0.9,False,5000,0,100,22,25,40,17000,0.0315321646630764,0.09930220991373062
18,gd,4.0,256,2,1024,0.0002,0.9,False,5000,0,100,22,25,41,11800,0.07288384437561035,0.09839536994695663
19,gd,4.0,256,2,1024,0.0002,0.9,False,5000,0,100,22,25,42,20400,0.019179776310920715,0.0998186096549034
20,gd,4.0,256,2,1024,0.0002,0.9,False,5000,0,100,22,25,43,11000,0.05880407616496086,0.09928622841835022
21,gd,4.0,256,2,1024,0.0002,0.9,False,5000,0,100,22,25,44,15600,0.035202961415052414,0.09876754879951476
22,gd,4.0,256,2,1024,0.0002,0.9,False,5000,0,100,22,25,45,10500,0.03994780406355858,0.09928888827562332
23,gd,4.0,256,2,1024,0.0002,0.9,False,5000,0,100,22,25,46,13400,0.04715521633625031,0.0991375595331192
24,gd,4.0,256,2,1024,0.0002,0.9,False,5000,0,100,22,25,47,8700,0.06695543229579927,0.09841546416282654
0,sgd,4.0,256,2,32,0.002,0.9,False,150,0,100,47,25,48,1190,0.0013933362479292555,0.03463511215522885
1,sgd,4.0,256,2,32,0.002,0.9,False,150,0,100,47,25,49,1090,0.0018339259349886559,0.025303739355877042
2,sgd,4.0,256,2,32,0.002,0.9,False,150,0,100,47,25,50,1190,0.0015289200837287351,0.04282014595810324
3,sgd,4.0,256,2,32,0.002,0.9,False,150,0,100,47,25,51,1190,0.0020146313017903594,0.043569139495957636
4,sgd,4.0,256,2,32,0.002,0.9,False,150,0,100,47,25,52,1190,0.0013228281623014482,0.02772535395342857
5,sgd,4.0,256,2,32,0.002,0.9,False,150,0,100,47,25,53,1190,0.0018281906777701808,0.028525386413093656
6,sgd,4.0,256,2,32,0.002,0.9,False,150,0,100,47,25,54,1190,7.3113027065992355,69.22068858146667
7,sgd,4.0,256,2,32,0.002,0.9,False,150,0,100,47,25,55,1040,0.0014799091150052845,0.025237307942006737
8,sgd,4.0,256,2,32,0.002,0.9,False,150,0,100,47,25,56,1190,0.002566713843407342,0.04679661896079779
9,sgd,4.0,256,2,32,0.002,0.9,False,150,0,100,47,25,57,1190,0.009374976390972732,0.1835262756794691
10,sgd,4.0,256,2,32,0.002,0.9,False,150,0,100,47,25,58,1070,0.002347154757444514,0.030229957614210438
11,sgd,4.0,256,2,32,0.002,0.9,False,150,0,100,47,25,59,1190,0.003087023811531253,0.06477066036313772
12,sgd,4.0,256,2,32,0.002,0.9,False,150,0,100,47,25,60,1190,0.0016540172455279392,0.04792459969758056
13,sgd,4.0,256,2,32,0.002,0.9,False,150,0,100,47,25,61,1190,0.001772736097336747,0.06210976582951844
14,sgd,4.0,256,2,32,0.002,0.9,False,150,0,100,47,25,62,1190,0.0017688388197711902,0.03373863617889583
15,sgd,4.0,256,2,32,0.002,0.9,False,150,0,100,47,25,63,1050,0.0018794204042933413,0.027203625591937453
16,sgd,4.0,256,2,32,0.002,0.9,False,150,0,100,47,25,64,1190,0.0033169313646794762,0.06476554414257407
17,sgd,4.0,256,2,32,0.002,0.9,False,150,0,100,47,25,65,1120,0.0013018568770348793,0.027945908019319177
18,sgd,4.0,256,2,32,0.002,0.9,False,150,0,100,47,25,66,1190,0.0013086088420095619,0.026150195393711332
19,sgd,4.0,256,2,32,0.002,0.9,False,150,0,100,47,25,67,1190,0.0020393304112076294,0.030423303716816005
20,sgd,4.0,256,2,32,0.002,0.9,False,150,0,100,47,25,68,1190,0.001856017124737264,0.03283654648112133
21,sgd,4.0,256,2,32,0.002,0.9,False,150,0,100,47,25,69,1090,0.001480777913457132,0.025250446517020464
22,sgd,4.0,256,2,32,0.002,0.9,False,150,0,100,47,25,70,1190,0.0018241542602481786,0.046165123116225004
23,sgd,4.0,256,2,32,0.002,0.9,False,150,0,100,47,25,71,1190,0.0024843904611770995,0.040356443030759685
24,sgd,4.0,256,2,32,0.002,0.9,False,150,0,100,47,25,72,1190,0.0014895154963596724,0.047756857238709934
0,sgd,4.0,256,2,32,0.002,0.9,False,150,0,100,22,25,23,1190,0.001387242828059243,0.0321437394595705
1,sgd,4.0,256,2,32,0.002,0.9,False,150,0,100,22,25,24,1190,0.001768230695233797,0.037267024628818035
2,sgd,4.0,256,2,32,0.002,0.9,False,150,0,100,22,25,25,1190,0.008544225471268874,0.0938483700156212
3,sgd,4.0,256,2,32,0.002,0.9,False,150,0,100,22,25,26,1190,0.001630031914828578,0.023658595862798396
4,sgd,4.0,256,2,32,0.002,0.9,False,150,0,100,22,25,27,1190,0.002665648393303855,0.08658766391454265
5,sgd,4.0,256,2,32,0.002,0.9,False,150,0,100,22,25,28,1190,0.0012170778772997435,0.024931132094934583
6,sgd,4.0,256,2,32,0.002,0.9,False,150,0,100,22,25,29,950,0.0017401046607119495,0.02735726640094072
7,sgd,4.0,256,2,32,0.002,0.9,False,150,0,100,22,25,30,720,0.002947679184217123,0.029956757643958557
8,sgd,4.0,256,2,32,0.002,0.9,False,150,0,100,22,25,31,1190,0.001517664761195192,0.0179334357380867
