,optim,activation,loss,samplecomplexity,nfeatures,nhidden,batchsize,lr,momentum,nesterov,nepochs,ntest,startseed,nruns,seed,loss_eps,tau,symmetric_door_k,weightdecay,epoch,train loss,train error,test error
2,p-sgd,symmetric-door,square,4.0,1024,1,512,0.002,0.9,False,2000,100,22,10,25,1e-08,1.0,0.6744899999999999,0,2018,99.3376579284668,0.19011086784303188,0.7799999713897705
3,p-sgd,symmetric-door,square,4.0,1024,1,512,0.002,0.9,False,2000,100,22,10,26,1e-08,1.0,0.6744899999999999,0,2060,103.8899097442627,0.1581099033355713,0.9200000166893004
4,p-sgd,symmetric-door,square,4.0,1024,1,512,0.002,0.9,False,2000,100,22,10,27,1e-08,1.0,0.6744899999999999,0,4362,58.72043800354004,0.09240640979260206,0.3799999952316284
5,p-sgd,symmetric-door,square,4.0,1024,1,512,0.002,0.9,False,2000,100,22,10,28,1e-08,1.0,0.6744899999999999,0,4185,66.26129817962646,0.08946114592254162,0.479999989271164
6,p-sgd,symmetric-door,square,4.0,1024,1,512,0.002,0.9,False,2000,100,22,10,29,1e-08,1.0,0.6744899999999999,0,4496,57.690797328948975,0.06739381328225136,0.5799999833106995
7,p-sgd,symmetric-door,square,4.0,1024,1,512,0.002,0.9,False,2000,100,22,10,30,1e-08,1.0,0.6744899999999999,0,3827,71.38190841674805,0.08141972683370112,0.4000000059604645
8,p-sgd,symmetric-door,square,4.0,1024,1,512,0.002,0.9,False,2000,100,22,10,31,1e-08,1.0,0.6744899999999999,0,4418,59.57610702514648,0.08839331287890673,0.4600000083446503
9,p-sgd,symmetric-door,square,4.0,1024,1,512,0.002,0.9,False,2000,100,22,10,32,1e-08,1.0,0.6744899999999999,0,4100,105.55629539489746,0.1766220722347498,0.8000000119209291
0,sgd,symmetric-door,square,15.0,1024,1,1920,0.002,0.9,False,2000,100,32,10,33,1e-08,1.0,0.6744899999999999,0,1811,394.84023666381836,0.08098958246409893,0.2800000011920929
1,sgd,symmetric-door,square,15.0,1024,1,1920,0.002,0.9,False,2000,100,32,10,34,1e-08,1.0,0.6744899999999999,0,1494,394.8188171386719,0.0799479172565043,0.239999994635582
2,sgd,symmetric-door,square,15.0,1024,1,1920,0.002,0.9,False,2000,100,32,10,35,1e-08,1.0,0.6744899999999999,0,1514,394.80945587158203,0.08020833320915699,0.239999994635582
3,sgd,symmetric-door,square,15.0,1024,1,1920,0.002,0.9,False,2000,100,32,10,36,1e-08,1.0,0.6744899999999999,0,1556,394.76842880249023,0.08059895690530539,0.25999999046325684
4,sgd,symmetric-door,square,15.0,1024,1,1920,0.002,0.9,False,2000,100,32,10,37,1e-08,1.0,0.6744899999999999,0,1184,394.796329498291,0.08020833227783443,0.239999994635582
5,sgd,symmetric-door,square,15.0,1024,1,1920,0.002,0.9,False,2000,100,32,10,38,1e-08,1.0,0.6744899999999999,0,1587,394.8390502929688,0.08033854234963655,0.25999999046325684
6,sgd,symmetric-door,square,15.0,1024,1,1920,0.002,0.9,False,2000,100,32,10,39,1e-08,1.0,0.6744899999999999,0,2276,394.75960159301763,0.0817708345130086,0.25999999046325684
7,sgd,symmetric-door,square,15.0,1024,1,1920,0.002,0.9,False,2000,100,32,10,40,1e-08,1.0,0.6744899999999999,0,3410,394.74501037597656,0.0813802070915699,0.239999994635582
8,sgd,symmetric-door,square,15.0,1024,1,1920,0.002,0.9,False,2000,100,32,10,41,1e-08,1.0,0.6744899999999999,0,1667,394.7348747253418,0.08164062444120647,0.2800000011920929
9,sgd,symmetric-door,square,15.0,1024,1,1920,0.002,0.9,False,2000,100,32,10,42,1e-08,1.0,0.6744899999999999,0,2940,394.8644828796387,0.08151041716337204,0.2800000011920929
0,sgd,symmetric-door,square,15.0,1024,2,1920,0.01,0.0,False,2000,100,22,10,23,1e-08,1.0,0.6744899999999999,0,3120,393.31856536865234,0.08164062350988388,0.2199999988079071
1,sgd,symmetric-door,square,15.0,1024,2,1920,0.01,0.0,False,2000,100,22,10,24,1e-08,1.0,0.6744899999999999,0,2093,393.2944679260254,0.08098958246409893,0.2199999988079071
2,sgd,symmetric-door,square,15.0,1024,2,1920,0.01,0.0,False,2000,100,22,10,25,1e-08,1.0,0.6744899999999999,0,2192,393.3471984863281,0.08203125046566129,0.2199999988079071
3,sgd,symmetric-door,square,15.0,1024,2,1920,0.01,0.0,False,2000,100,22,10,26,1e-08,1.0,0.6744899999999999,0,3078,393.30814743041987,0.08059895876795052,0.2199999988079071
4,sgd,symmetric-door,square,15.0,1024,2,1920,0.01,0.0,False,2000,100,22,10,27,1e-08,1.0,0.6744899999999999,0,2358,393.2720222473145,0.08190104179084301,0.2199999988079071
5,sgd,symmetric-door,square,15.0,1024,2,1920,0.01,0.0,False,2000,100,22,10,28,1e-08,1.0,0.6744899999999999,0,1803,393.34464263916016,0.08059895597398281,0.239999994635582
6,sgd,symmetric-door,square,15.0,1024,2,1920,0.01,0.0,False,2000,100,22,10,29,1e-08,1.0,0.6744899999999999,0,2473,393.2889060974121,0.08072916697710752,0.239999994635582
7,sgd,symmetric-door,square,15.0,1024,2,1920,0.01,0.0,False,2000,100,22,10,30,1e-08,1.0,0.6744899999999999,0,2556,393.3105583190918,0.08268229197710752,0.2199999988079071
8,sgd,symmetric-door,square,15.0,1024,2,1920,0.01,0.0,False,2000,100,22,10,31,1e-08,1.0,0.6744899999999999,0,1344,393.2804908752442,0.08151041716337204,0.2199999988079071
9,sgd,symmetric-door,square,15.0,1024,2,1920,0.01,0.0,False,2000,100,22,10,32,1e-08,1.0,0.6744899999999999,0,1312,393.3447914123535,0.08111979253590107,0.2199999988079071
0,p-sgd,symmetric-door,square,1.0,1024,2,128,0.002,0.9,False,2000,100,22,10,23,1e-08,1.0,0.6744899999999999,0,384,7.566307723522186,0.0,0.9399999976158142
1,p-sgd,symmetric-door,square,1.0,1024,2,128,0.002,0.9,False,2000,100,22,10,24,1e-08,1.0,0.6744899999999999,0,532,9.571407914161682,0.0,1.0599999427795408
2,p-sgd,symmetric-door,square,1.0,1024,2,128,0.002,0.9,False,2000,100,22,10,25,1e-08,1.0,0.6744899999999999,0,470,10.119223713874817,0.0,0.8600000143051147
3,p-sgd,symmetric-door,square,1.0,1024,2,128,0.002,0.9,False,2000,100,22,10,26,1e-08,1.0,0.6744899999999999,0,370,10.03414011001587,0.0,0.9200000166893004
4,p-sgd,symmetric-door,square,1.0,1024,2,128,0.002,0.9,False,2000,100,22,10,27,1e-08,1.0,0.6744899999999999,0,467,8.321885704994202,0.0,1.0199999809265137
5,p-sgd,symmetric-door,square,1.0,1024,2,128,0.002,0.9,False,2000,100,22,10,28,1e-08,1.0,0.6744899999999999,0,470,9.330621480941774,0.0,1.0800000429153442
6,p-sgd,symmetric-door,square,1.0,1024,2,128,0.002,0.9,False,2000,100,22,10,29,1e-08,1.0,0.6744899999999999,0,311,9.137740969657898,0.0,0.7400000095367432
7,p-sgd,symmetric-door,square,1.0,1024,2,128,0.002,0.9,False,2000,100,22,10,30,1e-08,1.0,0.6744899999999999,0,415,10.13684892654419,0.0,0.959999978542328
8,p-sgd,symmetric-door,square,1.0,1024,2,128,0.002,0.9,False,2000,100,22,10,31,1e-08,1.0,0.6744899999999999,0,356,9.489192247390749,0.0,1.0
9,p-sgd,symmetric-door,square,1.0,1024,2,128,0.002,0.9,False,2000,100,22,10,32,1e-08,1.0,0.6744899999999999,0,450,9.892878532409668,0.0,0.9399999976158142
0,sgd,symmetric-door,square,1.5,1024,1,192,0.01,0.0,False,2000,100,22,10,23,1e-08,1.0,0.6744899999999999,0,5314,38.89153718948364,0.20052083395421505,0.9800000190734864
1,sgd,symmetric-door,square,1.5,1024,1,192,0.01,0.0,False,2000,100,22,10,24,1e-08,1.0,0.6744899999999999,0,6454,38.85799503326415,0.19921875,0.9399999976158142
2,sgd,symmetric-door,square,1.5,1024,1,192,0.01,0.0,False,2000,100,22,10,25,1e-08,1.0,0.6744899999999999,0,5682,38.05820846557617,0.2083333320915699,1.0599999427795408
3,sgd,symmetric-door,square,1.5,1024,1,192,0.01,0.0,False,2000,100,22,10,26,1e-08,1.0,0.6744899999999999,0,5207,36.70826148986816,0.1822916679084301,0.9399999976158142
4,sgd,symmetric-door,square,1.5,1024,1,192,0.01,0.0,False,2000,100,22,10,27,1e-08,1.0,0.6744899999999999,0,4444,41.00676059722901,0.24609374813735485,1.0
5,sgd,symmetric-door,square,1.5,1024,1,192,0.01,0.0,False,2000,100,22,10,28,1e-08,1.0,0.6744899999999999,0,7732,37.82374620437622,0.1953125,1.0399999618530271
6,sgd,symmetric-door,square,1.5,1024,1,192,0.01,0.0,False,2000,100,22,10,29,1e-08,1.0,0.6744899999999999,0,5588,39.34565734863281,0.22265625186264515,0.9800000190734864
7,sgd,symmetric-door,square,1.5,1024,1,192,0.01,0.0,False,2000,100,22,10,30,1e-08,1.0,0.6744899999999999,0,6150,42.300717353820794,0.2539062462747097,1.0599999427795408
8,sgd,symmetric-door,square,1.5,1024,1,192,0.01,0.0,False,2000,100,22,10,31,1e-08,1.0,0.6744899999999999,0,6254,41.6140923500061,0.2447916660457849,1.0
9,sgd,symmetric-door,square,1.5,1024,1,192,0.01,0.0,False,2000,100,22,10,32,1e-08,1.0,0.6744899999999999,0,5400,41.56523990631104,0.23828124813735485,0.9800000190734864
0,sgd,symmetric-door,square,2.0,1024,2,256,0.002,0.9,False,2000,100,32,10,33,1e-08,1.0,0.6744899999999999,0,3537,68.28951358795166,0.333984375,0.9800000190734864
1,sgd,symmetric-door,square,2.0,1024,2,256,0.002,0.9,False,2000,100,32,10,34,1e-08,1.0,0.6744899999999999,0,2799,67.98775911331178,0.33984375,1.1200000047683716
2,sgd,symmetric-door,square,2.0,1024,2,256,0.002,0.9,False,2000,100,32,10,35,1e-08,1.0,0.6744899999999999,0,3221,70.30769634246826,0.3701171875,1.1200000047683716
3,sgd,symmetric-door,square,2.0,1024,2,256,0.002,0.9,False,2000,100,32,10,36,1e-08,1.0,0.6744899999999999,0,5394,65.70051860809326,0.3173828125,1.0
4,sgd,symmetric-door,square,2.0,1024,2,256,0.002,0.9,False,2000,100,32,10,37,1e-08,1.0,0.6744899999999999,0,3986,66.53214931488037,0.3310546875,1.100000023841858
5,sgd,symmetric-door,square,2.0,1024,2,256,0.002,0.9,False,2000,100,32,10,38,1e-08,1.0,0.6744899999999999,0,2959,66.85165739059447,0.330078125,1.1599999666213991
6,sgd,symmetric-door,square,2.0,1024,2,256,0.002,0.9,False,2000,100,32,10,39,1e-08,1.0,0.6744899999999999,0,3562,64.59345579147339,0.3046875,0.8999999761581421
7,sgd,symmetric-door,square,2.0,1024,2,256,0.002,0.9,False,2000,100,32,10,40,1e-08,1.0,0.6744899999999999,0,2703,69.66712188720703,0.3505859375,1.0399999618530271
8,sgd,symmetric-door,square,2.0,1024,2,256,0.002,0.9,False,2000,100,32,10,41,1e-08,1.0,0.6744899999999999,0,5254,66.11666822433472,0.310546875,0.8999999761581421
9,sgd,symmetric-door,square,2.0,1024,2,256,0.002,0.9,False,2000,100,32,10,42,1e-08,1.0,0.6744899999999999,0,3033,67.25223684310913,0.3408203125,0.9800000190734864
0,sgd,symmetric-door,square,8.0,1024,1,1024,0.01,0.0,False,2000,100,22,10,23,1e-08,1.0,0.6744899999999999,0,2839,199.24914169311523,0.090576171875,0.1599999964237213
1,sgd,symmetric-door,square,8.0,1024,1,1024,0.01,0.0,False,2000,100,22,10,24,1e-08,1.0,0.6744899999999999,0,4320,414.2724609375,0.623046875,1.2999999523162842
2,sgd,symmetric-door,square,8.0,1024,1,1024,0.01,0.0,False,2000,100,22,10,25,1e-08,1.0,0.6744899999999999,0,3901,199.269437789917,0.08984375,0.1599999964237213
3,sgd,symmetric-door,square,8.0,1024,1,1024,0.01,0.0,False,2000,100,22,10,26,1e-08,1.0,0.6744899999999999,0,2323,417.738697052002,0.6298828125,1.0800000429153442
4,sgd,symmetric-door,square,8.0,1024,1,1024,0.01,0.0,False,2000,100,22,10,27,1e-08,1.0,0.6744899999999999,0,9856,403.2023468017578,0.615478515625,0.8399999737739563
5,sgd,symmetric-door,square,8.0,1024,1,1024,0.01,0.0,False,2000,100,22,10,28,1e-08,1.0,0.6744899999999999,0,3668,199.27277374267575,0.092041015625,0.1599999964237213
6,sgd,symmetric-door,square,8.0,1024,1,1024,0.01,0.0,False,2000,100,22,10,29,1e-08,1.0,0.6744899999999999,0,2752,199.28417587280273,0.0908203125,0.1599999964237213
7,sgd,symmetric-door,square,8.0,1024,1,1024,0.01,0.0,False,2000,100,22,10,30,1e-08,1.0,0.6744899999999999,0,3836,412.9906921386719,0.63427734375,1.0
8,sgd,symmetric-door,square,8.0,1024,1,1024,0.01,0.0,False,2000,100,22,10,31,1e-08,1.0,0.6744899999999999,0,2533,418.79395294189453,0.649169921875,1.1799999475479126
9,sgd,symmetric-door,square,8.0,1024,1,1024,0.01,0.0,False,2000,100,22,10,32,1e-08,1.0,0.6744899999999999,0,2001,429.8172492980957,0.667236328125,1.1200000047683716
0,sgd,symmetric-door,logloss,10.0,1024,1,1280,0.01,0.0,False,2000,100,32,10,33,1e-08,1.0,0.6744899999999999,0,2799,547.0753860473633,0.3886718712747097,0.5400000214576721
1,sgd,symmetric-door,logloss,10.0,1024,1,1280,0.01,0.0,False,2000,100,32,10,34,1e-08,1.0,0.6744899999999999,0,2497,547.0934753417969,0.3884765654802321,0.5400000214576721
2,sgd,symmetric-door,logloss,10.0,1024,1,1280,0.01,0.0,False,2000,100,32,10,35,1e-08,1.0,0.6744899999999999,0,2628,547.0913238525392,0.3878906257450581,0.5400000214576721
3,sgd,symmetric-door,logloss,10.0,1024,1,1280,0.01,0.0,False,2000,100,32,10,36,1e-08,1.0,0.6744899999999999,0,2025,547.1074905395508,0.3886718787252903,0.5400000214576721
4,sgd,symmetric-door,logloss,10.0,1024,1,1280,0.01,0.0,False,2000,100,32,10,37,1e-08,1.0,0.6744899999999999,0,2678,547.0626831054689,0.3882812522351742,0.5400000214576721
5,sgd,symmetric-door,logloss,10.0,1024,1,1280,0.01,0.0,False,2000,100,32,10,38,1e-08,1.0,0.6744899999999999,0,4109,547.0851974487305,0.3876953125,0.5400000214576721
6,sgd,symmetric-door,logloss,10.0,1024,1,1280,0.01,0.0,False,2000,100,32,10,39,1e-08,1.0,0.6744899999999999,0,2798,547.0803527832031,0.38886718451976776,0.5400000214576721
7,sgd,symmetric-door,logloss,10.0,1024,1,1280,0.01,0.0,False,2000,100,32,10,40,1e-08,1.0,0.6744899999999999,0,2476,547.0686798095703,0.3902343772351742,0.5400000214576721
8,sgd,symmetric-door,logloss,10.0,1024,1,1280,0.01,0.0,False,2000,100,32,10,41,1e-08,1.0,0.6744899999999999,0,2160,547.1120147705078,0.3884765617549419,0.5400000214576721
9,sgd,symmetric-door,logloss,10.0,1024,1,1280,0.01,0.0,False,2000,100,32,10,42,1e-08,1.0,0.6744899999999999,0,3759,547.0746459960939,0.3871093764901161,0.5400000214576721
0,sgd,symmetric-door,square,3.0,1024,1,384,0.002,0.9,False,2000,100,22,10,23,1e-08,1.0,0.6744899999999999,0,1507,125.25337886810304,0.4466145858168602,0.959999978542328
1,sgd,symmetric-door,square,3.0,1024,1,384,0.002,0.9,False,2000,100,22,10,24,1e-08,1.0,0.6744899999999999,0,2764,125.18496894836426,0.4661458283662796,1.0599999427795408
2,sgd,symmetric-door,square,3.0,1024,1,384,0.002,0.9,False,2000,100,22,10,25,1e-08,1.0,0.6744899999999999,0,3121,121.79109859466551,0.4407552108168602,1.0399999618530271
3,sgd,symmetric-door,square,3.0,1024,1,384,0.002,0.9,False,2000,100,22,10,26,1e-08,1.0,0.6744899999999999,0,3457,122.72695255279541,0.4583333358168602,1.100000023841858
4,sgd,symmetric-door,square,3.0,1024,1,384,0.002,0.9,False,2000,100,22,10,27,1e-08,1.0,0.6744899999999999,0,1934,123.1734504699707,0.44140625,0.8999999761581421
5,sgd,symmetric-door,square,3.0,1024,1,384,0.002,0.9,False,2000,100,22,10,28,1e-08,1.0,0.6744899999999999,0,3001,121.01445484161377,0.4283854179084301,0.7799999713897705
6,sgd,symmetric-door,square,3.0,1024,1,384,0.002,0.9,False,2000,100,22,10,29,1e-08,1.0,0.6744899999999999,0,2096,122.119140625,0.4485677070915699,1.0599999427795408
7,sgd,symmetric-door,square,3.0,1024,1,384,0.002,0.9,False,2000,100,22,10,30,1e-08,1.0,0.6744899999999999,0,2116,122.9666395187378,0.4348958358168602,0.8999999761581421
8,sgd,symmetric-door,square,3.0,1024,1,384,0.002,0.9,False,2000,100,22,10,31,1e-08,1.0,0.6744899999999999,0,2215,128.14701080322266,0.4661458320915699,1.0199999809265137
9,sgd,symmetric-door,square,3.0,1024,1,384,0.002,0.9,False,2000,100,22,10,32,1e-08,1.0,0.6744899999999999,0,3494,120.50979042053223,0.4401041641831398,0.8600000143051147
0,p-sgd,symmetric-door,square,3.0,1024,2,384,0.01,0.0,False,2000,100,22,10,23,1e-08,1.0,0.6744899999999999,0,3291,85.45193386077881,0.2367914989590645,0.8000000119209291
1,p-sgd,symmetric-door,square,3.0,1024,2,384,0.01,0.0,False,2000,100,22,10,24,1e-08,1.0,0.6744899999999999,0,4957,91.7487449645996,0.2597190868109465,0.8799999952316284
2,p-sgd,symmetric-door,square,3.0,1024,2,384,0.01,0.0,False,2000,100,22,10,25,1e-08,1.0,0.6744899999999999,0,3620,95.83890724182129,0.27688396722078323,1.0
3,p-sgd,symmetric-door,square,3.0,1024,2,384,0.01,0.0,False,2000,100,22,10,26,1e-08,1.0,0.6744899999999999,0,4441,87.20003509521484,0.2472157534211874,1.0
4,p-sgd,symmetric-door,square,3.0,1024,2,384,0.01,0.0,False,2000,100,22,10,27,1e-08,1.0,0.6744899999999999,0,4327,85.20750617980956,0.17564084008336067,0.8999999761581421
5,p-sgd,symmetric-door,square,3.0,1024,2,384,0.01,0.0,False,2000,100,22,10,28,1e-08,1.0,0.6744899999999999,0,2997,94.64317226409912,0.28623053431510925,1.0199999809265137
6,p-sgd,symmetric-door,square,3.0,1024,2,384,0.01,0.0,False,2000,100,22,10,29,1e-08,1.0,0.6744899999999999,0,4423,87.1933240890503,0.1949661113321781,0.959999978542328
7,p-sgd,symmetric-door,square,3.0,1024,2,384,0.01,0.0,False,2000,100,22,10,30,1e-08,1.0,0.6744899999999999,0,3521,91.90945434570312,0.2620616275817156,0.9399999976158142
8,p-sgd,symmetric-door,square,3.0,1024,2,384,0.01,0.0,False,2000,100,22,10,31,1e-08,1.0,0.6744899999999999,0,3445,88.8999376296997,0.2695596981793642,1.2200000286102295
9,p-sgd,symmetric-door,square,3.0,1024,2,384,0.01,0.0,False,2000,100,22,10,32,1e-08,1.0,0.6744899999999999,0,5213,82.6007900238037,0.17344952933490276,0.959999978542328
0,sgd,symmetric-door,logloss,0.1,1024,1,12,0.01,0.0,False,2000,100,22,10,23,1e-08,1.0,0.6744899999999999,0,376,3.9569989310370555,0.0,0.8000000119209291
1,sgd,symmetric-door,logloss,0.1,1024,1,12,0.01,0.0,False,2000,100,22,10,24,1e-08,1.0,0.6744899999999999,0,313,4.244326247109306,0.0,0.959999978542328
2,sgd,symmetric-door,logloss,0.1,1024,1,12,0.01,0.0,False,2000,100,22,10,25,1e-08,1.0,0.6744899999999999,0,411,3.962087260352241,0.0,1.0399999618530271
3,sgd,symmetric-door,logloss,0.1,1024,1,12,0.01,0.0,False,2000,100,22,10,26,1e-08,1.0,0.6744899999999999,0,343,4.214150230089824,0.0,0.959999978542328
4,sgd,symmetric-door,logloss,0.1,1024,1,12,0.01,0.0,False,2000,100,22,10,27,1e-08,1.0,0.6744899999999999,0,244,4.753731674618191,0.0,0.9800000190734864
5,sgd,symmetric-door,logloss,0.1,1024,1,12,0.01,0.0,False,2000,100,22,10,28,1e-08,1.0,0.6744899999999999,0,211,4.951573504341972,0.0,1.1599999666213991
6,sgd,symmetric-door,logloss,0.1,1024,1,12,0.01,0.0,False,2000,100,22,10,29,1e-08,1.0,0.6744899999999999,0,266,4.344807333416409,0.0,0.959999978542328
7,sgd,symmetric-door,logloss,0.1,1024,1,12,0.01,0.0,False,2000,100,22,10,30,1e-08,1.0,0.6744899999999999,0,282,4.3441347810957165,0.0,1.0
8,sgd,symmetric-door,logloss,0.1,1024,1,12,0.01,0.0,False,2000,100,22,10,31,1e-08,1.0,0.6744899999999999,0,220,4.612655984030829,0.0,1.0800000429153442
9,sgd,symmetric-door,logloss,0.1,1024,1,12,0.01,0.0,False,2000,100,22,10,32,1e-08,1.0,0.6744899999999999,0,305,4.4734873506757955,0.0,0.8999999761581421
0,p-sgd,symmetric-door,square,1.0,1024,1,128,0.01,0.0,False,2000,100,32,10,33,1e-08,1.0,0.6744899999999999,0,536,10.001362085342409,0.0,0.959999978542328
1,p-sgd,symmetric-door,square,1.0,1024,1,128,0.01,0.0,False,2000,100,32,10,34,1e-08,1.0,0.6744899999999999,0,532,9.144643306732178,0.0,0.9800000190734864
2,p-sgd,symmetric-door,square,1.0,1024,1,128,0.01,0.0,False,2000,100,32,10,35,1e-08,1.0,0.6744899999999999,0,457,12.732826471328735,0.0,0.8799999952316284
3,p-sgd,symmetric-door,square,1.0,1024,1,128,0.01,0.0,False,2000,100,32,10,36,1e-08,1.0,0.6744899999999999,0,368,11.653549551963804,0.0,1.1200000047683716
4,p-sgd,symmetric-door,square,1.0,1024,1,128,0.01,0.0,False,2000,100,32,10,37,1e-08,1.0,0.6744899999999999,0,419,13.90957510471344,0.0,1.0599999427795408
5,p-sgd,symmetric-door,square,1.0,1024,1,128,0.01,0.0,False,2000,100,32,10,38,1e-08,1.0,0.6744899999999999,0,567,11.414303183555605,0.0,1.0399999618530271
6,p-sgd,symmetric-door,square,1.0,1024,1,128,0.01,0.0,False,2000,100,32,10,39,1e-08,1.0,0.6744899999999999,0,395,11.001670002937317,0.0,0.959999978542328
7,p-sgd,symmetric-door,square,1.0,1024,1,128,0.01,0.0,False,2000,100,32,10,40,1e-08,1.0,0.6744899999999999,0,634,10.286828517913818,0.0,1.0199999809265137
8,p-sgd,symmetric-door,square,1.0,1024,1,128,0.01,0.0,False,2000,100,32,10,41,1e-08,1.0,0.6744899999999999,0,439,12.759439945220947,0.0,1.0800000429153442
9,p-sgd,symmetric-door,square,1.0,1024,1,128,0.01,0.0,False,2000,100,32,10,42,1e-08,1.0,0.6744899999999999,0,435,12.397810578346252,0.0,0.9399999976158142
0,p-sgd,symmetric-door,square,25.0,1024,2,3200,0.002,0.9,False,2000,100,22,10,23,1e-08,1.0,0.6744899999999999,0,1462,586.3356170654298,0.09574798680841924,0.30000001192092896
1,p-sgd,symmetric-door,square,25.0,1024,2,3200,0.002,0.9,False,2000,100,22,10,24,1e-08,1.0,0.6744899999999999,0,2123,585.1034317016603,0.10127972066402437,0.239999994635582
2,p-sgd,symmetric-door,square,25.0,1024,2,3200,0.002,0.9,False,2000,100,22,10,25,1e-08,1.0,0.6744899999999999,0,1176,604.6663589477539,0.11257312167435883,0.25999999046325684
3,p-sgd,symmetric-door,square,25.0,1024,2,3200,0.002,0.9,False,2000,100,22,10,26,1e-08,1.0,0.6744899999999999,0,2964,607.7328109741211,0.1120387464761734,0.18000000715255735
4,p-sgd,symmetric-door,square,25.0,1024,2,3200,0.002,0.9,False,2000,100,22,10,27,1e-08,1.0,0.6744899999999999,0,4218,602.9516067504883,0.11920315772294998,0.239999994635582
5,p-sgd,symmetric-door,square,25.0,1024,2,3200,0.002,0.9,False,2000,100,22,10,28,1e-08,1.0,0.6744899999999999,0,1490,585.4611587524414,0.09235125593841076,0.2199999988079071
6,p-sgd,symmetric-door,square,25.0,1024,2,3200,0.002,0.9,False,2000,100,22,10,29,1e-08,1.0,0.6744899999999999,0,1603,587.8240661621094,0.09634810220450164,0.1599999964237213
7,p-sgd,symmetric-door,square,25.0,1024,2,3200,0.002,0.9,False,2000,100,22,10,30,1e-08,1.0,0.6744899999999999,0,1198,610.1797790527344,0.11508745327591895,0.25999999046325684
8,p-sgd,symmetric-door,square,25.0,1024,2,3200,0.002,0.9,False,2000,100,22,10,31,1e-08,1.0,0.6744899999999999,0,2596,616.8952865600586,0.10497840028256178,0.2800000011920929
9,p-sgd,symmetric-door,square,25.0,1024,2,3200,0.002,0.9,False,2000,100,22,10,32,1e-08,1.0,0.6744899999999999,0,2068,615.9391479492188,0.09814952220767736,0.2800000011920929
0,sgd,symmetric-door,logloss,15.0,1024,1,1920,0.002,0.9,False,2000,100,32,10,33,1e-08,1.0,0.6744899999999999,0,2265,831.3187561035156,0.4032552056014538,0.6200000047683716
1,sgd,symmetric-door,logloss,15.0,1024,1,1920,0.002,0.9,False,2000,100,32,10,34,1e-08,1.0,0.6744899999999999,0,3031,831.3101272583008,0.402864582836628,0.6200000047683716
2,sgd,symmetric-door,logloss,15.0,1024,1,1920,0.002,0.9,False,2000,100,32,10,35,1e-08,1.0,0.6744899999999999,0,1774,831.3165664672853,0.4031249955296517,0.6200000047683716
3,sgd,symmetric-door,logloss,15.0,1024,1,1920,0.002,0.9,False,2000,100,32,10,36,1e-08,1.0,0.6744899999999999,0,1556,831.3218765258789,0.4036458320915699,0.6200000047683716
4,sgd,symmetric-door,logloss,15.0,1024,1,1920,0.002,0.9,False,2000,100,32,10,37,1e-08,1.0,0.6744899999999999,0,1758,831.3295288085938,0.40351562201976776,0.6200000047683716
5,sgd,symmetric-door,logloss,15.0,1024,1,1920,0.002,0.9,False,2000,100,32,10,38,1e-08,1.0,0.6744899999999999,0,1246,831.3316650390625,0.402083333581686,0.6200000047683716
6,sgd,symmetric-door,logloss,15.0,1024,1,1920,0.002,0.9,False,2000,100,32,10,39,1e-08,1.0,0.6744899999999999,0,1963,831.3114852905272,0.4036458358168602,0.6200000047683716
7,sgd,symmetric-door,logloss,15.0,1024,1,1920,0.002,0.9,False,2000,100,32,10,40,1e-08,1.0,0.6744899999999999,0,1400,831.3071899414062,0.4027343764901161,0.6200000047683716
8,sgd,symmetric-door,logloss,15.0,1024,1,1920,0.002,0.9,False,2000,100,32,10,41,1e-08,1.0,0.6744899999999999,0,1505,831.2875061035156,0.4029947966337204,0.6200000047683716
9,sgd,symmetric-door,logloss,15.0,1024,1,1920,0.002,0.9,False,2000,100,32,10,42,1e-08,1.0,0.6744899999999999,0,3180,831.3441543579103,0.401822917163372,0.6200000047683716
0,sgd,symmetric-door,square,1.0,1024,1,128,0.01,0.0,False,2000,100,22,10,23,1e-08,1.0,0.6744899999999999,0,4093,8.015531361103058,0.0,0.8999999761581421
1,sgd,symmetric-door,square,1.0,1024,1,128,0.01,0.0,False,2000,100,22,10,24,1e-08,1.0,0.6744899999999999,0,4203,8.098055899143219,0.0,1.0
2,sgd,symmetric-door,square,1.0,1024,1,128,0.01,0.0,False,2000,100,22,10,25,1e-08,1.0,0.6744899999999999,0,6271,7.583842694759369,0.0,0.699999988079071
3,sgd,symmetric-door,square,1.0,1024,1,128,0.01,0.0,False,2000,100,22,10,26,1e-08,1.0,0.6744899999999999,0,3917,7.884040534496307,0.0,1.0399999618530271
4,sgd,symmetric-door,square,1.0,1024,1,128,0.01,0.0,False,2000,100,22,10,27,1e-08,1.0,0.6744899999999999,0,10845,7.387211918830872,0.0,0.8600000143051147
5,sgd,symmetric-door,square,1.0,1024,1,128,0.01,0.0,False,2000,100,22,10,28,1e-08,1.0,0.6744899999999999,0,10558,7.078704595565796,0.0,0.959999978542328
6,sgd,symmetric-door,square,1.0,1024,1,128,0.01,0.0,False,2000,100,22,10,29,1e-08,1.0,0.6744899999999999,0,18316,6.871523916721344,0.0,0.8600000143051147
7,sgd,symmetric-door,square,1.0,1024,1,128,0.01,0.0,False,2000,100,22,10,30,1e-08,1.0,0.6744899999999999,0,20002,7.138064801692963,0.001953125,0.9399999976158142
