,optim,labels,loss,samplecomplexity,nfeatures,nhidden,lr,momentum,nesterov,seed,start_seed,activation,second_layer_activation,loss_eps,tau,symmetric_door_k,project_on_sphere,early_stopping_epochs,weight_decay,batch_size,epoch,n_epochs,train_loss,train_error,test_error,n_test
0,sgd,symmetric-door,logloss,10.0,1024,2,0.02,0.9,True,23,22,absolute,symmetric-door,1e-08,2.0,0.6744899999999999,True,-1,0,5120,2000,200,2995.1822509765625,0.12871093302965164,0.18000000715255735,100
0,sgd,symmetric-door,logloss,10.0,1024,1,0.002,0.9,True,23,22,absolute,symmetric-door,1e-08,2.0,0.6744899999999999,True,-1,0,5120,20002,2000,2994.210693359375,0.12714843451976776,0.1599999964237213,100
0,sgd,symmetric-door,logloss,10.0,1024,1,0.02,0.9,True,23,22,absolute,symmetric-door,1e-08,2.0,0.6744899999999999,True,-1,0,5120,2000,200,2996.3594970703125,0.12832031399011612,0.1599999964237213,100
0,sgd,symmetric-door,logloss,10.0,1024,2,0.01,0.0,False,23,22,absolute,symmetric-door,1e-08,2.0,0.6744899999999999,True,-1,0,5120,20002,2000,2998.789306640625,0.12753906100988388,0.2199999988079071,100
1,sgd,symmetric-door,logloss,10.0,1024,2,0.01,0.0,False,24,22,absolute,symmetric-door,1e-08,2.0,0.6744899999999999,True,-1,0,5120,20002,2000,2998.8123779296875,0.126953125,0.2199999988079071,100
2,sgd,symmetric-door,logloss,10.0,1024,2,0.01,0.0,False,25,22,absolute,symmetric-door,1e-08,2.0,0.6744899999999999,True,-1,0,5120,20002,2000,2998.802490234375,0.12636718526482582,0.2199999988079071,100
3,sgd,symmetric-door,logloss,10.0,1024,2,0.01,0.0,False,26,22,absolute,symmetric-door,1e-08,2.0,0.6744899999999999,True,-1,0,5120,20002,2000,2998.8035888671875,0.12773437798023224,0.2199999988079071,100
4,sgd,symmetric-door,logloss,10.0,1024,2,0.01,0.0,False,27,22,absolute,symmetric-door,1e-08,2.0,0.6744899999999999,True,-1,0,5120,20002,2000,2998.76416015625,0.12578124925494194,0.2199999988079071,100
5,sgd,symmetric-door,logloss,10.0,1024,2,0.01,0.0,False,28,22,absolute,symmetric-door,1e-08,2.0,0.6744899999999999,True,-1,0,5120,20002,2000,2998.790283203125,0.12753906473517418,0.2199999988079071,100
6,sgd,symmetric-door,logloss,10.0,1024,2,0.01,0.0,False,29,22,absolute,symmetric-door,1e-08,2.0,0.6744899999999999,True,-1,0,5120,20002,2000,2998.822265625,0.12812500074505806,0.2199999988079071,100
0,sgd,symmetric-door,logloss,10.0,1024,5,0.005,0.9,True,23,22,absolute,symmetric-door,1e-08,2.0,0.6744899999999999,True,-1,0,5120,4000,400,2994.1258544921875,0.12832031399011612,0.18000000715255735,100
0,gd,symmetric-door,logloss,20.0,1024,10,0.01,0.0,False,23,22,relu,None,1e-08,2.0,0.6744899999999999,True,-1,0,20480,20002,2000,12280.6904296875,0.927343726158142,0.8949999809265137,100
1,gd,symmetric-door,logloss,20.0,1024,10,0.01,0.0,False,24,22,relu,None,1e-08,2.0,0.6744899999999999,True,-1,0,20480,20002,2000,12281.5166015625,0.9271972775459291,0.8949999809265137,100
2,gd,symmetric-door,logloss,20.0,1024,10,0.01,0.0,False,25,22,relu,None,1e-08,2.0,0.6744899999999999,True,-1,0,20480,20002,2000,12259.5546875,0.9270507693290709,0.8949999809265137,100
0,sgd,symmetric-door,logloss,20.0,1024,2,0.01,0.0,False,23,22,relu,symmetric-door,1e-08,2.0,0.6744899999999999,True,-1,0,10240,20002,2000,6608.371337890625,0.55859375,0.6200000047683716,100
1,sgd,symmetric-door,logloss,20.0,1024,2,0.01,0.0,False,24,22,relu,symmetric-door,1e-08,2.0,0.6744899999999999,True,-1,0,10240,20002,2000,6514.12255859375,0.5923828184604645,0.6600000262260437,100
2,sgd,symmetric-door,logloss,20.0,1024,2,0.01,0.0,False,25,22,relu,symmetric-door,1e-08,2.0,0.6744899999999999,True,-1,0,10240,20002,2000,6514.130615234375,0.59228515625,0.6600000262260437,100
0,sgd,symmetric-door,mse,10.0,1024,1,0.02,0.9,True,23,22,absolute,symmetric-door,1e-08,2.0,0.6744899999999999,True,-1,0,5120,2000,200,1568.2025756835938,0.11210937425494194,0.18000000715255735,100
0,sgd,symmetric-door,logloss,10.0,1024,1,0.005,0.9,True,23,22,absolute,symmetric-door,1e-08,2.0,0.6744899999999999,True,-1,0,5120,8001,800,2994.566650390625,0.126953125,0.18000000715255735,100
0,p-sgd,symmetric-door,logloss,10.0,1024,20,0.005,0.9,True,23,22,absolute,symmetric-door,1e-08,2.0,0.6744899999999999,True,-1,0,5120,2000,200,3071.973022460937,0.06922389194369316,0.4600000083446503,100
1,p-sgd,symmetric-door,logloss,10.0,1024,20,0.005,0.9,True,24,22,absolute,symmetric-door,1e-08,2.0,0.6744899999999999,True,-1,0,5120,2000,200,3090.972412109375,0.05352929048240185,0.36000001430511475,100
2,p-sgd,symmetric-door,logloss,10.0,1024,20,0.005,0.9,True,25,22,absolute,symmetric-door,1e-08,2.0,0.6744899999999999,True,-1,0,5120,2000,200,3082.4296875,0.07014811411499977,0.3400000035762787,100
3,p-sgd,symmetric-door,logloss,10.0,1024,20,0.005,0.9,True,26,22,absolute,symmetric-door,1e-08,2.0,0.6744899999999999,True,-1,0,5120,2000,200,3148.787841796875,0.05203592963516712,0.4399999976158142,100
0,p-sgd,symmetric-door,logloss,10.0,1024,10,0.005,0.9,True,23,22,absolute,symmetric-door,1e-08,2.0,0.6744899999999999,True,-1,0,5120,10001,1000,3030.08349609375,0.13974882662296295,0.4000000059604645,100
1,p-sgd,symmetric-door,logloss,10.0,1024,10,0.005,0.9,True,24,22,absolute,symmetric-door,1e-08,2.0,0.6744899999999999,True,-1,0,5120,10001,1000,2976.154663085937,0.1406051516532898,0.3199999928474426,100
2,p-sgd,symmetric-door,logloss,10.0,1024,10,0.005,0.9,True,25,22,absolute,symmetric-door,1e-08,2.0,0.6744899999999999,True,-1,0,5120,10001,1000,2969.54052734375,0.12570864707231522,0.239999994635582,100
3,p-sgd,symmetric-door,logloss,10.0,1024,10,0.005,0.9,True,26,22,absolute,symmetric-door,1e-08,2.0,0.6744899999999999,True,-1,0,5120,10001,1000,2927.424560546875,0.14217732101678848,0.3199999928474426,100
0,sgd,symmetric-door,mse,10.0,1024,1,0.005,0.9,True,23,22,absolute,symmetric-door,1e-08,2.0,0.6744899999999999,True,-1,0,5120,2000,200,1562.7958984375,0.10761718824505806,0.18000000715255735,100
0,sgd,symmetric-door,mse,10.0,1024,2,0.01,0.9,True,23,22,absolute,symmetric-door,1e-08,2.0,0.6744899999999999,True,-1,0,5120,2000,200,1562.828857421875,0.10761718824505806,0.18000000715255735,100
0,sgd,symmetric-door,logloss,10.0,1024,1,0.01,0.9,True,23,22,absolute,symmetric-door,1e-08,2.0,0.6744899999999999,True,-1,0,5120,4000,400,2995.207275390625,0.12753906100988388,0.18000000715255735,100
0,sgd,symmetric-door,logloss,10.0,1024,2,0.01,0.9,True,23,22,absolute,symmetric-door,1e-08,2.0,0.6744899999999999,True,-1,0,5120,4000,400,2994.558837890625,0.12812499701976776,0.1599999964237213,100
0,p-sgd,symmetric-door,logloss,10.0,1024,10,0.005,0.9,True,23,22,absolute,symmetric-door,1e-08,2.0,0.6744899999999999,True,-1,0,5120,2000,200,2961.431884765625,0.12760090082883835,0.3199999928474426,100
1,p-sgd,symmetric-door,logloss,10.0,1024,10,0.005,0.9,True,24,22,absolute,symmetric-door,1e-08,2.0,0.6744899999999999,True,-1,0,5120,2000,200,2999.14892578125,0.10352947562932968,0.25999999046325684,100
2,p-sgd,symmetric-door,logloss,10.0,1024,10,0.005,0.9,True,25,22,absolute,symmetric-door,1e-08,2.0,0.6744899999999999,True,-1,0,5120,2000,200,3034.3477783203125,0.09645400196313858,0.2800000011920929,100
3,p-sgd,symmetric-door,logloss,10.0,1024,10,0.005,0.9,True,26,22,absolute,symmetric-door,1e-08,2.0,0.6744899999999999,True,-1,0,5120,2000,200,3042.6119384765625,0.10368497297167778,0.36000001430511475,100
0,p-sgd,symmetric-door,logloss,10.0,1024,2,0.01,0.0,False,23,22,absolute,symmetric-door,1e-08,2.0,0.6744899999999999,True,-1,0,5120,20002,2000,2959.1201171875,0.12053897976875305,0.2800000011920929,100
1,p-sgd,symmetric-door,logloss,10.0,1024,2,0.01,0.0,False,24,22,absolute,symmetric-door,1e-08,2.0,0.6744899999999999,True,-1,0,5120,20002,2000,2972.847412109375,0.12249695137143135,0.3799999952316284,100
2,p-sgd,symmetric-door,logloss,10.0,1024,2,0.01,0.0,False,25,22,absolute,symmetric-door,1e-08,2.0,0.6744899999999999,True,-1,0,5120,20002,2000,3021.3218994140625,0.12967951595783234,0.3199999928474426,100
3,p-sgd,symmetric-door,logloss,10.0,1024,2,0.01,0.0,False,26,22,absolute,symmetric-door,1e-08,2.0,0.6744899999999999,True,-1,0,5120,20002,2000,2937.203369140625,0.13884197175502774,0.3199999928474426,100
4,p-sgd,symmetric-door,logloss,10.0,1024,2,0.01,0.0,False,27,22,absolute,symmetric-door,1e-08,2.0,0.6744899999999999,True,-1,0,5120,20002,2000,3018.5274658203125,0.13386058062314987,0.25999999046325684,100
5,p-sgd,symmetric-door,logloss,10.0,1024,2,0.01,0.0,False,28,22,absolute,symmetric-door,1e-08,2.0,0.6744899999999999,True,-1,0,5120,20002,2000,2945.8123779296875,0.13449586927890778,0.2800000011920929,100
6,p-sgd,symmetric-door,logloss,10.0,1024,2,0.01,0.0,False,29,22,absolute,symmetric-door,1e-08,2.0,0.6744899999999999,True,-1,0,5120,20002,2000,2936.08056640625,0.1284438669681549,0.3799999952316284,100
7,p-sgd,symmetric-door,logloss,10.0,1024,2,0.01,0.0,False,30,22,absolute,symmetric-door,1e-08,2.0,0.6744899999999999,True,-1,0,5120,20002,2000,2971.8856201171875,0.1179584003984928,0.25999999046325684,100
8,p-sgd,symmetric-door,logloss,10.0,1024,2,0.01,0.0,False,31,22,absolute,symmetric-door,1e-08,2.0,0.6744899999999999,True,-1,0,5120,20002,2000,2969.3751220703125,0.11869557946920395,0.25999999046325684,100
0,p-sgd,symmetric-door,logloss,10.0,1024,2,0.01,0.9,True,23,22,absolute,symmetric-door,1e-08,2.0,0.6744899999999999,True,-1,0,5120,20002,2000,2948.5362548828125,0.14393898844718933,0.3799999952316284,100
1,p-sgd,symmetric-door,logloss,10.0,1024,2,0.01,0.9,True,24,22,absolute,symmetric-door,1e-08,2.0,0.6744899999999999,True,-1,0,5120,20002,2000,2972.764892578125,0.12894443422555926,0.4399999976158142,100
2,p-sgd,symmetric-door,logloss,10.0,1024,2,0.01,0.9,True,25,22,absolute,symmetric-door,1e-08,2.0,0.6744899999999999,True,-1,0,5120,20002,2000,3005.090576171875,0.13527607917785645,0.3400000035762787,100
3,p-sgd,symmetric-door,logloss,10.0,1024,2,0.01,0.9,True,26,22,absolute,symmetric-door,1e-08,2.0,0.6744899999999999,True,-1,0,5120,20002,2000,2926.6763916015625,0.1487734466791153,0.2199999988079071,100
4,p-sgd,symmetric-door,logloss,10.0,1024,2,0.01,0.9,True,27,22,absolute,symmetric-door,1e-08,2.0,0.6744899999999999,True,-1,0,5120,20002,2000,3012.383056640625,0.13887549936771393,0.3400000035762787,100
5,p-sgd,symmetric-door,logloss,10.0,1024,2,0.01,0.9,True,28,22,absolute,symmetric-door,1e-08,2.0,0.6744899999999999,True,-1,0,5120,20002,2000,2946.796142578125,0.14162518829107285,0.3400000035762787,100
6,p-sgd,symmetric-door,logloss,10.0,1024,2,0.01,0.9,True,29,22,absolute,symmetric-door,1e-08,2.0,0.6744899999999999,True,-1,0,5120,20002,2000,2930.7752685546875,0.1403365135192871,0.20000000298023224,100
7,p-sgd,symmetric-door,logloss,10.0,1024,2,0.01,0.9,True,30,22,absolute,symmetric-door,1e-08,2.0,0.6744899999999999,True,-1,0,5120,20002,2000,2966.1070556640625,0.13970883935689926,0.2800000011920929,100
8,p-sgd,symmetric-door,logloss,10.0,1024,2,0.01,0.9,True,31,22,absolute,symmetric-door,1e-08,2.0,0.6744899999999999,True,-1,0,5120,20002,2000,2967.4869384765625,0.14337512850761416,0.4399999976158142,100
9,p-sgd,symmetric-door,logloss,10.0,1024,2,0.01,0.9,True,32,22,absolute,symmetric-door,1e-08,2.0,0.6744899999999999,True,-1,0,5120,20002,2000,3010.7362060546875,0.1395752802491188,0.239999994635582,100
0,p-sgd,symmetric-door,logloss,10.0,1024,1,0.005,0.9,True,23,22,relu,symmetric-door,1e-08,2.0,0.6744899999999999,True,-1,0,5120,2000,200,3222.3612060546875,0.5668080449104309,0.699999988079071,100
1,p-sgd,symmetric-door,logloss,10.0,1024,1,0.005,0.9,True,24,22,relu,symmetric-door,1e-08,2.0,0.6744899999999999,True,-1,0,5120,2000,200,3230.748779296875,0.5501958131790161,0.7799999713897705,100
2,p-sgd,symmetric-door,logloss,10.0,1024,1,0.005,0.9,True,25,22,relu,symmetric-door,1e-08,2.0,0.6744899999999999,True,-1,0,5120,2000,200,3262.495361328125,0.5691743493080139,0.7799999713897705,100
3,p-sgd,symmetric-door,logloss,10.0,1024,1,0.005,0.9,True,26,22,relu,symmetric-door,1e-08,2.0,0.6744899999999999,True,-1,0,5120,2000,200,3271.075561523437,0.5455073416233063,0.7799999713897705,100
0,sgd,symmetric-door,logloss,10.0,1024,1,0.01,0.0,False,23,22,linear,symmetric-door-absolute,1e-08,2.0,0.6744899999999999,True,-1,0,5120,20002,2000,3132.9796142578125,0.9974609017372132,1.0199999809265137,100
1,sgd,symmetric-door,logloss,10.0,1024,1,0.01,0.0,False,24,22,linear,symmetric-door-absolute,1e-08,2.0,0.6744899999999999,True,-1,0,5120,20002,2000,3133.012084960937,0.9974609315395356,1.0199999809265137,100
2,sgd,symmetric-door,logloss,10.0,1024,1,0.01,0.0,False,25,22,linear,symmetric-door-absolute,1e-08,2.0,0.6744899999999999,True,-1,0,5120,20002,2000,3133.0037841796875,0.997460961341858,1.0199999809265137,100
3,sgd,symmetric-door,logloss,10.0,1024,1,0.01,0.0,False,26,22,linear,symmetric-door-absolute,1e-08,2.0,0.6744899999999999,True,-1,0,5120,20002,2000,3133.071533203125,0.9974609017372132,1.0199999809265137,100
4,sgd,symmetric-door,logloss,10.0,1024,1,0.01,0.0,False,27,22,linear,symmetric-door-absolute,1e-08,2.0,0.6744899999999999,True,-1,0,5120,20002,2000,3133.003295898437,0.9974609315395356,1.0199999809265137,100
5,sgd,symmetric-door,logloss,10.0,1024,1,0.01,0.0,False,28,22,linear,symmetric-door-absolute,1e-08,2.0,0.6744899999999999,True,-1,0,5120,20002,2000,3133.0146484375,0.997460961341858,1.0199999809265137,100
0,sgd,symmetric-door,logloss,10.0,1024,1,0.02,0.0,False,23,22,linear,symmetric-door-absolute,1e-08,2.0,0.6744899999999999,True,-1,0,5120,4000,400,2995.248413085937,0.12812500447034836,0.18000000715255735,100
0,p-sgd,symmetric-door,logloss,10.0,1024,2,0.005,0.9,True,23,22,absolute,symmetric-door,1e-08,2.0,0.6744899999999999,True,-1,0,5120,2000,200,2940.41162109375,0.13844801485538485,0.30000001192092896,100
1,p-sgd,symmetric-door,logloss,10.0,1024,2,0.005,0.9,True,24,22,absolute,symmetric-door,1e-08,2.0,0.6744899999999999,True,-1,0,5120,2000,200,2956.6793212890625,0.1315685585141182,0.239999994635582,100
2,p-sgd,symmetric-door,logloss,10.0,1024,2,0.005,0.9,True,25,22,absolute,symmetric-door,1e-08,2.0,0.6744899999999999,True,-1,0,5120,2000,200,2971.9168701171875,0.14380409568548205,0.3799999952316284,100
3,p-sgd,symmetric-door,logloss,10.0,1024,2,0.005,0.9,True,26,22,absolute,symmetric-door,1e-08,2.0,0.6744899999999999,True,-1,0,5120,2000,200,2995.72509765625,0.13424897193908691,0.4399999976158142,100
0,sgd,symmetric-door,logloss,10.0,1024,2,0.005,0.0,False,23,22,absolute,symmetric-door,1e-08,2.0,0.6744899999999999,True,-1,0,5120,16002,1600,2994.152099609375,0.12832031399011612,0.20000000298023224,100
0,sgd,symmetric-door,logloss,10.0,1024,10,0.005,0.9,True,23,22,absolute,symmetric-door,1e-08,2.0,0.6744899999999999,True,-1,0,5120,4000,400,3013.5137939453125,0.107421875,0.18000000715255735,100
0,sgd,symmetric-door,logloss,10.0,1024,2,0.02,0.0,False,23,22,absolute,symmetric-door,1e-08,2.0,0.6744899999999999,True,-1,0,5120,4000,400,2994.5927734375,0.12871093675494194,0.20000000298023224,100
0,sgd,symmetric-door,mse,10.0,1024,2,0.005,0.9,True,23,22,absolute,symmetric-door,1e-08,2.0,0.6744899999999999,True,-1,0,5120,2000,200,1561.8736572265625,0.1064453125,0.18000000715255735,100
0,sgd,symmetric-door,mse,10.0,1024,1,0.002,0.9,True,23,22,absolute,symmetric-door,1e-08,2.0,0.6744899999999999,True,-1,0,5120,5000,500,1561.681396484375,0.10546875,0.18000000715255735,100
0,sgd,symmetric-door,logloss,10.0,1024,1,0.01,0.0,False,23,22,linear,symmetric-door-absolute,1e-08,2.0,0.6744899999999999,True,-1,0,5120,20002,2000,2999.1318359375,0.12832031399011612,0.2199999988079071,100
1,sgd,symmetric-door,logloss,10.0,1024,1,0.01,0.0,False,24,22,linear,symmetric-door-absolute,1e-08,2.0,0.6744899999999999,True,-1,0,5120,20002,2000,2999.106201171875,0.126953125,0.2199999988079071,100
2,sgd,symmetric-door,logloss,10.0,1024,1,0.01,0.0,False,25,22,linear,symmetric-door-absolute,1e-08,2.0,0.6744899999999999,True,-1,0,5120,20002,2000,2999.071044921875,0.1279296875,0.2199999988079071,100
3,sgd,symmetric-door,logloss,10.0,1024,1,0.01,0.0,False,26,22,linear,symmetric-door-absolute,1e-08,2.0,0.6744899999999999,True,-1,0,5120,20002,2000,2999.098388671875,0.12753906100988388,0.2199999988079071,100
4,sgd,symmetric-door,logloss,10.0,1024,1,0.01,0.0,False,27,22,linear,symmetric-door-absolute,1e-08,2.0,0.6744899999999999,True,-1,0,5120,20002,2000,2999.096069335937,0.12773437798023224,0.2199999988079071,100
5,sgd,symmetric-door,logloss,10.0,1024,1,0.01,0.0,False,28,22,linear,symmetric-door-absolute,1e-08,2.0,0.6744899999999999,True,-1,0,5120,20002,2000,2999.0350341796875,0.1259765625,0.2199999988079071,100
6,sgd,symmetric-door,logloss,10.0,1024,1,0.01,0.0,False,29,22,linear,symmetric-door-absolute,1e-08,2.0,0.6744899999999999,True,-1,0,5120,20002,2000,2999.102905273437,0.1279296875,0.2199999988079071,100
