,optim,labels,loss,samplecomplexity,nfeatures,nhidden,lr,momentum,nesterov,seed,start_seed,activation,second_layer_activation,loss_eps,tau,symmetric_door_k,project_on_sphere,early_stopping_epochs,weight_decay,batch_size,epoch,n_epochs,train_loss,train_error,test_error,n_test
2,sgd,quadratic,mse,7.0,1024,2,0.005,0.9,True,25,22,quadratic,none,1e-08,2.0,0.6744899999999999,True,-1,0,3584,242,2000,0.5840339064598083,0.00016295589011861014,0.000988585758022964,100
3,sgd,quadratic,mse,7.0,1024,2,0.005,0.9,True,26,22,quadratic,none,1e-08,2.0,0.6744899999999999,True,-1,0,3584,134,2000,0.4459420740604401,0.00012442580191418529,0.0009945613564923406,100
4,sgd,quadratic,mse,7.0,1024,2,0.005,0.9,True,27,22,quadratic,none,1e-08,2.0,0.6744899999999999,True,-1,0,3584,157,2000,0.4840787947177887,0.00013506662799045444,0.0009928848594427107,100
5,sgd,quadratic,mse,7.0,1024,2,0.005,0.9,True,28,22,quadratic,none,1e-08,2.0,0.6744899999999999,True,-1,0,3584,157,2000,0.4727976322174072,0.00013191898324294016,0.0009883862221613526,100
6,sgd,quadratic,mse,7.0,1024,2,0.005,0.9,True,29,22,quadratic,none,1e-08,2.0,0.6744899999999999,True,-1,0,3584,138,2000,0.470821276307106,0.0001313675456913188,0.0009855481330305338,100
7,sgd,quadratic,mse,7.0,1024,2,0.005,0.9,True,30,22,quadratic,none,1e-08,2.0,0.6744899999999999,True,-1,0,3584,152,2000,0.5959550142288208,0.0001662820941419341,0.0009935825364664195,100
8,sgd,quadratic,mse,7.0,1024,2,0.005,0.9,True,31,22,quadratic,none,1e-08,2.0,0.6744899999999999,True,-1,0,3584,167,2000,0.4898242354393005,0.000136669710627757,0.000995164504274726,100
9,sgd,quadratic,mse,7.0,1024,2,0.005,0.9,True,32,22,quadratic,none,1e-08,2.0,0.6744899999999999,True,-1,0,3584,132,2000,0.6601367890834808,0.00018418995023239404,0.0009795622900128362,100
0,p-sgd,quadratic,mse,5.0,1024,10,0.005,0.0,False,23,22,quadratic,none,1e-08,2.0,0.6744899999999999,True,-1,0,2560,20002,2000,0.7079237997531891,0.0002811453159665689,0.01352910790592432,100
1,p-sgd,quadratic,mse,5.0,1024,10,0.005,0.0,False,24,22,quadratic,none,1e-08,2.0,0.6744899999999999,True,-1,0,2560,20002,2000,1.1004458665847778,0.00043112205457873637,0.023575127124786373,100
2,p-sgd,quadratic,mse,5.0,1024,10,0.005,0.0,False,25,22,quadratic,none,1e-08,2.0,0.6744899999999999,True,-1,0,2560,20002,2000,1.3469257354736328,0.0005292442510835826,0.02808967046439648,100
3,p-sgd,quadratic,mse,5.0,1024,10,0.005,0.0,False,26,22,quadratic,none,1e-08,2.0,0.6744899999999999,True,-1,0,2560,20002,2000,0.615222692489624,0.00024235655291704458,0.014094848185777662,100
4,p-sgd,quadratic,mse,5.0,1024,10,0.005,0.0,False,27,22,quadratic,none,1e-08,2.0,0.6744899999999999,True,-1,0,2560,20002,2000,1.2124687433242798,0.00047205314331222326,0.02033199742436409,100
5,p-sgd,quadratic,mse,5.0,1024,10,0.005,0.0,False,28,22,quadratic,none,1e-08,2.0,0.6744899999999999,True,-1,0,2560,20002,2000,1.3199231624603271,0.0005217089492361994,0.02774778194725513,100
6,p-sgd,quadratic,mse,5.0,1024,10,0.005,0.0,False,29,22,quadratic,none,1e-08,2.0,0.6744899999999999,True,-1,0,2560,20002,2000,1.558432936668396,0.0006341537518892437,0.02921602502465248,100
7,p-sgd,quadratic,mse,5.0,1024,10,0.005,0.0,False,30,22,quadratic,none,1e-08,2.0,0.6744899999999999,True,-1,0,2560,20002,2000,1.3848816752433777,0.0005372967862058432,0.02212599292397499,100
8,p-sgd,quadratic,mse,5.0,1024,10,0.005,0.0,False,31,22,quadratic,none,1e-08,2.0,0.6744899999999999,True,-1,0,2560,20002,2000,4.244323492050172,0.0016492424765601756,0.06652466952800751,100
9,p-sgd,quadratic,mse,5.0,1024,10,0.005,0.0,False,32,22,quadratic,none,1e-08,2.0,0.6744899999999999,True,-1,0,2560,20002,2000,0.6557255983352661,0.00025679488317109644,0.016034886240959167,100
0,sgd,quadratic,mse,10.0,1024,5,0.005,0.9,True,23,22,quadratic,none,1e-08,2.0,0.6744899999999999,True,-1,0,5120,228,2000,0.9465721547603608,0.00018487737543182448,0.0009974465938284993,100
1,sgd,quadratic,mse,10.0,1024,5,0.005,0.9,True,24,22,quadratic,none,1e-08,2.0,0.6744899999999999,True,-1,0,5120,222,2000,0.9471150040626526,0.00018498340068617838,0.0009919838048517704,100
2,sgd,quadratic,mse,10.0,1024,5,0.005,0.9,True,25,22,quadratic,none,1e-08,2.0,0.6744899999999999,True,-1,0,5120,318,2000,0.8912991285324097,0.00017408185522072017,0.000994969392195344,100
3,sgd,quadratic,mse,10.0,1024,5,0.005,0.9,True,26,22,quadratic,none,1e-08,2.0,0.6744899999999999,True,-1,0,5120,218,2000,0.8362749814987183,0.00016333495295839384,0.0009932798566296694,100
4,sgd,quadratic,mse,10.0,1024,5,0.005,0.9,True,27,22,quadratic,none,1e-08,2.0,0.6744899999999999,True,-1,0,5120,244,2000,0.8471982479095459,0.00016546840925002468,0.0009965561330318449,100
5,sgd,quadratic,mse,10.0,1024,5,0.005,0.9,True,28,22,quadratic,none,1e-08,2.0,0.6744899999999999,True,-1,0,5120,260,2000,0.9159127473831176,0.00017888921138364822,0.000993040157482028,100
6,sgd,quadratic,mse,10.0,1024,5,0.005,0.9,True,29,22,quadratic,none,1e-08,2.0,0.6744899999999999,True,-1,0,5120,375,2000,0.9062109887599944,0.00017699433374218645,0.0009885982144623997,100
7,sgd,quadratic,mse,10.0,1024,5,0.005,0.9,True,30,22,quadratic,none,1e-08,2.0,0.6744899999999999,True,-1,0,5120,283,2000,0.749956876039505,0.00014647594798589123,0.0009905076585710047,100
8,sgd,quadratic,mse,10.0,1024,5,0.005,0.9,True,31,22,quadratic,none,1e-08,2.0,0.6744899999999999,True,-1,0,5120,275,2000,0.9166544675827026,0.00017903407569974658,0.0009967365767806768,100
9,sgd,quadratic,mse,10.0,1024,5,0.005,0.9,True,32,22,quadratic,none,1e-08,2.0,0.6744899999999999,True,-1,0,5120,247,2000,0.8151745200157166,0.00015921377780614418,0.0009971100371330976,100
0,p-sgd,quadratic,mse,10.0,1024,5,0.005,0.9,True,23,22,quadratic,none,1e-08,2.0,0.6744899999999999,True,-1,0,5120,410,2000,0.6246246099472046,0.00012283642718102783,0.0009915056871250274,100
1,p-sgd,quadratic,mse,10.0,1024,5,0.005,0.9,True,24,22,quadratic,none,1e-08,2.0,0.6744899999999999,True,-1,0,5120,518,2000,0.6495568454265594,0.00012638515909202394,0.0009984384523704648,100
2,p-sgd,quadratic,mse,10.0,1024,5,0.005,0.9,True,25,22,quadratic,none,1e-08,2.0,0.6744899999999999,True,-1,0,5120,434,2000,0.5696787536144257,0.000111931989522418,0.0009859424317255616,100
3,p-sgd,quadratic,mse,10.0,1024,5,0.005,0.9,True,26,22,quadratic,none,1e-08,2.0,0.6744899999999999,True,-1,0,5120,356,2000,0.672075092792511,0.00013188293814891952,0.0009887022897601128,100
4,p-sgd,quadratic,mse,10.0,1024,5,0.005,0.9,True,27,22,quadratic,none,1e-08,2.0,0.6744899999999999,True,-1,0,5120,434,2000,0.5293934643268585,0.00010374161502113566,0.0009946484351530671,100
5,p-sgd,quadratic,mse,10.0,1024,5,0.005,0.9,True,28,22,quadratic,none,1e-08,2.0,0.6744899999999999,True,-1,0,5120,511,2000,0.5452858805656433,0.00010827763617271556,0.000984710524789989,100
6,p-sgd,quadratic,mse,10.0,1024,5,0.005,0.9,True,29,22,quadratic,none,1e-08,2.0,0.6744899999999999,True,-1,0,5120,514,2000,0.4409236907958984,8.66595291881822e-05,0.0009862744482234118,100
7,p-sgd,quadratic,mse,10.0,1024,5,0.005,0.9,True,30,22,quadratic,none,1e-08,2.0,0.6744899999999999,True,-1,0,5120,461,2000,0.5151325166225433,0.00010042514259112068,0.0009947230573743582,100
8,p-sgd,quadratic,mse,10.0,1024,5,0.005,0.9,True,31,22,quadratic,none,1e-08,2.0,0.6744899999999999,True,-1,0,5120,453,2000,0.5899535119533539,0.00011497827290440908,0.0009944564662873745,100
9,p-sgd,quadratic,mse,10.0,1024,5,0.005,0.9,True,32,22,quadratic,none,1e-08,2.0,0.6744899999999999,True,-1,0,5120,430,2000,0.6634595692157745,0.00012958186562173069,0.0009889771463349464,100
0,gd,quadratic,mse,5.0,1024,2,0.005,0.0,False,23,22,quadratic,none,1e-08,2.0,0.6744899999999999,True,-1,0,5120,2496,2000,0.5394555926322937,0.0001053624218911864,0.0009995006257668138,100
1,gd,quadratic,mse,5.0,1024,2,0.005,0.0,False,24,22,quadratic,none,1e-08,2.0,0.6744899999999999,True,-1,0,5120,4338,2000,0.3932866156101227,7.681379065616056e-05,0.0009999806061387062,100
2,gd,quadratic,mse,5.0,1024,2,0.005,0.0,False,25,22,quadratic,none,1e-08,2.0,0.6744899999999999,True,-1,0,5120,3318,2000,0.4131006598472595,8.068371971603483e-05,0.0009998183231800797,100
3,gd,quadratic,mse,5.0,1024,2,0.005,0.0,False,26,22,quadratic,none,1e-08,2.0,0.6744899999999999,True,-1,0,5120,2987,2000,0.4200349152088165,8.203806646633893e-05,0.0009997541783377528,100
4,gd,quadratic,mse,5.0,1024,2,0.005,0.0,False,27,22,quadratic,none,1e-08,2.0,0.6744899999999999,True,-1,0,5120,3173,2000,0.3909263014793396,7.635279325768352e-05,0.0009995807195082307,100
5,gd,quadratic,mse,5.0,1024,2,0.005,0.0,False,28,22,quadratic,none,1e-08,2.0,0.6744899999999999,True,-1,0,5120,4218,2000,0.4961600303649902,9.690625302027912e-05,0.000999574433080852,100
6,gd,quadratic,mse,5.0,1024,2,0.005,0.0,False,29,22,quadratic,none,1e-08,2.0,0.6744899999999999,True,-1,0,5120,3058,2000,0.5375338792800903,0.00010498708434170112,0.0009994530119001863,100
7,gd,quadratic,mse,5.0,1024,2,0.005,0.0,False,30,22,quadratic,none,1e-08,2.0,0.6744899999999999,True,-1,0,5120,3877,2000,0.3941708505153656,7.698649278609082e-05,0.0009999667527154088,100
8,gd,quadratic,mse,5.0,1024,2,0.005,0.0,False,31,22,quadratic,none,1e-08,2.0,0.6744899999999999,True,-1,0,5120,3141,2000,0.4778300523757935,9.332618355983868e-05,0.000999493058770895,100
9,gd,quadratic,mse,5.0,1024,2,0.005,0.0,False,32,22,quadratic,none,1e-08,2.0,0.6744899999999999,True,-1,0,5120,3459,2000,0.4495463371276856,8.780202188063413e-05,0.0009995445143431423,100
0,sgd,quadratic,mse,7.0,1024,5,0.005,0.9,True,23,22,quadratic,none,1e-08,2.0,0.6744899999999999,True,-1,0,3584,679,2000,0.27806082367897034,7.758393257972784e-05,0.0009995144791901114,100
1,sgd,quadratic,mse,7.0,1024,5,0.005,0.9,True,24,22,quadratic,none,1e-08,2.0,0.6744899999999999,True,-1,0,3584,679,2000,0.3035120368003845,8.468527812510729e-05,0.0009953585686162114,100
2,sgd,quadratic,mse,7.0,1024,5,0.005,0.9,True,25,22,quadratic,none,1e-08,2.0,0.6744899999999999,True,-1,0,3584,781,2000,0.27670134603977203,7.720461871940644e-05,0.0009996973676607013,100
3,sgd,quadratic,mse,7.0,1024,5,0.005,0.9,True,26,22,quadratic,none,1e-08,2.0,0.6744899999999999,True,-1,0,3584,670,2000,0.2725709080696106,7.605215068906546e-05,0.0009979956084862351,100
4,sgd,quadratic,mse,7.0,1024,5,0.005,0.9,True,27,22,quadratic,none,1e-08,2.0,0.6744899999999999,True,-1,0,3584,670,2000,0.30673377215862274,8.558420086046681e-05,0.0009969929233193398,100
5,sgd,quadratic,mse,7.0,1024,5,0.005,0.9,True,28,22,quadratic,none,1e-08,2.0,0.6744899999999999,True,-1,0,3584,697,2000,0.2951018810272217,8.233869448304176e-05,0.0009983412455767393,100
6,sgd,quadratic,mse,7.0,1024,5,0.005,0.9,True,29,22,quadratic,none,1e-08,2.0,0.6744899999999999,True,-1,0,3584,640,2000,0.3557429313659668,9.925862832460551e-05,0.0009986900258809328,100
7,sgd,quadratic,mse,7.0,1024,5,0.005,0.9,True,30,22,quadratic,none,1e-08,2.0,0.6744899999999999,True,-1,0,3584,653,2000,0.30724452435970306,8.57267077662982e-05,0.0009978513699024916,100
8,sgd,quadratic,mse,7.0,1024,5,0.005,0.9,True,31,22,quadratic,none,1e-08,2.0,0.6744899999999999,True,-1,0,3584,699,2000,0.2848571687936783,7.948023994686082e-05,0.0009978532325476408,100
9,sgd,quadratic,mse,7.0,1024,5,0.005,0.9,True,32,22,quadratic,none,1e-08,2.0,0.6744899999999999,True,-1,0,3584,591,2000,0.40976159274578094,0.00011433080362621696,0.000999172800220549,100
0,p-sgd,quadratic,mse,1.5,1024,10,0.005,0.9,True,23,22,quadratic,none,1e-08,2.0,0.6744899999999999,True,-1,0,768,20002,2000,0.0040791360661387435,5.36023139829922e-06,0.75483238697052,100
1,p-sgd,quadratic,mse,1.5,1024,10,0.005,0.9,True,24,22,quadratic,none,1e-08,2.0,0.6744899999999999,True,-1,0,768,20002,2000,0.0032508121803402896,4.483883230932407e-06,0.5778456330299377,100
2,p-sgd,quadratic,mse,1.5,1024,10,0.005,0.9,True,25,22,quadratic,none,1e-08,2.0,0.6744899999999999,True,-1,0,768,20002,2000,0.004317646147683264,5.9105207128595785e-06,0.6377132534980774,100
3,p-sgd,quadratic,mse,1.5,1024,10,0.005,0.9,True,26,22,quadratic,none,1e-08,2.0,0.6744899999999999,True,-1,0,768,20002,2000,0.0041602051351219424,5.2661030167655545e-06,0.6572149395942688,100
4,p-sgd,quadratic,mse,1.5,1024,10,0.005,0.9,True,27,22,quadratic,none,1e-08,2.0,0.6744899999999999,True,-1,0,768,20002,2000,0.004505580989643931,5.780105993835605e-06,0.6606658697128296,100
5,p-sgd,quadratic,mse,1.5,1024,10,0.005,0.9,True,28,22,quadratic,none,1e-08,2.0,0.6744899999999999,True,-1,0,768,20002,2000,0.004889443516731261,6.378900934578269e-06,0.6039407253265381,100
6,p-sgd,quadratic,mse,1.5,1024,10,0.005,0.9,True,29,22,quadratic,none,1e-08,2.0,0.6744899999999999,True,-1,0,768,20002,2000,0.005311074666678906,6.536708042403916e-06,0.6764121055603027,100
7,p-sgd,quadratic,mse,1.5,1024,10,0.005,0.9,True,30,22,quadratic,none,1e-08,2.0,0.6744899999999999,True,-1,0,768,20002,2000,0.0036106714978814134,4.779179789693444e-06,0.6395483016967773,100
8,p-sgd,quadratic,mse,1.5,1024,10,0.005,0.9,True,31,22,quadratic,none,1e-08,2.0,0.6744899999999999,True,-1,0,768,20002,2000,0.004466456128284335,5.86912278777163e-06,0.6718640923500061,100
9,p-sgd,quadratic,mse,1.5,1024,10,0.005,0.9,True,32,22,quadratic,none,1e-08,2.0,0.6744899999999999,True,-1,0,768,20002,2000,0.003852568916045129,5.0131168336520204e-06,0.6931372880935669,100
0,gd,quadratic,mse,10.0,1024,2,0.005,0.0,False,23,22,quadratic,none,1e-08,2.0,0.6744899999999999,True,-1,0,10240,640,2000,1.5212525129318235,0.00014855981862638146,0.0009978745365515351,100
1,gd,quadratic,mse,10.0,1024,2,0.005,0.0,False,24,22,quadratic,none,1e-08,2.0,0.6744899999999999,True,-1,0,10240,736,2000,2.871656894683838,0.00028043525526300067,0.0009963393677026033,100
2,gd,quadratic,mse,10.0,1024,2,0.005,0.0,False,25,22,quadratic,none,1e-08,2.0,0.6744899999999999,True,-1,0,10240,598,2000,2.148391962051392,0.00020980389672331512,0.0009978745365515351,100
3,gd,quadratic,mse,10.0,1024,2,0.005,0.0,False,26,22,quadratic,none,1e-08,2.0,0.6744899999999999,True,-1,0,10240,495,2000,2.5849196910858154,0.00025243355776183307,0.0009959816234186294,100
4,gd,quadratic,mse,10.0,1024,2,0.005,0.0,False,27,22,quadratic,none,1e-08,2.0,0.6744899999999999,True,-1,0,10240,574,2000,2.459120750427246,0.00024014851078391075,0.0009995586005970836,100
5,gd,quadratic,mse,10.0,1024,2,0.005,0.0,False,28,22,quadratic,none,1e-08,2.0,0.6744899999999999,True,-1,0,10240,553,2000,2.820008516311645,0.0002753914450295269,0.0009978327434509993,100
6,gd,quadratic,mse,10.0,1024,2,0.005,0.0,False,29,22,quadratic,none,1e-08,2.0,0.6744899999999999,True,-1,0,10240,514,2000,2.917330265045166,0.000284895533695817,0.000997076858766377,100
7,gd,quadratic,mse,10.0,1024,2,0.005,0.0,False,30,22,quadratic,none,1e-08,2.0,0.6744899999999999,True,-1,0,10240,701,2000,2.091448783874512,0.00020424304238986224,0.0009976417059078813,100
8,gd,quadratic,mse,10.0,1024,2,0.005,0.0,False,31,22,quadratic,none,1e-08,2.0,0.6744899999999999,True,-1,0,10240,577,2000,2.362548828125,0.00023071766190696508,0.0009982003830373287,100
9,gd,quadratic,mse,10.0,1024,2,0.005,0.0,False,32,22,quadratic,none,1e-08,2.0,0.6744899999999999,True,-1,0,10240,676,2000,2.3173770904541016,0.00022630635066889224,0.0009984420612454414,100
0,p-sgd,quadratic,mse,1.5,1024,2,0.012,0.9,True,23,22,quadratic,none,1e-08,2.0,0.6744899999999999,True,-1,0,768,200028,20000,0.0597943626344204,7.664840450161137e-05,1.1973615884780884,100
1,p-sgd,quadratic,mse,1.5,1024,2,0.012,0.9,True,24,22,quadratic,none,1e-08,2.0,0.6744899999999999,True,-1,0,768,200028,20000,0.0185417621396482,2.4402722374361474e-05,1.1514967679977417,100
2,p-sgd,quadratic,mse,1.5,1024,2,0.012,0.9,True,25,22,quadratic,none,1e-08,2.0,0.6744899999999999,True,-1,0,768,200028,20000,0.015094760339707138,1.9011033145943657e-05,0.6768692135810852,100
3,p-sgd,quadratic,mse,1.5,1024,2,0.012,0.9,True,26,22,quadratic,none,1e-08,2.0,0.6744899999999999,True,-1,0,768,200028,20000,0.0230884263291955,2.92261238428182e-05,1.0917108058929443,100
4,p-sgd,quadratic,mse,1.5,1024,2,0.012,0.9,True,27,22,quadratic,none,1e-08,2.0,0.6744899999999999,True,-1,0,768,200028,20000,0.024997301399707798,3.1943354770191945e-05,1.100698947906494,100
5,p-sgd,quadratic,mse,1.5,1024,2,0.012,0.9,True,28,22,quadratic,none,1e-08,2.0,0.6744899999999999,True,-1,0,768,200028,20000,0.020792887546122074,2.7627199415292125e-05,0.9224449992179872,100
6,p-sgd,quadratic,mse,1.5,1024,2,0.012,0.9,True,29,22,quadratic,none,1e-08,2.0,0.6744899999999999,True,-1,0,768,200028,20000,0.02200667001307011,2.845130893547321e-05,1.1071689128875732,100
7,p-sgd,quadratic,mse,1.5,1024,2,0.012,0.9,True,30,22,quadratic,none,1e-08,2.0,0.6744899999999999,True,-1,0,768,200028,20000,0.060548283159732826,7.787198774167337e-05,0.9488610625267028,100
8,p-sgd,quadratic,mse,1.5,1024,2,0.012,0.9,True,31,22,quadratic,none,1e-08,2.0,0.6744899999999999,True,-1,0,768,200028,20000,0.01920235250145197,2.4806203327898402e-05,1.0926090478897097,100
9,p-sgd,quadratic,mse,1.5,1024,2,0.012,0.9,True,32,22,quadratic,none,1e-08,2.0,0.6744899999999999,True,-1,0,768,200028,20000,0.06812415830790998,8.497665112372488e-05,1.009161353111267,100
0,sgd,quadratic,mse,7.0,1024,10,0.005,0.9,True,23,22,quadratic,none,1e-08,2.0,0.6744899999999999,True,-1,0,3584,1997,2000,0.2198225408792496,6.133441456768196e-05,0.0009998655878007412,100
1,sgd,quadratic,mse,7.0,1024,10,0.005,0.9,True,24,22,quadratic,none,1e-08,2.0,0.6744899999999999,True,-1,0,3584,1796,2000,0.23005763441324234,6.419018609449267e-05,0.0009992924751713874,100
2,sgd,quadratic,mse,7.0,1024,10,0.005,0.9,True,25,22,quadratic,none,1e-08,2.0,0.6744899999999999,True,-1,0,3584,2116,2000,0.20116077363491056,5.612744826066773e-05,0.0009995202999562023,100
3,sgd,quadratic,mse,7.0,1024,10,0.005,0.9,True,26,22,quadratic,none,1e-08,2.0,0.6744899999999999,True,-1,0,3584,1892,2000,0.2362659424543381,6.592241697944701e-05,0.000999100273475051,100
4,sgd,quadratic,mse,7.0,1024,10,0.005,0.9,True,27,22,quadratic,none,1e-08,2.0,0.6744899999999999,True,-1,0,3584,2107,2000,0.2430618926882744,6.781860793125816e-05,0.000999335083179176,100
5,sgd,quadratic,mse,7.0,1024,10,0.005,0.9,True,28,22,quadratic,none,1e-08,2.0,0.6744899999999999,True,-1,0,3584,2068,2000,0.2106153666973114,5.8765448557096533e-05,0.0009989861864596603,100
6,sgd,quadratic,mse,7.0,1024,10,0.005,0.9,True,29,22,quadratic,none,1e-08,2.0,0.6744899999999999,True,-1,0,3584,2409,2000,0.2440599873661995,6.809709520894103e-05,0.0009987273951992393,100
7,sgd,quadratic,mse,7.0,1024,10,0.005,0.9,True,30,22,quadratic,none,1e-08,2.0,0.6744899999999999,True,-1,0,3584,1864,2000,0.2270597293972969,6.33537201792933e-05,0.0009997215820476413,100
8,sgd,quadratic,mse,7.0,1024,10,0.005,0.9,True,31,22,quadratic,none,1e-08,2.0,0.6744899999999999,True,-1,0,3584,1891,2000,0.2245878130197525,6.266401032917202e-05,0.0009996793232858179,100
9,sgd,quadratic,mse,7.0,1024,10,0.005,0.9,True,32,22,quadratic,none,1e-08,2.0,0.6744899999999999,True,-1,0,3584,1828,2000,0.2420656979084015,6.754065179848112e-05,0.0009997305460274222,100
0,gd,quadratic,mse,6.0,1024,10,0.005,0.0,False,23,22,quadratic,none,1e-08,2.0,0.6744899999999999,True,-1,0,6144,20002,2000,0.61178058385849,9.957366273738444e-05,0.001202878309413791,100
1,gd,quadratic,mse,6.0,1024,10,0.005,0.0,False,24,22,quadratic,none,1e-08,2.0,0.6744899999999999,True,-1,0,6144,20002,2000,0.5465431213378906,8.895558858057484e-05,0.0010946029797196386,100
2,gd,quadratic,mse,6.0,1024,10,0.005,0.0,False,25,22,quadratic,none,1e-08,2.0,0.6744899999999999,True,-1,0,6144,20002,2000,0.5789453983306885,9.422939183423296e-05,0.0011683751363307238,100
3,gd,quadratic,mse,6.0,1024,10,0.005,0.0,False,26,22,quadratic,none,1e-08,2.0,0.6744899999999999,True,-1,0,6144,19551,2000,0.5574039220809937,9.072329703485592e-05,0.0009999447502195835,100
4,gd,quadratic,mse,6.0,1024,10,0.005,0.0,False,27,22,quadratic,none,1e-08,2.0,0.6744899999999999,True,-1,0,6144,20002,2000,0.5852856040000916,9.526132635073736e-05,0.0012862749863415954,100
5,gd,quadratic,mse,6.0,1024,10,0.005,0.0,False,28,22,quadratic,none,1e-08,2.0,0.6744899999999999,True,-1,0,6144,20002,2000,0.6231805086135864,0.00010142911924049258,0.0015399886760860682,100
6,gd,quadratic,mse,6.0,1024,10,0.005,0.0,False,29,22,quadratic,none,1e-08,2.0,0.6744899999999999,True,-1,0,6144,20002,2000,0.973070740699768,0.00015837739920243618,0.0018377882661297922,100
7,gd,quadratic,mse,6.0,1024,10,0.005,0.0,False,30,22,quadratic,none,1e-08,2.0,0.6744899999999999,True,-1,0,6144,20002,2000,0.6682511568069458,0.0001087648342945613,0.0013877019518986347,100
8,gd,quadratic,mse,6.0,1024,10,0.005,0.0,False,31,22,quadratic,none,1e-08,2.0,0.6744899999999999,True,-1,0,6144,20002,2000,0.8305658102035522,0.00013518323248717934,0.0018826537998393176,100
9,gd,quadratic,mse,6.0,1024,10,0.005,0.0,False,32,22,quadratic,none,1e-08,2.0,0.6744899999999999,True,-1,0,6144,20002,2000,0.5954049229621887,9.690835577202961e-05,0.001131205353885889,100
0,p-sgd,quadratic,mse,1.0,1024,5,0.005,0.0,False,23,22,quadratic,none,1e-08,2.0,0.6744899999999999,True,-1,0,512,20002,2000,0.024020060896873474,4.686847751145251e-05,1.0944613218307495,100
1,p-sgd,quadratic,mse,1.0,1024,5,0.005,0.0,False,24,22,quadratic,none,1e-08,2.0,0.6744899999999999,True,-1,0,512,20002,2000,0.026963379234075543,5.2869370847474784e-05,1.2150089740753174,100
2,p-sgd,quadratic,mse,1.0,1024,5,0.005,0.0,False,25,22,quadratic,none,1e-08,2.0,0.6744899999999999,True,-1,0,512,20002,2000,0.025149530731141567,4.859804903389886e-05,1.284307599067688,100
3,p-sgd,quadratic,mse,1.0,1024,5,0.005,0.0,False,26,22,quadratic,none,1e-08,2.0,0.6744899999999999,True,-1,0,512,20002,2000,0.025721125304698944,4.9847643822431564e-05,1.1602237224578855,100
4,p-sgd,quadratic,mse,1.0,1024,5,0.005,0.0,False,27,22,quadratic,none,1e-08,2.0,0.6744899999999999,True,-1,0,512,20002,2000,0.023086651228368282,4.603475099429488e-05,1.3078995943069458,100
5,p-sgd,quadratic,mse,1.0,1024,5,0.005,0.0,False,28,22,quadratic,none,1e-08,2.0,0.6744899999999999,True,-1,0,512,20002,2000,0.025674370117485527,4.848798562306911e-05,1.2848352193832395,100
6,p-sgd,quadratic,mse,1.0,1024,5,0.005,0.0,False,29,22,quadratic,none,1e-08,2.0,0.6744899999999999,True,-1,0,512,20002,2000,0.02650914154946804,5.006453102396336e-05,1.4224606752395632,100
7,p-sgd,quadratic,mse,1.0,1024,5,0.005,0.0,False,30,22,quadratic,none,1e-08,2.0,0.6744899999999999,True,-1,0,512,20002,2000,0.02281774859875441,4.3545322114368894e-05,1.2462797164916992,100
8,p-sgd,quadratic,mse,1.0,1024,5,0.005,0.0,False,31,22,quadratic,none,1e-08,2.0,0.6744899999999999,True,-1,0,512,20002,2000,0.020828559994697567,4.0404855099041015e-05,1.2638874053955078,100
9,p-sgd,quadratic,mse,1.0,1024,5,0.005,0.0,False,32,22,quadratic,none,1e-08,2.0,0.6744899999999999,True,-1,0,512,20002,2000,0.0286697531118989,5.880980825168081e-05,1.462709665298462,100
0,p-sgd,quadratic,mse,8.0,1024,10,0.005,0.9,True,23,22,quadratic,none,1e-08,2.0,0.6744899999999999,True,-1,0,4096,1824,2000,0.26556046307086945,6.476309135905467e-05,0.0009998788591474297,100
1,p-sgd,quadratic,mse,8.0,1024,10,0.005,0.9,True,24,22,quadratic,none,1e-08,2.0,0.6744899999999999,True,-1,0,4096,1898,2000,0.21700109541416168,5.314085865393281e-05,0.0009993796702474356,100
2,p-sgd,quadratic,mse,8.0,1024,10,0.005,0.9,True,25,22,quadratic,none,1e-08,2.0,0.6744899999999999,True,-1,0,4096,1896,2000,0.2201598435640335,5.350829997041728e-05,0.0009976248256862164,100
3,p-sgd,quadratic,mse,8.0,1024,10,0.005,0.9,True,26,22,quadratic,none,1e-08,2.0,0.6744899999999999,True,-1,0,4096,1687,2000,0.2497907131910324,6.068763650546316e-05,0.000997801776975393,100
4,p-sgd,quadratic,mse,8.0,1024,10,0.005,0.9,True,27,22,quadratic,none,1e-08,2.0,0.6744899999999999,True,-1,0,4096,1773,2000,0.2509630620479584,6.203513839864172e-05,0.0009976769797503948,100
5,p-sgd,quadratic,mse,8.0,1024,10,0.005,0.9,True,28,22,quadratic,none,1e-08,2.0,0.6744899999999999,True,-1,0,4096,1733,2000,0.2502124607563019,6.328865492832847e-05,0.0009988388046622276,100
6,p-sgd,quadratic,mse,8.0,1024,10,0.005,0.9,True,29,22,quadratic,none,1e-08,2.0,0.6744899999999999,True,-1,0,4096,1941,2000,0.2334422618150711,5.6462011343683116e-05,0.000996998744085431,100
7,p-sgd,quadratic,mse,8.0,1024,10,0.005,0.9,True,30,22,quadratic,none,1e-08,2.0,0.6744899999999999,True,-1,0,4096,1955,2000,0.19170397520065308,4.725258622784168e-05,0.0009994768770411608,100
8,p-sgd,quadratic,mse,8.0,1024,10,0.005,0.9,True,31,22,quadratic,none,1e-08,2.0,0.6744899999999999,True,-1,0,4096,1848,2000,0.2414417341351509,5.883083031221759e-05,0.000995191396214068,100
