,optim,activation,loss,samplecomplexity,nfeatures,nhidden,batchsize,lr,momentum,nesterov,nepochs,ntest,startseed,nruns,seed,loss_eps,tau,symmetric_door_k,project_on_sphere,early_stopping_epochs,weightdecay,epoch,train loss,train error,test error
0,p-sgd,symmetric-door,logloss,0.1,1024,1,51,0.005,0.9,True,2000,100,22,10,23,1e-08,2.0,0.6744899999999999,True,-1,0,38,18.82623291015625,0.0,0.7799999713897705
1,p-sgd,symmetric-door,logloss,0.1,1024,1,51,0.005,0.9,True,2000,100,22,10,24,1e-08,2.0,0.6744899999999999,True,-1,0,32,19.606091499328613,0.0,1.0399999618530271
2,p-sgd,symmetric-door,logloss,0.1,1024,1,51,0.005,0.9,True,2000,100,22,10,25,1e-08,2.0,0.6744899999999999,True,-1,0,88,19.17618179321289,0.0,0.9200000166893004
3,p-sgd,symmetric-door,logloss,0.1,1024,1,51,0.005,0.9,True,2000,100,22,10,26,1e-08,2.0,0.6744899999999999,True,-1,0,30,21.72624969482422,0.0,0.9200000166893004
4,p-sgd,symmetric-door,logloss,0.1,1024,1,51,0.005,0.9,True,2000,100,22,10,27,1e-08,2.0,0.6744899999999999,True,-1,0,42,17.51375961303711,0.0,1.0
5,p-sgd,symmetric-door,logloss,0.1,1024,1,51,0.005,0.9,True,2000,100,22,10,28,1e-08,2.0,0.6744899999999999,True,-1,0,71,18.58749771118164,0.0,1.2400000095367432
6,p-sgd,symmetric-door,logloss,0.1,1024,1,51,0.005,0.9,True,2000,100,22,10,29,1e-08,2.0,0.6744899999999999,True,-1,0,33,21.598339080810547,0.0,1.0199999809265137
7,p-sgd,symmetric-door,logloss,0.1,1024,1,51,0.005,0.9,True,2000,100,22,10,30,1e-08,2.0,0.6744899999999999,True,-1,0,36,21.38918972015381,0.0,1.0399999618530271
8,p-sgd,symmetric-door,logloss,0.1,1024,1,51,0.005,0.9,True,2000,100,22,10,31,1e-08,2.0,0.6744899999999999,True,-1,0,31,19.640382766723636,0.0,1.100000023841858
9,p-sgd,symmetric-door,logloss,0.1,1024,1,51,0.005,0.9,True,2000,100,22,10,32,1e-08,2.0,0.6744899999999999,True,-1,0,118,18.81100273132324,0.0,0.8999999761581421
0,sgd,symmetric-door,square,0.5,1024,1,256,0.005,0.9,True,2000,100,22,10,23,1e-08,2.0,0.6744899999999999,True,-1,0,85,15.86630153656006,0.0,1.0599999427795408
1,sgd,symmetric-door,square,0.5,1024,1,256,0.005,0.9,True,2000,100,22,10,24,1e-08,2.0,0.6744899999999999,True,-1,0,76,15.75269079208374,0.0,1.0800000429153442
2,sgd,symmetric-door,square,0.5,1024,1,256,0.005,0.9,True,2000,100,22,10,25,1e-08,2.0,0.6744899999999999,True,-1,0,66,21.225558280944824,0.0,0.8399999737739563
3,sgd,symmetric-door,square,0.5,1024,1,256,0.005,0.9,True,2000,100,22,10,26,1e-08,2.0,0.6744899999999999,True,-1,0,77,16.804882049560547,0.0,0.8999999761581421
4,sgd,symmetric-door,square,0.5,1024,1,256,0.005,0.9,True,2000,100,22,10,27,1e-08,2.0,0.6744899999999999,True,-1,0,72,18.391681671142575,0.0,1.0199999809265137
5,sgd,symmetric-door,square,0.5,1024,1,256,0.005,0.9,True,2000,100,22,10,28,1e-08,2.0,0.6744899999999999,True,-1,0,61,19.60726833343506,0.0,0.9399999976158142
6,sgd,symmetric-door,square,0.5,1024,1,256,0.005,0.9,True,2000,100,22,10,29,1e-08,2.0,0.6744899999999999,True,-1,0,58,18.75477886199951,0.0,1.0399999618530271
7,sgd,symmetric-door,square,0.5,1024,1,256,0.005,0.9,True,2000,100,22,10,30,1e-08,2.0,0.6744899999999999,True,-1,0,59,18.87351131439209,0.0,0.9200000166893004
8,sgd,symmetric-door,square,0.5,1024,1,256,0.005,0.9,True,2000,100,22,10,31,1e-08,2.0,0.6744899999999999,True,-1,0,56,18.884509086608887,0.0,0.9399999976158142
9,sgd,symmetric-door,square,0.5,1024,1,256,0.005,0.9,True,2000,100,22,10,32,1e-08,2.0,0.6744899999999999,True,-1,0,49,23.800400733947754,0.0,1.0399999618530271
0,p-sgd,symmetric-door,square,1.0,1024,1,512,0.01,0.0,False,2000,100,22,10,23,1e-08,2.0,0.6744899999999999,True,-1,0,980,33.455333709716804,0.0,0.9399999976158142
1,p-sgd,symmetric-door,square,1.0,1024,1,512,0.01,0.0,False,2000,100,22,10,24,1e-08,2.0,0.6744899999999999,True,-1,0,1896,36.27537155151367,0.0,1.2000000476837158
2,p-sgd,symmetric-door,square,1.0,1024,1,512,0.01,0.0,False,2000,100,22,10,25,1e-08,2.0,0.6744899999999999,True,-1,0,1904,34.58771514892578,0.0,0.8999999761581421
3,p-sgd,symmetric-door,square,1.0,1024,1,512,0.01,0.0,False,2000,100,22,10,26,1e-08,2.0,0.6744899999999999,True,-1,0,699,38.47840881347656,0.0,1.0800000429153442
4,p-sgd,symmetric-door,square,1.0,1024,1,512,0.01,0.0,False,2000,100,22,10,27,1e-08,2.0,0.6744899999999999,True,-1,0,1243,41.9338493347168,0.0,0.8999999761581421
5,p-sgd,symmetric-door,square,1.0,1024,1,512,0.01,0.0,False,2000,100,22,10,28,1e-08,2.0,0.6744899999999999,True,-1,0,1594,33.56650924682617,0.0,0.8799999952316284
6,p-sgd,symmetric-door,square,1.0,1024,1,512,0.01,0.0,False,2000,100,22,10,29,1e-08,2.0,0.6744899999999999,True,-1,0,1696,35.77738952636719,0.0,1.0599999427795408
7,p-sgd,symmetric-door,square,1.0,1024,1,512,0.01,0.0,False,2000,100,22,10,30,1e-08,2.0,0.6744899999999999,True,-1,0,1254,33.780202865600586,0.0,0.9800000190734864
8,p-sgd,symmetric-door,square,1.0,1024,1,512,0.01,0.0,False,2000,100,22,10,31,1e-08,2.0,0.6744899999999999,True,-1,0,1579,31.63234806060791,0.0,0.9200000166893004
9,p-sgd,symmetric-door,square,1.0,1024,1,512,0.01,0.0,False,2000,100,22,10,32,1e-08,2.0,0.6744899999999999,True,-1,0,950,42.791465759277344,0.0,1.0199999809265137
0,p-sgd,symmetric-door,square,6.0,1024,1,3072,0.005,0.9,True,2000,100,22,10,23,1e-08,2.0,0.6744899999999999,True,-1,0,20002,482.8576202392578,0.05779586546123028,0.4600000083446503
1,p-sgd,symmetric-door,square,6.0,1024,1,3072,0.005,0.9,True,2000,100,22,10,24,1e-08,2.0,0.6744899999999999,True,-1,0,20002,494.8083953857422,0.06539333984255791,0.4399999976158142
2,p-sgd,symmetric-door,square,6.0,1024,1,3072,0.005,0.9,True,2000,100,22,10,25,1e-08,2.0,0.6744899999999999,True,-1,0,20002,475.2325134277344,0.0706196166574955,0.41999998688697815
3,p-sgd,symmetric-door,square,6.0,1024,1,3072,0.005,0.9,True,2000,100,22,10,26,1e-08,2.0,0.6744899999999999,True,-1,0,20002,492.4395599365234,0.0629095658659935,0.5600000023841858
4,p-sgd,symmetric-door,square,6.0,1024,1,3072,0.005,0.9,True,2000,100,22,10,27,1e-08,2.0,0.6744899999999999,True,-1,0,20002,507.6044769287109,0.07724422961473465,0.3799999952316284
5,p-sgd,symmetric-door,square,6.0,1024,1,3072,0.005,0.9,True,2000,100,22,10,28,1e-08,2.0,0.6744899999999999,True,-1,0,20002,499.6446533203125,0.06971332803368567,0.4000000059604645
6,p-sgd,symmetric-door,square,6.0,1024,1,3072,0.005,0.9,True,2000,100,22,10,29,1e-08,2.0,0.6744899999999999,True,-1,0,20002,505.46710205078125,0.07253272086381912,0.4399999976158142
7,p-sgd,symmetric-door,square,6.0,1024,1,3072,0.005,0.9,True,2000,100,22,10,30,1e-08,2.0,0.6744899999999999,True,-1,0,20002,506.0084228515625,0.07483213767409325,0.5
8,p-sgd,symmetric-door,square,6.0,1024,1,3072,0.005,0.9,True,2000,100,22,10,31,1e-08,2.0,0.6744899999999999,True,-1,0,20002,490.8372650146485,0.07616253942251205,0.479999989271164
9,p-sgd,symmetric-door,square,6.0,1024,1,3072,0.005,0.9,True,2000,100,22,10,32,1e-08,2.0,0.6744899999999999,True,-1,0,20002,498.3081817626953,0.07638955861330032,0.3199999928474426
0,sgd,symmetric-door,logloss,7.0,1024,1,3584,0.005,0.9,True,2000,100,22,10,23,1e-08,2.0,0.6744899999999999,True,-1,0,20002,1735.872802734375,0.1255580335855484,0.25999999046325684
1,sgd,symmetric-door,logloss,7.0,1024,1,3584,0.005,0.9,True,2000,100,22,10,24,1e-08,2.0,0.6744899999999999,True,-1,0,20002,1735.8782958984375,0.1236049085855484,0.239999994635582
2,sgd,symmetric-door,logloss,7.0,1024,1,3584,0.005,0.9,True,2000,100,22,10,25,1e-08,2.0,0.6744899999999999,True,-1,0,20002,1735.7589721679688,0.1224888376891613,0.239999994635582
3,sgd,symmetric-door,logloss,7.0,1024,1,3584,0.005,0.9,True,2000,100,22,10,26,1e-08,2.0,0.6744899999999999,True,-1,0,20002,1735.845703125,0.1250000037252903,0.239999994635582
4,sgd,symmetric-door,logloss,7.0,1024,1,3584,0.005,0.9,True,2000,100,22,10,27,1e-08,2.0,0.6744899999999999,True,-1,0,20002,1735.8226318359375,0.1238839253783226,0.239999994635582
5,sgd,symmetric-door,logloss,7.0,1024,1,3584,0.005,0.9,True,2000,100,22,10,28,1e-08,2.0,0.6744899999999999,True,-1,0,20002,1735.7029418945312,0.1236049123108387,0.239999994635582
6,sgd,symmetric-door,logloss,7.0,1024,1,3584,0.005,0.9,True,2000,100,22,10,29,1e-08,2.0,0.6744899999999999,True,-1,0,20002,1735.8564453125,0.123046875,0.239999994635582
7,sgd,symmetric-door,logloss,7.0,1024,1,3584,0.005,0.9,True,2000,100,22,10,30,1e-08,2.0,0.6744899999999999,True,-1,0,20002,1735.7803344726562,0.123046875,0.239999994635582
8,sgd,symmetric-door,logloss,7.0,1024,1,3584,0.005,0.9,True,2000,100,22,10,31,1e-08,2.0,0.6744899999999999,True,-1,0,20002,1735.8170776367188,0.1227678544819355,0.25999999046325684
9,sgd,symmetric-door,logloss,7.0,1024,1,3584,0.005,0.9,True,2000,100,22,10,32,1e-08,2.0,0.6744899999999999,True,-1,0,20002,1735.8997802734375,0.125,0.25999999046325684
0,p-sgd,symmetric-door,square,7.0,1024,1,3584,0.005,0.9,True,2000,100,22,10,23,1e-08,2.0,0.6744899999999999,True,-1,0,20002,629.0151062011719,0.0952783115208149,0.239999994635582
1,p-sgd,symmetric-door,square,7.0,1024,1,3584,0.005,0.9,True,2000,100,22,10,24,1e-08,2.0,0.6744899999999999,True,-1,0,20002,611.651123046875,0.078617874532938,0.239999994635582
2,p-sgd,symmetric-door,square,7.0,1024,1,3584,0.005,0.9,True,2000,100,22,10,25,1e-08,2.0,0.6744899999999999,True,-1,0,20002,613.0576782226562,0.08515365049242972,0.36000001430511475
3,p-sgd,symmetric-door,square,7.0,1024,1,3584,0.005,0.9,True,2000,100,22,10,26,1e-08,2.0,0.6744899999999999,True,-1,0,20002,626.0174255371094,0.08079098165035248,0.3199999928474426
4,p-sgd,symmetric-door,square,7.0,1024,1,3584,0.005,0.9,True,2000,100,22,10,27,1e-08,2.0,0.6744899999999999,True,-1,0,20002,609.0841064453125,0.08102430403232573,0.3400000035762787
5,p-sgd,symmetric-door,square,7.0,1024,1,3584,0.005,0.9,True,2000,100,22,10,28,1e-08,2.0,0.6744899999999999,True,-1,0,20002,620.0979309082031,0.08290280774235725,0.3199999928474426
6,p-sgd,symmetric-door,square,7.0,1024,1,3584,0.005,0.9,True,2000,100,22,10,29,1e-08,2.0,0.6744899999999999,True,-1,0,20002,614.1302795410156,0.07381690293550491,0.25999999046325684
7,p-sgd,symmetric-door,square,7.0,1024,1,3584,0.005,0.9,True,2000,100,22,10,30,1e-08,2.0,0.6744899999999999,True,-1,0,20002,628.7707824707031,0.07872035354375839,0.3400000035762787
8,p-sgd,symmetric-door,square,7.0,1024,1,3584,0.005,0.9,True,2000,100,22,10,31,1e-08,2.0,0.6744899999999999,True,-1,0,20002,603.934326171875,0.07490319386124611,0.4000000059604645
9,p-sgd,symmetric-door,square,7.0,1024,1,3584,0.005,0.9,True,2000,100,22,10,32,1e-08,2.0,0.6744899999999999,True,-1,0,20002,636.0496520996094,0.08230452612042427,0.25999999046325684
0,gd,symmetric-door,logloss,10.0,1024,1,10240,0.01,0.0,False,2000,100,22,10,23,1e-08,2.0,0.6744899999999999,True,-1,0,20002,5022.5244140625,0.1171875,0.2199999988079071
1,gd,symmetric-door,logloss,10.0,1024,1,10240,0.01,0.0,False,2000,100,22,10,24,1e-08,2.0,0.6744899999999999,True,-1,0,20002,5022.41357421875,0.11484374850988388,0.2199999988079071
2,gd,symmetric-door,logloss,10.0,1024,1,10240,0.01,0.0,False,2000,100,22,10,25,1e-08,2.0,0.6744899999999999,True,-1,0,20002,5022.5078125,0.11738280951976775,0.2199999988079071
3,gd,symmetric-door,logloss,10.0,1024,1,10240,0.01,0.0,False,2000,100,22,10,26,1e-08,2.0,0.6744899999999999,True,-1,0,20002,5022.4130859375,0.11601562798023225,0.2199999988079071
4,gd,symmetric-door,logloss,10.0,1024,1,10240,0.01,0.0,False,2000,100,22,10,27,1e-08,2.0,0.6744899999999999,True,-1,0,20002,5022.53271484375,0.1181640625,0.2199999988079071
5,gd,symmetric-door,logloss,10.0,1024,1,10240,0.01,0.0,False,2000,100,22,10,28,1e-08,2.0,0.6744899999999999,True,-1,0,20002,5022.37646484375,0.11640624701976775,0.2199999988079071
0,p-sgd,symmetric-door,logloss,0.1,1024,1,51,0.01,0.0,False,2000,100,22,10,23,1e-08,2.0,0.6744899999999999,True,-1,0,302,19.04183387756348,0.0,0.8000000119209291
1,p-sgd,symmetric-door,logloss,0.1,1024,1,51,0.01,0.0,False,2000,100,22,10,24,1e-08,2.0,0.6744899999999999,True,-1,0,239,15.274636268615724,0.0,0.9200000166893004
2,p-sgd,symmetric-door,logloss,0.1,1024,1,51,0.01,0.0,False,2000,100,22,10,25,1e-08,2.0,0.6744899999999999,True,-1,0,290,16.2799654006958,0.0,1.0399999618530271
3,p-sgd,symmetric-door,logloss,0.1,1024,1,51,0.01,0.0,False,2000,100,22,10,26,1e-08,2.0,0.6744899999999999,True,-1,0,292,18.98756217956543,0.0,0.9200000166893004
4,p-sgd,symmetric-door,logloss,0.1,1024,1,51,0.01,0.0,False,2000,100,22,10,27,1e-08,2.0,0.6744899999999999,True,-1,0,298,20.401592254638672,0.0,1.0399999618530271
5,p-sgd,symmetric-door,logloss,0.1,1024,1,51,0.01,0.0,False,2000,100,22,10,28,1e-08,2.0,0.6744899999999999,True,-1,0,221,22.97575378417969,0.0,1.2000000476837158
6,p-sgd,symmetric-door,logloss,0.1,1024,1,51,0.01,0.0,False,2000,100,22,10,29,1e-08,2.0,0.6744899999999999,True,-1,0,200,19.180825233459476,0.0,0.8199999928474426
7,p-sgd,symmetric-door,logloss,0.1,1024,1,51,0.01,0.0,False,2000,100,22,10,30,1e-08,2.0,0.6744899999999999,True,-1,0,347,19.115861892700195,0.0,0.9800000190734864
8,p-sgd,symmetric-door,logloss,0.1,1024,1,51,0.01,0.0,False,2000,100,22,10,31,1e-08,2.0,0.6744899999999999,True,-1,0,198,22.357914924621586,0.0,1.0399999618530271
9,p-sgd,symmetric-door,logloss,0.1,1024,1,51,0.01,0.0,False,2000,100,22,10,32,1e-08,2.0,0.6744899999999999,True,-1,0,361,19.765174865722656,0.0,0.959999978542328
0,p-sgd,symmetric-door,logloss,4.0,1024,1,2048,0.005,0.9,True,2000,100,22,10,23,1e-08,2.0,0.6744899999999999,True,-1,0,20002,925.3838806152344,0.1004626415669918,0.4000000059604645
1,p-sgd,symmetric-door,logloss,4.0,1024,1,2048,0.005,0.9,True,2000,100,22,10,24,1e-08,2.0,0.6744899999999999,True,-1,0,20002,949.6559143066406,0.10984858497977257,0.6000000238418579
2,p-sgd,symmetric-door,logloss,4.0,1024,1,2048,0.005,0.9,True,2000,100,22,10,25,1e-08,2.0,0.6744899999999999,True,-1,0,20002,901.976043701172,0.11590525880455972,0.36000001430511475
3,p-sgd,symmetric-door,logloss,4.0,1024,1,2048,0.005,0.9,True,2000,100,22,10,26,1e-08,2.0,0.6744899999999999,True,-1,0,20002,906.1211853027344,0.10024749860167503,0.4600000083446503
4,p-sgd,symmetric-door,logloss,4.0,1024,1,2048,0.005,0.9,True,2000,100,22,10,27,1e-08,2.0,0.6744899999999999,True,-1,0,20002,913.5558776855468,0.1011292077600956,0.4600000083446503
5,p-sgd,symmetric-door,logloss,4.0,1024,1,2048,0.005,0.9,True,2000,100,22,10,28,1e-08,2.0,0.6744899999999999,True,-1,0,20002,933.2498168945312,0.09475479274988174,0.479999989271164
6,p-sgd,symmetric-door,logloss,4.0,1024,1,2048,0.005,0.9,True,2000,100,22,10,29,1e-08,2.0,0.6744899999999999,True,-1,0,20002,917.3868408203124,0.0978473611176014,0.36000001430511475
7,p-sgd,symmetric-door,logloss,4.0,1024,1,2048,0.005,0.9,True,2000,100,22,10,30,1e-08,2.0,0.6744899999999999,True,-1,0,20002,913.8789672851562,0.10452188178896904,0.5799999833106995
8,p-sgd,symmetric-door,logloss,4.0,1024,1,2048,0.005,0.9,True,2000,100,22,10,31,1e-08,2.0,0.6744899999999999,True,-1,0,20002,922.80419921875,0.1159491203725338,0.5199999809265137
9,p-sgd,symmetric-door,logloss,4.0,1024,1,2048,0.005,0.9,True,2000,100,22,10,32,1e-08,2.0,0.6744899999999999,True,-1,0,20002,899.3821411132812,0.11517412960529327,0.3400000035762787
0,p-sgd,symmetric-door,logloss,7.0,1024,1,3584,0.01,0.0,False,2000,100,22,10,23,1e-08,2.0,0.6744899999999999,True,-1,0,20002,1699.6953125,0.13316550105810165,0.25999999046325684
1,p-sgd,symmetric-door,logloss,7.0,1024,1,3584,0.01,0.0,False,2000,100,22,10,24,1e-08,2.0,0.6744899999999999,True,-1,0,20002,1685.160400390625,0.12577298283576965,0.25999999046325684
2,p-sgd,symmetric-door,logloss,7.0,1024,1,3584,0.01,0.0,False,2000,100,22,10,25,1e-08,2.0,0.6744899999999999,True,-1,0,20002,1699.7201538085938,0.1272265613079071,0.239999994635582
3,p-sgd,symmetric-door,logloss,7.0,1024,1,3584,0.01,0.0,False,2000,100,22,10,26,1e-08,2.0,0.6744899999999999,True,-1,0,20002,1681.8462524414062,0.13152800500392914,0.3199999928474426
4,p-sgd,symmetric-door,logloss,7.0,1024,1,3584,0.01,0.0,False,2000,100,22,10,27,1e-08,2.0,0.6744899999999999,True,-1,0,20002,1700.6728515625,0.1357063129544258,0.2800000011920929
5,p-sgd,symmetric-door,logloss,7.0,1024,1,3584,0.01,0.0,False,2000,100,22,10,28,1e-08,2.0,0.6744899999999999,True,-1,0,20002,1723.9156494140625,0.12784770876169205,0.25999999046325684
6,p-sgd,symmetric-door,logloss,7.0,1024,1,3584,0.01,0.0,False,2000,100,22,10,29,1e-08,2.0,0.6744899999999999,True,-1,0,20002,1674.5745849609375,0.11539633572101593,0.2199999988079071
7,p-sgd,symmetric-door,logloss,7.0,1024,1,3584,0.01,0.0,False,2000,100,22,10,30,1e-08,2.0,0.6744899999999999,True,-1,0,20002,1758.5852661132812,0.13179337233304975,0.20000000298023224
8,p-sgd,symmetric-door,logloss,7.0,1024,1,3584,0.01,0.0,False,2000,100,22,10,31,1e-08,2.0,0.6744899999999999,True,-1,0,20002,1690.8576049804688,0.1131604127585888,0.18000000715255735
9,p-sgd,symmetric-door,logloss,7.0,1024,1,3584,0.01,0.0,False,2000,100,22,10,32,1e-08,2.0,0.6744899999999999,True,-1,0,20002,1714.2675170898438,0.12541422247886658,0.239999994635582
0,p-sgd,symmetric-door,logloss,10.0,1024,1,5120,0.005,0.9,True,2000,100,22,10,23,1e-08,2.0,0.6744899999999999,True,-1,0,20002,2434.6063232421875,0.13155054301023486,0.2800000011920929
1,p-sgd,symmetric-door,logloss,10.0,1024,1,5120,0.005,0.9,True,2000,100,22,10,24,1e-08,2.0,0.6744899999999999,True,-1,0,20002,2453.6610107421875,0.11885025352239607,0.25999999046325684
2,p-sgd,symmetric-door,logloss,10.0,1024,1,5120,0.005,0.9,True,2000,100,22,10,25,1e-08,2.0,0.6744899999999999,True,-1,0,20002,2472.547119140625,0.1258016899228096,0.3400000035762787
3,p-sgd,symmetric-door,logloss,10.0,1024,1,5120,0.005,0.9,True,2000,100,22,10,26,1e-08,2.0,0.6744899999999999,True,-1,0,20002,2393.6334228515625,0.13491930812597275,0.239999994635582
4,p-sgd,symmetric-door,logloss,10.0,1024,1,5120,0.005,0.9,True,2000,100,22,10,27,1e-08,2.0,0.6744899999999999,True,-1,0,20002,2496.7723388671875,0.12322840839624405,0.3400000035762787
5,p-sgd,symmetric-door,logloss,10.0,1024,1,5120,0.005,0.9,True,2000,100,22,10,28,1e-08,2.0,0.6744899999999999,True,-1,0,20002,2460.443359375,0.1304258331656456,0.3799999952316284
6,p-sgd,symmetric-door,logloss,10.0,1024,1,5120,0.005,0.9,True,2000,100,22,10,29,1e-08,2.0,0.6744899999999999,True,-1,0,20002,2442.036499023437,0.11720959842205048,0.2800000011920929
7,p-sgd,symmetric-door,logloss,10.0,1024,1,5120,0.005,0.9,True,2000,100,22,10,30,1e-08,2.0,0.6744899999999999,True,-1,0,20002,2431.6865234375,0.12809589505195618,0.25999999046325684
8,p-sgd,symmetric-door,logloss,10.0,1024,1,5120,0.005,0.9,True,2000,100,22,10,31,1e-08,2.0,0.6744899999999999,True,-1,0,20002,2462.2069091796875,0.11871334165334703,0.41999998688697815
9,p-sgd,symmetric-door,logloss,10.0,1024,1,5120,0.005,0.9,True,2000,100,22,10,32,1e-08,2.0,0.6744899999999999,True,-1,0,20002,2454.9912109375,0.13524363189935684,0.30000001192092896
0,gd,symmetric-door,square,4.0,1024,1,4096,0.01,0.0,False,2000,100,22,10,23,1e-08,2.0,0.6744899999999999,True,-1,0,20002,1410.702392578125,0.47216796875,1.0599999427795408
1,gd,symmetric-door,square,4.0,1024,1,4096,0.01,0.0,False,2000,100,22,10,24,1e-08,2.0,0.6744899999999999,True,-1,0,20002,1435.73583984375,0.51318359375,1.2000000476837158
2,gd,symmetric-door,square,4.0,1024,1,4096,0.01,0.0,False,2000,100,22,10,25,1e-08,2.0,0.6744899999999999,True,-1,0,20002,1426.26123046875,0.5107421875,0.8600000143051147
3,gd,symmetric-door,square,4.0,1024,1,4096,0.01,0.0,False,2000,100,22,10,26,1e-08,2.0,0.6744899999999999,True,-1,0,20002,1421.459228515625,0.49072265625,0.9399999976158142
4,gd,symmetric-door,square,4.0,1024,1,4096,0.01,0.0,False,2000,100,22,10,27,1e-08,2.0,0.6744899999999999,True,-1,0,20002,1460.680419921875,0.52099609375,0.9200000166893004
5,gd,symmetric-door,square,4.0,1024,1,4096,0.01,0.0,False,2000,100,22,10,28,1e-08,2.0,0.6744899999999999,True,-1,0,20002,1440.2064208984375,0.50439453125,1.100000023841858
6,gd,symmetric-door,square,4.0,1024,1,4096,0.01,0.0,False,2000,100,22,10,29,1e-08,2.0,0.6744899999999999,True,-1,0,20002,1424.6624755859375,0.509765625,1.0199999809265137
7,gd,symmetric-door,square,4.0,1024,1,4096,0.01,0.0,False,2000,100,22,10,30,1e-08,2.0,0.6744899999999999,True,-1,0,20002,1472.512939453125,0.5205078125,0.959999978542328
8,gd,symmetric-door,square,4.0,1024,1,4096,0.01,0.0,False,2000,100,22,10,31,1e-08,2.0,0.6744899999999999,True,-1,0,20002,1429.8204345703125,0.5,1.1200000047683716
9,gd,symmetric-door,square,4.0,1024,1,4096,0.01,0.0,False,2000,100,22,10,32,1e-08,2.0,0.6744899999999999,True,-1,0,20002,1445.82373046875,0.5146484375,1.100000023841858
0,p-sgd,symmetric-door,logloss,5.0,1024,1,2560,0.005,0.9,True,2000,100,22,10,23,1e-08,2.0,0.6744899999999999,True,-1,0,20002,1159.2201538085938,0.10961050540208817,0.5400000214576721
1,p-sgd,symmetric-door,logloss,5.0,1024,1,2560,0.005,0.9,True,2000,100,22,10,24,1e-08,2.0,0.6744899999999999,True,-1,0,20002,1175.0567626953125,0.11635777726769447,0.479999989271164
2,p-sgd,symmetric-door,logloss,5.0,1024,1,2560,0.005,0.9,True,2000,100,22,10,25,1e-08,2.0,0.6744899999999999,True,-1,0,20002,1166.2722778320312,0.11237692087888718,0.4000000059604645
3,p-sgd,symmetric-door,logloss,5.0,1024,1,2560,0.005,0.9,True,2000,100,22,10,26,1e-08,2.0,0.6744899999999999,True,-1,0,20002,1178.3041381835938,0.1118772029876709,0.36000001430511475
4,p-sgd,symmetric-door,logloss,5.0,1024,1,2560,0.005,0.9,True,2000,100,22,10,27,1e-08,2.0,0.6744899999999999,True,-1,0,20002,1181.2144775390625,0.12108242511749268,0.3199999928474426
5,p-sgd,symmetric-door,logloss,5.0,1024,1,2560,0.005,0.9,True,2000,100,22,10,28,1e-08,2.0,0.6744899999999999,True,-1,0,20002,1164.2115478515625,0.11027685180306436,0.5199999809265137
6,p-sgd,symmetric-door,logloss,5.0,1024,1,2560,0.005,0.9,True,2000,100,22,10,29,1e-08,2.0,0.6744899999999999,True,-1,0,20002,1122.5090942382812,0.11271609738469125,0.3400000035762787
7,p-sgd,symmetric-door,logloss,5.0,1024,1,2560,0.005,0.9,True,2000,100,22,10,30,1e-08,2.0,0.6744899999999999,True,-1,0,20002,1190.0673217773438,0.12531549483537674,0.3799999952316284
8,p-sgd,symmetric-door,logloss,5.0,1024,1,2560,0.005,0.9,True,2000,100,22,10,31,1e-08,2.0,0.6744899999999999,True,-1,0,20002,1195.6896362304688,0.1208471730351448,0.4399999976158142
9,p-sgd,symmetric-door,logloss,5.0,1024,1,2560,0.005,0.9,True,2000,100,22,10,32,1e-08,2.0,0.6744899999999999,True,-1,0,20002,1177.8880615234375,0.11944324895739555,0.25999999046325684
0,p-sgd,symmetric-door,logloss,0.5,1024,1,256,0.005,0.9,True,2000,100,22,10,23,1e-08,2.0,0.6744899999999999,True,-1,0,192,81.45253372192383,0.0,1.1599999666213991
1,p-sgd,symmetric-door,logloss,0.5,1024,1,256,0.005,0.9,True,2000,100,22,10,24,1e-08,2.0,0.6744899999999999,True,-1,0,223,77.4467887878418,0.0,1.0199999809265137
2,p-sgd,symmetric-door,logloss,0.5,1024,1,256,0.005,0.9,True,2000,100,22,10,25,1e-08,2.0,0.6744899999999999,True,-1,0,426,82.34823226928711,0.0,0.8399999737739563
3,p-sgd,symmetric-door,logloss,0.5,1024,1,256,0.005,0.9,True,2000,100,22,10,26,1e-08,2.0,0.6744899999999999,True,-1,0,146,81.37714385986328,0.0,0.8600000143051147
4,p-sgd,symmetric-door,logloss,0.5,1024,1,256,0.005,0.9,True,2000,100,22,10,27,1e-08,2.0,0.6744899999999999,True,-1,0,449,74.68404388427734,0.0,0.8799999952316284
5,p-sgd,symmetric-door,logloss,0.5,1024,1,256,0.005,0.9,True,2000,100,22,10,28,1e-08,2.0,0.6744899999999999,True,-1,0,216,81.9797477722168,0.0,1.0199999809265137
6,p-sgd,symmetric-door,logloss,0.5,1024,1,256,0.005,0.9,True,2000,100,22,10,29,1e-08,2.0,0.6744899999999999,True,-1,0,263,79.55657577514648,0.0,0.8999999761581421
7,p-sgd,symmetric-door,logloss,0.5,1024,1,256,0.005,0.9,True,2000,100,22,10,30,1e-08,2.0,0.6744899999999999,True,-1,0,60,86.6912727355957,0.0,0.959999978542328
8,p-sgd,symmetric-door,logloss,0.5,1024,1,256,0.005,0.9,True,2000,100,22,10,31,1e-08,2.0,0.6744899999999999,True,-1,0,215,89.12638473510742,0.0,1.0199999809265137
9,p-sgd,symmetric-door,logloss,0.5,1024,1,256,0.005,0.9,True,2000,100,22,10,32,1e-08,2.0,0.6744899999999999,True,-1,0,271,83.61706161499023,0.0,1.0800000429153442
