,optim,train,features,hidden,size,lr,momentum,nesterov,epochs,decay,test,seed,runs,seed,epoch,train loss,test loss
0,gd,300,64,1,300,0.0001,0.0,False,80000,0,300,5,20,6,481700,5.468751851367415e-07,3.632079142334988e-06
1,gd,300,64,1,300,0.0001,0.0,False,80000,0,300,5,20,7,481700,5.678605248249369e-07,3.7668644381483323e-06
2,gd,300,64,1,300,0.0001,0.0,False,80000,0,300,5,20,8,481700,5.591732588072773e-07,3.527983380990918e-06
3,gd,300,64,1,300,0.0001,0.0,False,80000,0,300,5,20,9,481700,436.0008850097656,2196.001953125
4,gd,300,64,1,300,0.0001,0.0,False,80000,0,300,5,20,10,481700,409.2693786621094,1964.2059326171875
5,gd,300,64,1,300,0.0001,0.0,False,80000,0,300,5,20,11,481700,5.654286496792338e-07,3.88623902836116e-06
6,gd,300,64,1,300,0.0001,0.0,False,80000,0,300,5,20,12,481700,6.270435051192179e-07,3.8247094380494664e-06
7,gd,300,64,1,300,0.0001,0.0,False,80000,0,300,5,20,13,481700,6.548758619828733e-07,4.605439698934788e-06
8,gd,300,64,1,300,0.0001,0.0,False,80000,0,300,5,20,14,481700,6.129589564807247e-07,4.3092645682918365e-06
9,gd,300,64,1,300,0.0001,0.0,False,80000,0,300,5,20,15,481700,5.232563466961436e-07,3.2822404136823025e-06
10,gd,300,64,1,300,0.0001,0.0,False,80000,0,300,5,20,16,481700,4.446852983619465e-07,2.444342044327641e-06
11,gd,300,64,1,300,0.0001,0.0,False,80000,0,300,5,20,17,481700,5.764574098066079e-07,3.67571033166314e-06
12,gd,300,64,1,300,0.0001,0.0,False,80000,0,300,5,20,18,481700,6.445109193009557e-07,3.9014107642287846e-06
13,gd,300,64,1,300,0.0001,0.0,False,80000,0,300,5,20,19,481700,5.547478849621257e-07,3.4277870781807e-06
14,gd,300,64,1,300,0.0001,0.0,False,80000,0,300,5,20,20,481700,5.702827934328525e-07,3.5502580431057136e-06
15,gd,300,64,1,300,0.0001,0.0,False,80000,0,300,5,20,21,481700,6.062728061806411e-07,4.255009116604924e-06
16,gd,300,64,1,300,0.0001,0.0,False,80000,0,300,5,20,22,481700,5.395913831307554e-07,3.7468457776412833e-06
17,gd,300,64,1,300,0.0001,0.0,False,80000,0,300,5,20,23,481700,409.0924682617188,2240.48876953125
18,gd,300,64,1,300,0.0001,0.0,False,80000,0,300,5,20,24,481700,433.1550598144531,2102.415771484375
19,gd,300,64,1,300,0.0001,0.0,False,80000,0,300,5,20,25,481700,5.831252565258183e-07,3.806523864113842e-06
0,gd,500,64,1,500,0.0002,0.0,False,4000,0,500,5,20,6,24000,4.825305310873774e-08,1.6316596429533092e-07
1,gd,500,64,1,500,0.0002,0.0,False,4000,0,500,5,20,7,24000,5.370589661879421e-08,1.732614123284293e-07
2,gd,500,64,1,500,0.0002,0.0,False,4000,0,500,5,20,8,24000,5.707089201223425e-08,1.8498710119274622e-07
3,gd,500,64,1,500,0.0002,0.0,False,4000,0,500,5,20,9,24000,4.670404507578496e-08,1.2809525173906875e-07
4,gd,500,64,1,500,0.0002,0.0,False,4000,0,500,5,20,10,24000,5.859012119913133e-08,1.9134732553993672e-07
5,gd,500,64,1,500,0.0002,0.0,False,4000,0,500,5,20,11,24000,5.983810069665196e-08,1.9901898440366492e-07
6,gd,500,64,1,500,0.0002,0.0,False,4000,0,500,5,20,12,24000,5.771681443889066e-08,1.8856474071071719e-07
7,gd,500,64,1,500,0.0002,0.0,False,4000,0,500,5,20,13,24000,5.5024386824698006e-08,1.8154726433294852e-07
8,gd,500,64,1,500,0.0002,0.0,False,4000,0,500,5,20,14,24000,5.227607147162416e-08,1.4598319353353872e-07
9,gd,500,64,1,500,0.0002,0.0,False,4000,0,500,5,20,15,24000,4.4652018971191865e-08,1.4191316211054072e-07
10,gd,500,64,1,500,0.0002,0.0,False,4000,0,500,5,20,16,24000,926.9212646484376,3164.5087890625
11,gd,500,64,1,500,0.0002,0.0,False,4000,0,500,5,20,17,24000,5.8712860351306524e-08,1.846241275416105e-07
12,gd,500,64,1,500,0.0002,0.0,False,4000,0,500,5,20,18,24000,5.061313146370594e-08,1.6100295852083946e-07
13,gd,500,64,1,500,0.0002,0.0,False,4000,0,500,5,20,19,24000,5.918965229056994e-08,1.9563634623409603e-07
14,gd,500,64,1,500,0.0002,0.0,False,4000,0,500,5,20,20,24000,5.980235329161589e-08,1.832906377785548e-07
15,gd,500,64,1,500,0.0002,0.0,False,4000,0,500,5,20,21,24000,4.668801523166621e-08,1.4271216741690296e-07
16,gd,500,64,1,500,0.0002,0.0,False,4000,0,500,5,20,22,24000,5.8128367896870265e-08,1.905571309634979e-07
17,gd,500,64,1,500,0.0002,0.0,False,4000,0,500,5,20,23,24000,4.702666345224316e-08,1.550326089727605e-07
18,gd,500,64,1,500,0.0002,0.0,False,4000,0,500,5,20,24,24000,6.059301682626027e-08,1.8498764120522535e-07
19,gd,500,64,1,500,0.0002,0.0,False,4000,0,500,5,20,25,24000,4.527911912077798e-08,1.2193403620130994e-07
0,gd,400,128,1,400,0.0001,0.0,False,80000,0,400,5,20,6,560800,126.4920654296875,1874.9957275390625
1,gd,400,128,1,400,0.0001,0.0,False,80000,0,400,5,20,7,560800,205.3037109375,2714.839599609375
2,gd,400,128,1,400,0.0001,0.0,False,80000,0,400,5,20,8,560800,105.1102294921875,1126.6400146484375
3,gd,400,128,1,400,0.0001,0.0,False,80000,0,400,5,20,9,560800,183.57139587402344,2102.071044921875
4,gd,400,128,1,400,0.0001,0.0,False,80000,0,400,5,20,10,560800,171.2021942138672,2164.4609375
5,gd,400,128,1,400,0.0001,0.0,False,80000,0,400,5,20,11,560800,176.5537872314453,2320.5517578125
6,gd,400,128,1,400,0.0001,0.0,False,80000,0,400,5,20,12,560800,195.90460205078125,2107.33251953125
7,gd,400,128,1,400,0.0001,0.0,False,80000,0,400,5,20,13,560800,209.7428436279297,2323.362548828125
8,gd,400,128,1,400,0.0001,0.0,False,80000,0,400,5,20,14,560800,156.94436645507812,2020.88330078125
9,gd,400,128,1,400,0.0001,0.0,False,80000,0,400,5,20,15,560800,182.65298461914062,2453.457763671875
10,gd,400,128,1,400,0.0001,0.0,False,80000,0,400,5,20,16,560800,172.13717651367188,2946.822265625
11,gd,400,128,1,400,0.0001,0.0,False,80000,0,400,5,20,17,560800,182.4285888671875,2139.66162109375
12,gd,400,128,1,400,0.0001,0.0,False,80000,0,400,5,20,18,560800,178.00967407226562,1959.40869140625
13,gd,400,128,1,400,0.0001,0.0,False,80000,0,400,5,20,19,560800,184.8624267578125,2099.105224609375
14,gd,400,128,1,400,0.0001,0.0,False,80000,0,400,5,20,20,560800,162.10189819335938,2280.675537109375
15,gd,400,128,1,400,0.0001,0.0,False,80000,0,400,5,20,21,560800,194.11183166503903,2472.989501953125
16,gd,400,128,1,400,0.0001,0.0,False,80000,0,400,5,20,22,560800,155.7097930908203,2864.683349609375
17,gd,400,128,1,400,0.0001,0.0,False,80000,0,400,5,20,23,560800,182.41629028320312,2541.024169921875
18,gd,400,128,1,400,0.0001,0.0,False,80000,0,400,5,20,24,560800,210.16888427734372,2321.92041015625
19,gd,400,128,1,400,0.0001,0.0,False,80000,0,400,5,20,25,560800,141.7454833984375,2411.53955078125
0,gd,2000,512,1,2000,0.0002,0.0,False,4000,0,2000,5,20,6,36000,889.2013549804688,4860.484375
1,gd,2000,512,1,2000,0.0002,0.0,False,4000,0,2000,5,20,7,36000,1158.4207763671875,5756.0361328125
2,gd,2000,512,1,2000,0.0002,0.0,False,4000,0,2000,5,20,8,36000,949.4994506835938,4263.1953125
3,gd,2000,512,1,2000,0.0002,0.0,False,4000,0,2000,5,20,9,36000,1322.947021484375,8317.01953125
4,gd,2000,512,1,2000,0.0002,0.0,False,4000,0,2000,5,20,10,36000,1319.46142578125,9771.01171875
5,gd,2000,512,1,2000,0.0002,0.0,False,4000,0,2000,5,20,11,36000,1389.62548828125,9951.9443359375
6,gd,2000,512,1,2000,0.0002,0.0,False,4000,0,2000,5,20,12,36000,1340.920166015625,7828.6103515625
7,gd,2000,512,1,2000,0.0002,0.0,False,4000,0,2000,5,20,13,36000,1556.723388671875,9916.21484375
8,gd,2000,512,1,2000,0.0002,0.0,False,4000,0,2000,5,20,14,36000,1138.703125,7912.52001953125
9,gd,2000,512,1,2000,0.0002,0.0,False,4000,0,2000,5,20,15,36000,1341.358154296875,8589.2705078125
10,gd,2000,512,1,2000,0.0002,0.0,False,4000,0,2000,5,20,16,36000,1.5565094599878646e-06,1.2056583727826366e-05
11,gd,2000,512,1,2000,0.0002,0.0,False,4000,0,2000,5,20,17,36000,1.5789943290656083e-06,1.1218415238545276e-05
12,gd,2000,512,1,2000,0.0002,0.0,False,4000,0,2000,5,20,18,36000,1.3781565257886541e-06,9.101311661652291e-06
13,gd,2000,512,1,2000,0.0002,0.0,False,4000,0,2000,5,20,19,36000,1461.5347900390625,9705.900390625
14,gd,2000,512,1,2000,0.0002,0.0,False,4000,0,2000,5,20,20,36000,1244.248291015625,9885.0634765625
15,gd,2000,512,1,2000,0.0002,0.0,False,4000,0,2000,5,20,21,36000,1459.27001953125,10154.7802734375
16,gd,2000,512,1,2000,0.0002,0.0,False,4000,0,2000,5,20,22,36000,1405.85693359375,8413.294921875
17,gd,2000,512,1,2000,0.0002,0.0,False,4000,0,2000,5,20,23,36000,1256.32958984375,9312.8837890625
18,gd,2000,512,1,2000,0.0002,0.0,False,4000,0,2000,5,20,24,36000,1504.4351806640625,9434.64453125
19,gd,2000,512,1,2000,0.0002,0.0,False,4000,0,2000,5,20,25,36000,1384.9190673828125,9018.5771484375
0,gd,2000,512,1,2000,0.0004,0.0,False,2000,0,2000,5,20,6,18000,879.986572265625,4976.24658203125
1,gd,2000,512,1,2000,0.0004,0.0,False,2000,0,2000,5,20,7,18000,1155.9285888671875,5733.8046875
2,gd,2000,512,1,2000,0.0004,0.0,False,2000,0,2000,5,20,8,18000,949.6350708007812,4274.82666015625
3,gd,2000,512,1,2000,0.0004,0.0,False,2000,0,2000,5,20,9,18000,1361.7271728515625,8293.205078125
4,gd,2000,512,1,2000,0.0004,0.0,False,2000,0,2000,5,20,10,18000,1319.460205078125,9770.884765625
5,gd,2000,512,1,2000,0.0004,0.0,False,2000,0,2000,5,20,11,18000,1389.6273193359375,9951.91015625
6,gd,2000,512,1,2000,0.0004,0.0,False,2000,0,2000,5,20,12,18000,1340.920166015625,7828.6884765625
7,gd,2000,512,1,2000,0.0004,0.0,False,2000,0,2000,5,20,13,18000,1556.529541015625,9916.52734375
8,gd,2000,512,1,2000,0.0004,0.0,False,2000,0,2000,5,20,14,18000,1138.8040771484375,7916.84228515625
9,gd,2000,512,1,2000,0.0004,0.0,False,2000,0,2000,5,20,15,18000,1341.35546875,8589.6083984375
10,gd,2000,512,1,2000,0.0004,0.0,False,2000,0,2000,5,20,16,18000,3.6377176115820475e-07,2.800636593747185e-06
11,gd,2000,512,1,2000,0.0004,0.0,False,2000,0,2000,5,20,17,18000,3.6840020811723656e-07,2.619288352434524e-06
12,gd,2000,512,1,2000,0.0004,0.0,False,2000,0,2000,5,20,18,18000,3.2913192171690753e-07,2.1751332042185827e-06
13,gd,2000,512,1,2000,0.0004,0.0,False,2000,0,2000,5,20,19,18000,1462.7713623046875,9720.49609375
14,gd,2000,512,1,2000,0.0004,0.0,False,2000,0,2000,5,20,20,18000,1243.20849609375,9891.8740234375
15,gd,2000,512,1,2000,0.0004,0.0,False,2000,0,2000,5,20,21,18000,1459.21044921875,10153.330078125
16,gd,2000,512,1,2000,0.0004,0.0,False,2000,0,2000,5,20,22,18000,1405.8568115234375,8413.267578125
17,gd,2000,512,1,2000,0.0004,0.0,False,2000,0,2000,5,20,23,18000,1256.325927734375,9314.0517578125
18,gd,2000,512,1,2000,0.0004,0.0,False,2000,0,2000,5,20,24,18000,1504.494873046875,9433.2880859375
19,gd,2000,512,1,2000,0.0004,0.0,False,2000,0,2000,5,20,25,18000,1384.8499755859375,9002.8681640625
0,gd,1600,256,1,1600,0.0001,0.0,False,8000,0,1600,5,20,6,64000,1.144717543866136e-06,4.4151533984404514e-06
1,gd,1600,256,1,1600,0.0001,0.0,False,8000,0,1600,5,20,7,64000,1.1487516076158501e-06,4.607392384059494e-06
2,gd,1600,256,1,1600,0.0001,0.0,False,8000,0,1600,5,20,8,64000,1650.2685546875,5675.4423828125
3,gd,1600,256,1,1600,0.0001,0.0,False,8000,0,1600,5,20,9,64000,1.1835868463094812e-06,4.520116362982662e-06
4,gd,1600,256,1,1600,0.0001,0.0,False,8000,0,1600,5,20,10,64000,3.449842915870249e-05,0.0001818025339161977
5,gd,1600,256,1,1600,0.0001,0.0,False,8000,0,1600,5,20,11,64000,1.12689576781122e-06,4.745595560962101e-06
6,gd,1600,256,1,1600,0.0001,0.0,False,8000,0,1600,5,20,12,64000,1627.5218505859375,5352.69140625
7,gd,1600,256,1,1600,0.0001,0.0,False,8000,0,1600,5,20,13,64000,1.150529669757816e-06,4.967073891748441e-06
8,gd,1600,256,1,1600,0.0001,0.0,False,8000,0,1600,5,20,14,64000,1695.707275390625,5184.1845703125
9,gd,1600,256,1,1600,0.0001,0.0,False,8000,0,1600,5,20,15,64000,1.1599230447245643e-06,5.030774900660617e-06
10,gd,1600,256,1,1600,0.0001,0.0,False,8000,0,1600,5,20,16,64000,1.2506392295108526e-06,5.274474915495375e-06
11,gd,1600,256,1,1600,0.0001,0.0,False,8000,0,1600,5,20,17,64000,1.182688833978318e-06,4.89779358758824e-06
12,gd,1600,256,1,1600,0.0001,0.0,False,8000,0,1600,5,20,18,64000,1.0330703617000836e-06,3.907850441464689e-06
13,gd,1600,256,1,1600,0.0001,0.0,False,8000,0,1600,5,20,19,64000,1689.5186767578125,5812.1259765625
14,gd,1600,256,1,1600,0.0001,0.0,False,8000,0,1600,5,20,20,64000,1.176708110506297e-06,4.329432158556301e-06
15,gd,1600,256,1,1600,0.0001,0.0,False,8000,0,1600,5,20,21,64000,1.2768709893862251e-06,5.478261300595476e-06
16,gd,1600,256,1,1600,0.0001,0.0,False,8000,0,1600,5,20,22,64000,1.124996401813405e-06,4.493081632972462e-06
17,gd,1600,256,1,1600,0.0001,0.0,False,8000,0,1600,5,20,23,64000,1.1656117067104788e-06,4.584802809404208e-06
18,gd,1600,256,1,1600,0.0001,0.0,False,8000,0,1600,5,20,24,64000,1.2736738881358176e-06,5.594903996097855e-06
19,gd,1600,256,1,1600,0.0001,0.0,False,8000,0,1600,5,20,25,64000,1.195587628899375e-06,4.762555363413412e-06
0,gd,1200,256,1,1200,0.0002,0.0,False,4000,0,1200,5,20,6,32000,5.369516884456971e-07,2.8701433620881285e-06
1,gd,1200,256,1,1200,0.0002,0.0,False,4000,0,1200,5,20,7,32000,1031.480712890625,3828.08642578125
2,gd,1200,256,1,1200,0.0002,0.0,False,4000,0,1200,5,20,8,32000,901.0411987304688,4132.8486328125
3,gd,1200,256,1,1200,0.0002,0.0,False,4000,0,1200,5,20,9,32000,4.971421390109754e-07,2.838172804331407e-06
4,gd,1200,256,1,1200,0.0002,0.0,False,4000,0,1200,5,20,10,32000,4.595922575845179e-07,2.768536887742812e-06
5,gd,1200,256,1,1200,0.0002,0.0,False,4000,0,1200,5,20,11,32000,5.260770876702736e-07,2.9006248496443727e-06
6,gd,1200,256,1,1200,0.0002,0.0,False,4000,0,1200,5,20,12,32000,861.5128173828125,3636.30712890625
7,gd,1200,256,1,1200,0.0002,0.0,False,4000,0,1200,5,20,13,32000,1098.4375,3874.3955078125
8,gd,1200,256,1,1200,0.0002,0.0,False,4000,0,1200,5,20,14,32000,773.0374755859375,3349.631591796875
9,gd,1200,256,1,1200,0.0002,0.0,False,4000,0,1200,5,20,15,32000,963.54736328125,4097.4326171875
10,gd,1200,256,1,1200,0.0002,0.0,False,4000,0,1200,5,20,16,32000,5.417419970399351e-07,2.902836968132761e-06
11,gd,1200,256,1,1200,0.0002,0.0,False,4000,0,1200,5,20,17,32000,968.076416015625,4327.81640625
12,gd,1200,256,1,1200,0.0002,0.0,False,4000,0,1200,5,20,18,32000,1010.4802856445312,5287.287109375
13,gd,1200,256,1,1200,0.0002,0.0,False,4000,0,1200,5,20,19,32000,907.3416137695312,3694.95947265625
14,gd,1200,256,1,1200,0.0002,0.0,False,4000,0,1200,5,20,20,32000,5.462617878038145e-07,2.7537814730749237e-06
15,gd,1200,256,1,1200,0.0002,0.0,False,4000,0,1200,5,20,21,32000,4.812416136701357e-07,2.8415647648216687e-06
16,gd,1200,256,1,1200,0.0002,0.0,False,4000,0,1200,5,20,22,32000,4.900747967440111e-07,2.7476569357531844e-06
17,gd,1200,256,1,1200,0.0002,0.0,False,4000,0,1200,5,20,23,32000,971.388427734375,5375.29345703125
18,gd,1200,256,1,1200,0.0002,0.0,False,4000,0,1200,5,20,24,32000,918.066650390625,3981.64404296875
19,gd,1200,256,1,1200,0.0002,0.0,False,4000,0,1200,5,20,25,32000,5.193491006139085e-07,2.848255689968937e-06
0,gd,600,128,1,600,0.0001,0.0,False,8000,0,600,5,20,6,56000,503.1081237792969,3235.633056640625
1,gd,600,128,1,600,0.0001,0.0,False,8000,0,600,5,20,7,56000,1.253922050636902e-06,9.500255146122072e-06
2,gd,600,128,1,600,0.0001,0.0,False,8000,0,600,5,20,8,56000,1.2003653182546259e-06,8.536928362445906e-06
3,gd,600,128,1,600,0.0001,0.0,False,8000,0,600,5,20,9,56000,468.3415222167969,2532.379150390625
4,gd,600,128,1,600,0.0001,0.0,False,8000,0,600,5,20,10,56000,1.188068836199818e-06,9.285612577514256e-06
