,optim,samplecomplexity,nfeatures,nhidden,batchsize,lr,momentum,nesterov,nepochs,weightdecay,ntest,startseed,nruns,seed,epoch,train loss,test loss
4,gd,6.0,1024,1,6144,0.001,0.0,False,8000,0,100,22,10,27,700,0.6724973917007446,0.026621004566550255
5,gd,6.0,1024,1,6144,0.001,0.0,False,8000,0,100,22,10,28,500,1.9340074062347408,0.09134316444396973
6,gd,6.0,1024,1,6144,0.001,0.0,False,8000,0,100,22,10,29,700,1.1748101711273191,0.0559871718287468
7,gd,6.0,1024,1,6144,0.001,0.0,False,8000,0,100,22,10,30,500,1.4086284637451172,0.06378893554210663
8,gd,6.0,1024,1,6144,0.001,0.0,False,8000,0,100,22,10,31,9500,1.3207772970199585,0.053877230733633034
9,gd,6.0,1024,1,6144,0.001,0.0,False,8000,0,100,22,10,32,8300,6587.85400390625,315.2958068847656
0,gd,3.0,1024,2,3072,0.01,0.0,False,10000,0,100,22,5,23,13400,0.044996820390224464,0.09840552508831024
1,gd,3.0,1024,2,3072,0.01,0.0,False,10000,0,100,22,5,24,30400,0.03061651065945625,0.1183975338935852
2,gd,3.0,1024,2,3072,0.01,0.0,False,10000,0,100,22,5,25,30500,0.03050389885902405,0.10121366381645204
3,gd,3.0,1024,2,3072,0.01,0.0,False,10000,0,100,22,5,26,36100,240.94700622558597,442.6204833984375
4,gd,3.0,1024,2,3072,0.01,0.0,False,10000,0,100,22,5,27,51500,0.03042549267411232,0.13971656560897827
0,gd,10.0,1024,2,10240,0.001,0.0,False,8000,0,100,32,10,33,1600,3.3443591594696045,0.09099797904491423
1,gd,10.0,1024,2,10240,0.001,0.0,False,8000,0,100,32,10,34,1400,4.66808032989502,0.09837964922189713
2,gd,10.0,1024,2,10240,0.001,0.0,False,8000,0,100,32,10,35,1800,2.3080179691314697,0.0985221266746521
3,gd,10.0,1024,2,10240,0.001,0.0,False,8000,0,100,32,10,36,2000,1.9301012754440308,0.09778372943401337
4,gd,10.0,1024,2,10240,0.001,0.0,False,8000,0,100,32,10,37,1400,4.1751956939697275,0.09247449040412904
5,gd,10.0,1024,2,10240,0.001,0.0,False,8000,0,100,32,10,38,2400,1.3859593868255615,0.09290145337581636
6,gd,10.0,1024,2,10240,0.001,0.0,False,8000,0,100,32,10,39,1700,2.9169127941131587,0.0898580327630043
7,gd,10.0,1024,2,10240,0.001,0.0,False,8000,0,100,32,10,40,2000,2.044323205947876,0.0922604203224182
8,gd,10.0,1024,2,10240,0.001,0.0,False,8000,0,100,32,10,41,1900,2.359396457672119,0.0972156673669815
9,gd,10.0,1024,2,10240,0.001,0.0,False,8000,0,100,32,10,42,1900,2.37167763710022,0.09485359489917757
0,gd,2.5,1024,1,2560,0.01,0.0,False,10000,0,100,37,5,38,7800,909.7306518554688,698.4012451171875
1,gd,2.5,1024,1,2560,0.01,0.0,False,10000,0,100,37,5,39,4900,904.329345703125,339.255126953125
2,gd,2.5,1024,1,2560,0.01,0.0,False,10000,0,100,37,5,40,2300,868.5623779296875,810.3408813476562
3,gd,2.5,1024,1,2560,0.01,0.0,False,10000,0,100,37,5,41,12900,820.96337890625,594.3658447265625
4,gd,2.5,1024,1,2560,0.01,0.0,False,10000,0,100,37,5,42,3200,971.5252685546876,814.4658203125
0,gd,3.5,1024,2,3584,0.01,0.0,False,10000,0,100,37,5,38,7000,0.17046450078487396,0.09591039270162582
1,gd,3.5,1024,2,3584,0.01,0.0,False,10000,0,100,37,5,39,8200,0.073673315346241,0.0989687368273735
2,gd,3.5,1024,2,3584,0.01,0.0,False,10000,0,100,37,5,40,15500,0.095308355987072,0.09771513938903807
3,gd,3.5,1024,2,3584,0.01,0.0,False,10000,0,100,37,5,41,5000,0.14696581661701202,0.099587544798851
4,gd,3.5,1024,2,3584,0.01,0.0,False,10000,0,100,37,5,42,6800,0.060441918671131134,0.09737296402454376
0,sgd,2.5,1024,1,32,0.002,0.9,False,400,0,100,22,5,23,3900,12.75127394795418,140.81572723388672
1,sgd,2.5,1024,1,32,0.002,0.9,False,400,0,100,22,5,24,3900,13.336691093444824,261.695474781096
2,sgd,2.5,1024,1,32,0.002,0.9,False,400,0,100,22,5,25,3900,14.121871614456177,191.32788550853732
3,sgd,2.5,1024,1,32,0.002,0.9,False,400,0,100,22,5,26,3900,13.06793367266655,87.62214303016663
0,gd,3.5,1024,10,3584,0.002,0.9,False,10000,0,100,22,5,23,100000,0.029479708522558205,0.5579394102096558
1,gd,3.5,1024,10,3584,0.002,0.9,False,10000,0,100,22,5,24,100000,0.03399665281176567,0.7574121356010437
2,gd,3.5,1024,10,3584,0.002,0.9,False,10000,0,100,22,5,25,100000,0.028898101300001144,0.6256425380706787
3,gd,3.5,1024,10,3584,0.002,0.9,False,10000,0,100,22,5,26,100000,0.03000968135893345,0.6546429395675659
4,gd,3.5,1024,10,3584,0.002,0.9,False,10000,0,100,22,5,27,100000,0.030743466690182686,0.6821374297142029
0,gd,3.0,1024,10,3072,0.01,0.9,False,10000,0,100,22,5,23,100000,0.0062763714231550685,3.366302967071533
1,gd,3.0,1024,10,3072,0.01,0.9,False,10000,0,100,22,5,24,100000,0.005847036838531494,2.5467455387115483
2,gd,3.0,1024,10,3072,0.01,0.9,False,10000,0,100,22,5,25,100000,0.006457584444433451,2.5837526321411133
3,gd,3.0,1024,10,3072,0.01,0.9,False,10000,0,100,22,5,26,100000,0.007011685986071825,3.4372632503509517
4,gd,3.0,1024,10,3072,0.01,0.9,False,10000,0,100,22,5,27,100000,0.0061695119366049775,2.90209698677063
0,gd,2.0,1024,2,2048,0.002,0.9,False,10000,0,100,32,5,33,100000,4.618546485900879,637.2194213867188
1,gd,2.0,1024,2,2048,0.002,0.9,False,10000,0,100,32,5,34,100000,8.440179824829103,541.5115356445311
2,gd,2.0,1024,2,2048,0.002,0.9,False,10000,0,100,32,5,35,100000,7.853383541107178,628.78515625
3,gd,2.0,1024,2,2048,0.002,0.9,False,10000,0,100,32,5,36,100000,4.251217842102052,442.1114807128906
4,gd,2.0,1024,2,2048,0.002,0.9,False,10000,0,100,32,5,37,100000,7.3427371978759775,461.81689453125
0,gd,3.0,1024,2,3072,0.01,0.0,False,10000,0,100,32,5,33,50100,0.05145767331123352,0.09944987297058104
1,gd,3.0,1024,2,3072,0.01,0.0,False,10000,0,100,32,5,34,91700,235.34808349609372,600.0737915039062
2,gd,3.0,1024,2,3072,0.01,0.0,False,10000,0,100,32,5,35,100000,0.032487720251083374,0.14186324179172516
3,gd,3.0,1024,2,3072,0.01,0.0,False,10000,0,100,32,5,36,19800,0.031992875039577484,0.09934521466493608
4,gd,3.0,1024,2,3072,0.01,0.0,False,10000,0,100,32,5,37,39800,0.03068360313773155,0.12945781648159027
0,gd,6.0,1024,5,6144,0.001,0.0,False,8000,0,100,27,5,28,31300,0.6045399904251099,0.10339664667844772
1,gd,6.0,1024,5,6144,0.001,0.0,False,8000,0,100,27,5,29,32300,0.5930442214012146,0.11825811117887496
2,gd,6.0,1024,5,6144,0.001,0.0,False,8000,0,100,27,5,30,30100,0.6467764973640442,0.1364162564277649
3,gd,6.0,1024,5,6144,0.001,0.0,False,8000,0,100,27,5,31,36800,0.5313425660133362,0.11002419888973236
4,gd,6.0,1024,5,6144,0.001,0.0,False,8000,0,100,27,5,32,33800,0.5360403656959534,0.12224771827459335
0,gd,2.0,1024,2,2048,0.01,0.0,False,10000,0,100,22,5,23,100000,6.581528663635254,552.6593017578125
1,gd,2.0,1024,2,2048,0.01,0.0,False,10000,0,100,22,5,24,100000,7.4694623947143555,566.1727905273438
2,gd,2.0,1024,2,2048,0.01,0.0,False,10000,0,100,22,5,25,100000,7.317112922668457,561.945556640625
3,gd,2.0,1024,2,2048,0.01,0.0,False,10000,0,100,22,5,26,100000,9.298709869384766,898.86669921875
4,gd,2.0,1024,2,2048,0.01,0.0,False,10000,0,100,22,5,27,100000,8.135031700134277,525.895751953125
0,gd,3.0,1024,1,3072,0.002,0.9,False,10000,0,100,22,5,23,3800,1490.654541015625,883.0573120117188
1,gd,3.0,1024,1,3072,0.002,0.9,False,10000,0,100,22,5,24,4700,1297.4287109375,614.0219116210938
2,gd,3.0,1024,1,3072,0.002,0.9,False,10000,0,100,22,5,25,4600,1440.3128662109375,656.3024291992188
3,gd,3.0,1024,1,3072,0.002,0.9,False,10000,0,100,22,5,26,4200,1482.92236328125,884.1275634765625
4,gd,3.0,1024,1,3072,0.002,0.9,False,10000,0,100,22,5,27,2600,1404.9642333984375,638.9152221679688
0,gd,8.0,1024,2,8192,0.001,0.0,False,8000,0,100,22,10,23,2700,1.5488111972808838,0.1505974531173706
1,gd,8.0,1024,2,8192,0.001,0.0,False,8000,0,100,22,10,24,3400,1.2220271825790403,0.10882221907377244
2,gd,8.0,1024,2,8192,0.001,0.0,False,8000,0,100,22,10,25,2900,1.606644868850708,0.0997195914387703
3,gd,8.0,1024,2,8192,0.001,0.0,False,8000,0,100,22,10,26,3300,1.4562629461288452,0.15133440494537356
4,gd,8.0,1024,2,8192,0.001,0.0,False,8000,0,100,22,10,27,2800,1.5984411239624023,0.0987929254770279
5,gd,8.0,1024,2,8192,0.001,0.0,False,8000,0,100,22,10,28,2800,2.169361114501953,0.1463605910539627
6,gd,8.0,1024,2,8192,0.001,0.0,False,8000,0,100,22,10,29,2700,1.812862992286682,0.15015780925750732
7,gd,8.0,1024,2,8192,0.001,0.0,False,8000,0,100,22,10,30,3100,1.81982696056366,0.1330607533454895
8,gd,8.0,1024,2,8192,0.001,0.0,False,8000,0,100,22,10,31,3200,1.443256378173828,0.10146971046924592
9,gd,8.0,1024,2,8192,0.001,0.0,False,8000,0,100,22,10,32,3200,1.4129871129989624,0.13195320963859558
0,sgd,3.0,1024,1,32,0.01,0.0,False,10000,0,100,32,5,33,100000,14.480682715773582,122.44335079193115
0,gd,2.5,1024,10,2560,0.01,0.0,False,10000,0,100,32,5,33,79600,0.15797528624534607,79.61361694335938
1,gd,2.5,1024,10,2560,0.01,0.0,False,10000,0,100,32,5,34,96200,0.2021520435810089,117.25396728515624
2,gd,2.5,1024,10,2560,0.01,0.0,False,10000,0,100,32,5,35,83800,0.2128111273050308,119.91127014160156
3,gd,2.5,1024,10,2560,0.01,0.0,False,10000,0,100,32,5,36,68800,0.19843044877052307,93.014404296875
4,gd,2.5,1024,10,2560,0.01,0.0,False,10000,0,100,32,5,37,78100,0.20422828197479248,102.98477935791016
0,gd,2.0,1024,1,2048,0.002,0.9,False,2000,0,100,22,5,23,20000,339.2366027832031,881.814697265625
1,gd,2.0,1024,1,2048,0.002,0.9,False,2000,0,100,22,5,24,20000,359.0205078125,948.52294921875
2,gd,2.0,1024,1,2048,0.002,0.9,False,2000,0,100,22,5,25,20000,370.1373596191406,968.5354614257812
3,gd,2.0,1024,1,2048,0.002,0.9,False,2000,0,100,22,5,26,20000,368.9647216796875,1993.7216796875
4,gd,2.0,1024,1,2048,0.002,0.9,False,2000,0,100,22,5,27,20000,327.1008605957031,1046.12255859375
0,sgd,2.5,1024,1,32,0.01,0.0,False,400,0,100,22,5,23,3900,12.535595309734347,147.52104568481442
1,sgd,2.5,1024,1,32,0.01,0.0,False,400,0,100,22,5,24,3900,11.927798837423325,256.8225208669901
2,sgd,2.5,1024,1,32,0.01,0.0,False,400,0,100,22,5,25,3900,13.470613956451414,172.77335947752
3,sgd,2.5,1024,1,32,0.01,0.0,False,400,0,100,22,5,26,3900,11.86407637000084,115.64414262026548
0,gd,5.0,1024,5,5120,0.001,0.0,False,8000,0,100,32,5,33,42900,0.6498884558677673,0.34583157300949097
1,gd,5.0,1024,5,5120,0.001,0.0,False,8000,0,100,32,5,34,48900,0.8529812693595886,0.4701110720634461
2,gd,5.0,1024,5,5120,0.001,0.0,False,8000,0,100,32,5,35,44700,0.6371679902076721,0.4127633571624756
3,gd,5.0,1024,5,5120,0.001,0.0,False,8000,0,100,32,5,36,43500,0.7845500707626343,0.3686315417289734
4,gd,5.0,1024,5,5120,0.001,0.0,False,8000,0,100,32,5,37,40700,0.7384545803070068,0.5529847741127014
0,gd,2.5,1024,10,2560,0.002,0.9,False,10000,0,100,27,5,28,100000,0.032288908958435066,75.03633117675781
1,gd,2.5,1024,10,2560,0.002,0.9,False,10000,0,100,27,5,29,100000,0.03858321160078049,88.11117553710938
2,gd,2.5,1024,10,2560,0.002,0.9,False,10000,0,100,27,5,30,100000,0.037863608449697495,91.17736053466795
3,gd,2.5,1024,10,2560,0.002,0.9,False,10000,0,100,27,5,31,100000,0.03767719492316246,95.98047637939452
4,gd,2.5,1024,10,2560,0.002,0.9,False,10000,0,100,27,5,32,100000,0.030700659379363063,93.96742248535156
0,gd,6.0,1024,1,6144,0.001,0.0,False,8000,0,100,32,10,33,1800,0.975495457649231,0.08775129169225693
1,gd,6.0,1024,1,6144,0.001,0.0,False,8000,0,100,32,10,34,2200,0.6622751951217651,0.04614315927028656
2,gd,6.0,1024,1,6144,0.001,0.0,False,8000,0,100,32,10,35,800,0.7485198974609375,0.05649995803833008
3,gd,6.0,1024,1,6144,0.001,0.0,False,8000,0,100,32,10,36,2800,1.0135592222213743,0.08381962031126022
4,gd,6.0,1024,1,6144,0.001,0.0,False,8000,0,100,32,10,37,800,1.0116407871246338,0.07815112173557281
5,gd,6.0,1024,1,6144,0.001,0.0,False,8000,0,100,32,10,38,700,0.7393274307250977,0.06037373095750809
6,gd,6.0,1024,1,6144,0.001,0.0,False,8000,0,100,32,10,39,7700,1.087627410888672,0.07943855226039886
7,gd,6.0,1024,1,6144,0.001,0.0,False,8000,0,100,32,10,40,900,0.2603568732738495,0.016744431108236313
8,gd,6.0,1024,1,6144,0.001,0.0,False,8000,0,100,32,10,41,1100,0.10783963650465013,0.013984947465360165
9,gd,6.0,1024,1,6144,0.001,0.0,False,8000,0,100,32,10,42,4500,0.14663168787956238,0.0122334947809577
0,sgd,2.5,1024,1,32,0.01,0.0,False,10000,0,100,22,5,23,100000,12.555570298433304,147.25146293640137
0,gd,4.0,1024,5,4096,0.01,0.0,False,10000,0,100,27,5,28,27900,0.046784229576587684,0.1535293608903885
1,gd,4.0,1024,5,4096,0.01,0.0,False,10000,0,100,27,5,29,28900,0.04600579291582108,0.1292622536420822
2,gd,4.0,1024,5,4096,0.01,0.0,False,10000,0,100,27,5,30,29400,0.04621455445885658,0.1438213288784027
3,gd,4.0,1024,5,4096,0.01,0.0,False,10000,0,100,27,5,31,31500,0.04072483628988266,0.10417617112398148
4,gd,4.0,1024,5,4096,0.01,0.0,False,10000,0,100,27,5,32,32000,0.04602495953440666,0.17169398069381714
0,gd,3.5,1024,2,3584,0.01,0.0,False,10000,0,100,22,5,23,4800,0.10822704434394836,0.09890685975551604
1,gd,3.5,1024,2,3584,0.01,0.0,False,10000,0,100,22,5,24,10700,0.10737581551074983,0.09778771549463272
2,gd,3.5,1024,2,3584,0.01,0.0,False,10000,0,100,22,5,25,5300,0.10507920384407043,0.09871291369199753
3,gd,3.5,1024,2,3584,0.01,0.0,False,10000,0,100,22,5,26,15900,0.08474468439817429,0.09996417164802553
4,gd,3.5,1024,2,3584,0.01,0.0,False,10000,0,100,22,5,27,5500,0.12888078391551971,0.09889224916696547
0,sgd,4.0,1024,1,32,0.002,0.9,False,10000,0,100,37,5,38,1100,0.0011568165796234098,0.0022785469773225486
1,sgd,4.0,1024,1,32,0.002,0.9,False,10000,0,100,37,5,39,100000,25.412964452058077,78.56826972961427
0,gd,4.0,1024,10,4096,0.01,0.0,True,10000,0,100,22,5,23,41400,0.15424665808677673,0.5336546897888184
1,gd,4.0,1024,10,4096,0.01,0.0,True,10000,0,100,22,5,24,45600,0.14027416706085205,0.5685776472091675
2,gd,4.0,1024,10,4096,0.01,0.0,True,10000,0,100,22,5,25,41700,0.17789654433727264,0.6875827312469482
3,gd,4.0,1024,10,4096,0.01,0.0,True,10000,0,100,22,5,26,43100,0.1570427566766739,0.6634334325790405
4,gd,4.0,1024,10,4096,0.01,0.0,True,10000,0,100,22,5,27,41900,0.16644753515720367,0.6933149695396423
0,gd,2.0,1024,2,2048,0.001,0.0,False,8000,0,100,32,10,33,15600,44.78577041625977,560.3064575195311
1,gd,2.0,1024,2,2048,0.001,0.0,False,8000,0,100,32,10,34,14600,47.73927307128906,569.51220703125
2,gd,2.0,1024,2,2048,0.001,0.0,False,8000,0,100,32,10,35,20300,44.843936920166016,435.3656921386719
3,gd,2.0,1024,2,2048,0.001,0.0,False,8000,0,100,32,10,36,12300,50.61174011230469,288.3609619140625
4,gd,2.0,1024,2,2048,0.001,0.0,False,8000,0,100,32,10,37,14600,42.690528869628906,542.474609375
5,gd,2.0,1024,2,2048,0.001,0.0,False,8000,0,100,32,10,38,15900,52.78337860107422,417.1684265136719
6,gd,2.0,1024,2,2048,0.001,0.0,False,8000,0,100,32,10,39,18800,36.74065399169922,452.694580078125
7,gd,2.0,1024,2,2048,0.001,0.0,False,8000,0,100,32,10,40,20900,44.07218933105469,516.6333618164061
8,gd,2.0,1024,2,2048,0.001,0.0,False,8000,0,100,32,10,41,16200,45.64743423461914,396.1644592285156
9,gd,2.0,1024,2,2048,0.001,0.0,False,8000,0,100,32,10,42,12500,50.9293212890625,282.9701232910156
0,gd,2.0,1024,5,2048,0.002,0.9,False,2000,0,100,22,5,23,20000,0.2177673876285553,260.83840942382807
1,gd,2.0,1024,5,2048,0.002,0.9,False,2000,0,100,22,5,24,20000,0.14118027687072754,244.3248443603516
2,gd,2.0,1024,5,2048,0.002,0.9,False,2000,0,100,22,5,25,20000,0.1843464970588684,304.8398742675781
3,gd,2.0,1024,5,2048,0.002,0.9,False,2000,0,100,22,5,26,20000,0.21556566655635834,338.47015380859375
4,gd,2.0,1024,5,2048,0.002,0.9,False,2000,0,100,22,5,27,20000,0.08819732069969177,287.50750732421875
0,gd,2.0,1024,1,2048,0.01,0.0,False,10000,0,100,27,5,28,9600,428.0223693847656,1435.877197265625
1,gd,2.0,1024,1,2048,0.01,0.0,False,10000,0,100,27,5,29,3900,432.96197509765625,872.945068359375
2,gd,2.0,1024,1,2048,0.01,0.0,False,10000,0,100,27,5,30,11000,459.4536743164063,1075.20947265625
3,gd,2.0,1024,1,2048,0.01,0.0,False,10000,0,100,27,5,31,8400,422.00244140625,767.46142578125
4,gd,2.0,1024,1,2048,0.01,0.0,False,10000,0,100,27,5,32,6200,492.9013977050781,1831.8563232421875
0,gd,2.0,1024,1,2048,0.002,0.9,False,10000,0,100,27,5,28,4900,405.83599853515625,1474.1087646484375
1,gd,2.0,1024,1,2048,0.002,0.9,False,10000,0,100,27,5,29,3100,453.1164245605469,666.7296142578125
2,gd,2.0,1024,1,2048,0.002,0.9,False,10000,0,100,27,5,30,3500,465.4284362792969,609.771728515625
3,gd,2.0,1024,1,2048,0.002,0.9,False,10000,0,100,27,5,31,5400,424.28912353515625,807.3287963867188
4,gd,2.0,1024,1,2048,0.002,0.9,False,10000,0,100,27,5,32,3500,456.18438720703125,1361.763427734375
0,sgd,2.5,1024,1,32,0.002,0.9,False,10000,0,100,37,5,38,100000,12.476589965820313,254.87895268201828
1,sgd,2.5,1024,1,32,0.002,0.9,False,10000,0,100,37,5,39,100000,12.861678248643875,186.1185353398323
0,gd,3.0,1024,5,3072,0.01,0.0,False,10000,0,100,37,5,38,54900,0.10689223557710648,3.9342772960662837
1,gd,3.0,1024,5,3072,0.01,0.0,False,10000,0,100,37,5,39,57200,0.09365583211183548,3.9056611061096187
2,gd,3.0,1024,5,3072,0.01,0.0,False,10000,0,100,37,5,40,56500,0.10514818131923677,3.394040822982788
3,gd,3.0,1024,5,3072,0.01,0.0,False,10000,0,100,37,5,41,50500,0.11826363205909728,4.383381843566895
4,gd,3.0,1024,5,3072,0.01,0.0,False,10000,0,100,37,5,42,61700,0.12610743939876554,4.197370052337647
0,gd,4.0,1024,2,4096,0.002,0.9,False,10000,0,100,37,5,38,1600,0.17970174551010132,0.09255880117416382
1,gd,4.0,1024,2,4096,0.002,0.9,False,10000,0,100,37,5,39,6600,0.15267351269721985,0.09599629789590836
2,gd,4.0,1024,2,4096,0.002,0.9,False,10000,0,100,37,5,40,4600,0.1311570107936859,0.0975906252861023
3,gd,4.0,1024,2,4096,0.002,0.9,False,10000,0,100,37,5,41,2100,0.09030230343341827,0.09499810636043547
4,gd,4.0,1024,2,4096,0.002,0.9,False,10000,0,100,37,5,42,2200,0.16619645059108734,0.09131480008363724
0,gd,2.0,1024,1,2048,0.01,0.0,False,10000,0,100,32,5,33,4400,428.1517333984375,687.0352172851562
1,gd,2.0,1024,1,2048,0.01,0.0,False,10000,0,100,32,5,34,11400,459.5979309082031,1003.29736328125
2,gd,2.0,1024,1,2048,0.01,0.0,False,10000,0,100,32,5,35,6500,412.3487548828125,798.2515258789062
3,gd,2.0,1024,1,2048,0.01,0.0,False,10000,0,100,32,5,36,3400,384.3954772949219,719.787353515625
4,gd,2.0,1024,1,2048,0.01,0.0,False,10000,0,100,32,5,37,4100,464.2781677246094,1021.8653564453124
0,gd,3.0,1024,2,3072,0.01,0.0,False,10000,0,100,27,5,28,100000,250.66603088378903,356.24761962890625
1,gd,3.0,1024,2,3072,0.01,0.0,False,10000,0,100,27,5,29,14900,0.03462650626897812,0.09896595776081084
2,gd,3.0,1024,2,3072,0.01,0.0,False,10000,0,100,27,5,30,22600,0.030506692826747894,0.11205140501260756
3,gd,3.0,1024,2,3072,0.01,0.0,False,10000,0,100,27,5,31,43500,0.039642158895730965,0.09971526265144348
4,gd,3.0,1024,2,3072,0.01,0.0,False,10000,0,100,27,5,32,26800,0.0472136028110981,0.09896321594715117
0,sgd,3.0,1024,1,32,0.01,0.0,False,400,0,100,27,5,28,3900,16.573057120045025,60.100775599479675
1,sgd,3.0,1024,1,32,0.01,0.0,False,400,0,100,27,5,29,3900,15.708830863237381,70.96098649501799
2,sgd,3.0,1024,1,32,0.01,0.0,False,400,0,100,27,5,30,3900,16.924799660841625,188.87423169612885
0,gd,3.0,1024,2,3072,0.002,0.9,False,10000,0,100,22,5,23,9500,0.026577267795801163,0.098369762301445
1,gd,3.0,1024,2,3072,0.002,0.9,False,10000,0,100,22,5,24,36100,0.01985311321914196,0.0988238975405693
2,gd,3.0,1024,2,3072,0.002,0.9,False,10000,0,100,22,5,25,22600,0.031167803332209587,0.0978098064661026
3,gd,3.0,1024,2,3072,0.002,0.9,False,10000,0,100,22,5,26,100000,236.54330444335938,341.8101501464844
4,gd,3.0,1024,2,3072,0.002,0.9,False,10000,0,100,22,5,27,37400,0.024607349187135696,0.0987105593085289
0,gd,2.0,1024,5,2048,0.001,0.0,False,8000,0,100,22,5,23,80000,1.9922051429748533,269.1959228515625
1,gd,2.0,1024,5,2048,0.001,0.0,False,8000,0,100,22,5,24,76600,1.7818691730499268,244.78854370117188
2,gd,2.0,1024,5,2048,0.001,0.0,False,8000,0,100,22,5,25,79200,1.9202824831008911,300.07550048828125
3,gd,2.0,1024,5,2048,0.001,0.0,False,8000,0,100,22,5,26,73800,2.2791001796722408,334.1908874511719
4,gd,2.0,1024,5,2048,0.001,0.0,False,8000,0,100,22,5,27,80000,1.369216799736023,298.7497863769531
0,gd,4.0,1024,10,4096,0.002,0.9,False,10000,0,100,27,5,28,76500,0.015307102352380753,0.09998608380556108
1,gd,4.0,1024,10,4096,0.002,0.9,False,10000,0,100,27,5,29,89000,0.012767630629241468,0.0999038964509964
2,gd,4.0,1024,10,4096,0.002,0.9,False,10000,0,100,27,5,30,90900,0.012562442570924759,0.09997789561748503
3,gd,4.0,1024,10,4096,0.002,0.9,False,10000,0,100,27,5,31,76400,0.015420612879097462,0.09987470507621764
4,gd,4.0,1024,10,4096,0.002,0.9,False,10000,0,100,27,5,32,90300,0.013077093288302422,0.09995449334383012
0,gd,2.7,1024,2,2764,0.001,0.0,False,10000,0,100,32,5,33,100000,154.25543212890625,533.7894897460939
0,sgd,2.5,1024,1,32,0.01,0.0,False,400,0,100,37,5,38,3900,11.654086488485337,126.16856509447098
1,sgd,2.5,1024,1,32,0.01,0.0,False,400,0,100,37,5,39,3900,12.007434099912643,137.07035392522812
2,sgd,2.5,1024,1,32,0.01,0.0,False,400,0,100,37,5,40,3900,11.412873381376267,122.23444151878357
3,sgd,2.5,1024,1,32,0.01,0.0,False,400,0,100,37,5,41,3900,10.691469490528108,213.301543712616
0,gd,2.0,1024,10,2048,0.002,0.9,False,10000,0,100,32,5,33,100000,0.002798035973683,195.52633666992188
1,gd,2.0,1024,10,2048,0.002,0.9,False,10000,0,100,32,5,34,100000,0.0038360622711479664,236.0811920166016
2,gd,2.0,1024,10,2048,0.002,0.9,False,10000,0,100,32,5,35,100000,0.0045071663334965715,234.8202209472656
3,gd,2.0,1024,10,2048,0.002,0.9,False,10000,0,100,32,5,36,100000,0.003804437350481749,216.5782470703125
4,gd,2.0,1024,10,2048,0.002,0.9,False,10000,0,100,32,5,37,100000,0.0039935181848704815,219.2510681152344
0,gd,3.0,1024,1,3072,0.01,0.9,False,10000,0,100,22,5,23,100000,1411.707763671875,647.300048828125
1,gd,3.0,1024,1,3072,0.01,0.9,False,10000,0,100,22,5,24,100000,1430.0538330078125,471.4898986816406
2,gd,3.0,1024,1,3072,0.01,0.9,False,10000,0,100,22,5,25,100000,1391.7366943359375,685.4344482421875
3,gd,3.0,1024,1,3072,0.01,0.9,False,10000,0,100,22,5,26,100000,1451.307861328125,456.1014709472656
4,gd,3.0,1024,1,3072,0.01,0.9,False,10000,0,100,22,5,27,100000,1341.911865234375,346.1308288574219
0,gd,3.5,1024,1,3584,0.01,0.0,False,10000,0,100,37,5,38,8700,1940.288330078125,508.59320068359375
1,gd,3.5,1024,1,3584,0.01,0.0,False,10000,0,100,37,5,39,2700,2025.149658203125,447.1728820800781
2,gd,3.5,1024,1,3584,0.01,0.0,False,10000,0,100,37,5,40,3700,1926.036376953125,422.3424072265625
3,gd,3.5,1024,1,3584,0.01,0.0,False,10000,0,100,37,5,41,2800,1935.69482421875,545.7197875976561
4,gd,3.5,1024,1,3584,0.01,0.0,False,10000,0,100,37,5,42,5600,1810.3140869140625,645.4998168945312
0,sgd,2.0,1024,1,32,0.002,0.9,False,400,0,100,37,5,38,3900,5.977219011634588,132.39229345321658
1,sgd,2.0,1024,1,32,0.002,0.9,False,400,0,100,37,5,39,3900,6.930497691035272,156.52207076549533
2,sgd,2.0,1024,1,32,0.002,0.9,False,400,0,100,37,5,40,3900,6.3466569148004055,169.99495601654053
3,sgd,2.0,1024,1,32,0.002,0.9,False,400,0,100,37,5,41,3900,5.801925661042332,267.5235117673874
4,sgd,2.0,1024,1,32,0.002,0.9,False,400,0,100,37,5,42,3900,6.633672587573527,220.74559271335602
0,gd,3.5,1024,1,3584,0.01,0.0,False,10000,0,100,27,5,28,3400,2072.751220703125,609.9891357421875
1,gd,3.5,1024,1,3584,0.01,0.0,False,10000,0,100,27,5,29,2500,1835.6195068359373,617.6198120117188
2,gd,3.5,1024,1,3584,0.01,0.0,False,10000,0,100,27,5,30,7100,2080.7119140625,523.9007568359375
3,gd,3.5,1024,1,3584,0.01,0.0,False,10000,0,100,27,5,31,3400,2177.20654296875,570.4586181640625
4,gd,3.5,1024,1,3584,0.01,0.0,False,10000,0,100,27,5,32,9300,2026.5426025390625,731.8121948242188
0,gd,4.0,1024,1,4096,0.002,0.9,False,10000,0,100,22,5,23,4200,2841.25830078125,326.1415100097656
1,gd,4.0,1024,1,4096,0.002,0.9,False,10000,0,100,22,5,24,1600,2977.65771484375,731.0590209960938
2,gd,4.0,1024,1,4096,0.002,0.9,False,10000,0,100,22,5,25,1900,2929.130859375,728.3112182617188
3,gd,4.0,1024,1,4096,0.002,0.9,False,10000,0,100,22,5,26,2300,2626.94482421875,507.3565368652344
