,optim,samplecomplexity,nfeatures,nhidden,batchsize,lr,momentum,nesterov,nepochs,weightdecay,ntest,startseed,nruns,seed,epoch,train loss,test loss
2,gd,9.0,1024,2,9216,0.001,0.0,False,8000,0,100,32,10,35,2400,1.6603493690490725,0.09534089267253876
3,gd,9.0,1024,2,9216,0.001,0.0,False,8000,0,100,32,10,36,2200,2.187885046005249,0.09573565423488617
4,gd,9.0,1024,2,9216,0.001,0.0,False,8000,0,100,32,10,37,2500,1.9807091951370241,0.09776106476783752
5,gd,9.0,1024,2,9216,0.001,0.0,False,8000,0,100,32,10,38,2300,1.7820793390274048,0.09184706211090088
6,gd,9.0,1024,2,9216,0.001,0.0,False,8000,0,100,32,10,39,2400,1.945587158203125,0.14207400381565094
7,gd,9.0,1024,2,9216,0.001,0.0,False,8000,0,100,32,10,40,2200,2.086873769760132,0.09183965623378754
8,gd,9.0,1024,2,9216,0.001,0.0,False,8000,0,100,32,10,41,2500,1.724992752075195,0.09667979180812836
9,gd,9.0,1024,2,9216,0.001,0.0,False,8000,0,100,32,10,42,2300,2.0542118549346924,0.0917845368385315
0,gd,2.4,1024,5,2457,0.001,0.0,False,10000,0,100,22,5,23,100000,3.72061824798584,192.0255889892578
1,gd,2.4,1024,5,2457,0.001,0.0,False,10000,0,100,22,5,24,100000,4.847623825073242,250.4434051513672
0,gd,3.5,1024,10,3584,0.002,0.9,False,10000,0,100,32,5,33,100000,0.027784157544374462,0.4793446063995361
1,gd,3.5,1024,10,3584,0.002,0.9,False,10000,0,100,32,5,34,100000,0.030274061486124992,0.4825439453125
2,gd,3.5,1024,10,3584,0.002,0.9,False,10000,0,100,32,5,35,100000,0.02809458039700985,0.5903859138488771
3,gd,3.5,1024,10,3584,0.002,0.9,False,10000,0,100,32,5,36,100000,0.03183252364397049,0.7143605351448059
4,gd,3.5,1024,10,3584,0.002,0.9,False,10000,0,100,32,5,37,100000,0.031827066093683236,0.5691080689430237
0,gd,1.0,1024,5,1024,0.001,0.0,False,8000,0,100,37,5,38,22600,0.4549306035041809,281.48016357421875
1,gd,1.0,1024,5,1024,0.001,0.0,False,8000,0,100,37,5,39,23700,0.4312770068645477,272.28448486328125
2,gd,1.0,1024,5,1024,0.001,0.0,False,8000,0,100,37,5,40,26100,0.3508327007293701,299.6338195800781
3,gd,1.0,1024,5,1024,0.001,0.0,False,8000,0,100,37,5,41,23100,0.4888343513011933,302.21533203125
4,gd,1.0,1024,5,1024,0.001,0.0,False,8000,0,100,37,5,42,27700,0.3618796169757843,274.806640625
0,sgd,3.0,1024,1,32,0.002,0.9,False,400,0,100,22,5,23,3900,17.505150109529495,104.3587327003479
1,sgd,3.0,1024,1,32,0.002,0.9,False,400,0,100,22,5,24,3900,16.02479213476181,164.3287396430969
2,sgd,3.0,1024,1,32,0.002,0.9,False,400,0,100,22,5,25,3900,16.459130461017295,144.44422531127933
0,sgd,2.0,1024,1,32,0.01,0.0,False,10000,0,100,27,5,28,100000,7.373203542083503,366.66450691223145
1,sgd,2.0,1024,1,32,0.01,0.0,False,10000,0,100,27,5,29,100000,7.268777504563332,152.64623832702637
0,gd,2.5,1024,2,2560,0.01,0.0,False,10000,0,100,37,5,38,100000,0.03919520229101181,1.0050461292266846
1,gd,2.5,1024,2,2560,0.01,0.0,False,10000,0,100,37,5,39,100000,68.30670928955078,598.144287109375
2,gd,2.5,1024,2,2560,0.01,0.0,False,10000,0,100,37,5,40,77200,0.025452902540564537,0.1518392264842987
3,gd,2.5,1024,2,2560,0.01,0.0,False,10000,0,100,37,5,41,100000,58.31371688842773,277.82550048828125
4,gd,2.5,1024,2,2560,0.01,0.0,False,10000,0,100,37,5,42,100000,76.24618530273438,591.2084350585938
0,sgd,4.0,1024,1,32,0.01,0.0,False,10000,0,100,32,5,33,100000,26.903460763394836,179.9009456038475
0,gd,2.5,1024,1,2560,0.01,0.0,False,10000,0,100,32,5,33,7700,808.2501831054688,573.3342895507812
1,gd,2.5,1024,1,2560,0.01,0.0,False,10000,0,100,32,5,34,4300,818.7115478515625,424.468994140625
2,gd,2.5,1024,1,2560,0.01,0.0,False,10000,0,100,32,5,35,10800,778.6005249023438,312.2657470703125
3,gd,2.5,1024,1,2560,0.01,0.0,False,10000,0,100,32,5,36,2200,890.7811889648438,1109.09375
4,gd,2.5,1024,1,2560,0.01,0.0,False,10000,0,100,32,5,37,5700,744.787841796875,559.474609375
0,sgd,4.0,1024,1,32,0.01,0.0,False,400,0,100,37,5,38,3900,21.57702497765422,158.77313303947452
1,sgd,4.0,1024,1,32,0.01,0.0,False,400,0,100,37,5,39,3900,24.371623646467924,64.23358607292175
0,gd,2.5,1024,5,2560,0.01,0.0,False,10000,0,100,37,5,38,86500,0.09915734082460403,44.62639617919922
1,gd,2.5,1024,5,2560,0.01,0.0,False,10000,0,100,37,5,39,71100,0.13167914748191833,48.61385726928711
2,gd,2.5,1024,5,2560,0.01,0.0,False,10000,0,100,37,5,40,78200,0.1080678254365921,36.22350311279297
3,gd,2.5,1024,5,2560,0.01,0.0,False,10000,0,100,37,5,41,75100,0.06598345190286636,38.76786804199219
4,gd,2.5,1024,5,2560,0.01,0.0,False,10000,0,100,37,5,42,97400,0.11074979603290558,66.89324188232422
0,gd,3.0,1024,10,3072,0.002,0.9,False,10000,0,100,37,5,38,100000,0.05120012536644936,6.666018486022949
1,gd,3.0,1024,10,3072,0.002,0.9,False,10000,0,100,37,5,39,100000,0.04812513291835785,7.2470035552978525
2,gd,3.0,1024,10,3072,0.002,0.9,False,10000,0,100,37,5,40,100000,0.05180554091930389,7.329654216766357
3,gd,3.0,1024,10,3072,0.002,0.9,False,10000,0,100,37,5,41,100000,0.05109882354736328,7.482686996459961
4,gd,3.0,1024,10,3072,0.002,0.9,False,10000,0,100,37,5,42,100000,0.0595170222222805,8.812385559082031
0,gd,2.5,1024,1,2560,0.002,0.9,True,2000,0,100,22,5,23,20000,939.697265625,749.1280517578125
1,gd,2.5,1024,1,2560,0.002,0.9,True,2000,0,100,22,5,24,20000,880.1904296875,763.0652465820312
2,gd,2.5,1024,1,2560,0.002,0.9,True,2000,0,100,22,5,25,20000,1033.4014892578123,708.5994873046875
3,gd,2.5,1024,1,2560,0.002,0.9,True,2000,0,100,22,5,26,20000,921.9578857421876,420.3477783203125
4,gd,2.5,1024,1,2560,0.002,0.9,True,2000,0,100,22,5,27,20000,997.6054077148438,770.05419921875
0,sgd,3.5,1024,1,32,0.002,0.9,False,10000,0,100,32,5,33,100000,21.80780701126371,93.34095001220705
0,sgd,2.0,1024,1,32,0.01,0.0,False,10000,0,100,32,5,33,100000,6.039040233939887,213.71320152282715
1,sgd,2.0,1024,1,32,0.01,0.0,False,10000,0,100,32,5,34,100000,7.78214093670249,194.11025428771973
0,gd,2.5,1024,5,2560,0.002,0.9,False,2000,0,100,22,5,23,20000,0.2436589151620865,49.179443359375
1,gd,2.5,1024,5,2560,0.002,0.9,False,2000,0,100,22,5,24,20000,0.5225427746772766,101.580322265625
2,gd,2.5,1024,5,2560,0.002,0.9,False,2000,0,100,22,5,25,20000,0.2490306943655014,55.08043670654297
3,gd,2.5,1024,5,2560,0.002,0.9,False,2000,0,100,22,5,26,20000,0.2649385333061218,57.63777160644531
4,gd,2.5,1024,5,2560,0.002,0.9,False,2000,0,100,22,5,27,20000,0.47421795129776,73.11141204833984
0,gd,2.7,1024,5,2764,0.001,0.0,False,10000,0,100,37,5,38,100000,9.369715690612793,144.0417938232422
0,gd,2.0,1024,1,2048,0.01,0.0,False,10000,0,100,37,5,38,9400,367.1339721679688,912.154052734375
1,gd,2.0,1024,1,2048,0.01,0.0,False,10000,0,100,37,5,39,8100,382.6686706542969,978.6128540039062
2,gd,2.0,1024,1,2048,0.01,0.0,False,10000,0,100,37,5,40,5900,385.0461120605469,610.06494140625
3,gd,2.0,1024,1,2048,0.01,0.0,False,10000,0,100,37,5,41,4200,341.7684326171875,822.619384765625
4,gd,2.0,1024,1,2048,0.01,0.0,False,10000,0,100,37,5,42,7600,421.7455749511719,1081.330078125
0,gd,3.0,1024,10,3072,0.01,0.0,False,10000,0,100,32,5,33,80700,0.21464410424232486,35.13410186767578
1,gd,3.0,1024,10,3072,0.01,0.0,False,10000,0,100,32,5,34,75200,0.2383374571800232,34.16005325317383
2,gd,3.0,1024,10,3072,0.01,0.0,False,10000,0,100,32,5,35,71500,0.2467206567525864,31.47991180419922
3,gd,3.0,1024,10,3072,0.01,0.0,False,10000,0,100,32,5,36,69000,0.2508652210235596,38.50778198242188
4,gd,3.0,1024,10,3072,0.01,0.0,False,10000,0,100,32,5,37,61200,0.241527795791626,25.201152801513672
0,gd,2.4,1024,5,2457,0.001,0.0,False,10000,0,100,37,5,38,96800,2.429713487625122,240.1222381591797
1,gd,2.4,1024,5,2457,0.001,0.0,False,10000,0,100,37,5,39,100000,5.438356876373291,383.4381713867188
0,sgd,3.5,1024,1,32,0.01,0.0,False,400,0,100,27,5,28,3900,19.07677330715316,182.24458754062653
1,sgd,3.5,1024,1,32,0.01,0.0,False,400,0,100,27,5,29,3900,17.758463906390325,165.70857286453247
0,gd,3.5,1024,5,3584,0.002,0.9,False,10000,0,100,22,5,23,52300,0.012098141945898531,0.09978592395782472
1,gd,3.5,1024,5,3584,0.002,0.9,False,10000,0,100,22,5,24,60600,0.01188598107546568,0.0998602658510208
2,gd,3.5,1024,5,3584,0.002,0.9,False,10000,0,100,22,5,25,53500,0.012619847431778908,0.09988604485988617
3,gd,3.5,1024,5,3584,0.002,0.9,False,10000,0,100,22,5,26,51300,0.013014786876738071,0.09994437545537947
4,gd,3.5,1024,5,3584,0.002,0.9,False,10000,0,100,22,5,27,56600,0.011605028063058851,0.0998850017786026
0,sgd,3.5,1024,1,32,0.002,0.9,False,400,0,100,32,5,33,3900,21.65350052714348,93.41613101959229
1,sgd,3.5,1024,1,32,0.002,0.9,False,400,0,100,32,5,34,3900,21.029911833150045,90.74796152114868
2,sgd,3.5,1024,1,32,0.002,0.9,False,400,0,100,32,5,35,3900,21.81973099708557,98.12416362762451
0,gd,4.0,1024,5,4096,0.001,0.0,False,8000,0,100,22,5,23,50400,1.0341899394989014,1.6765564680099487
1,gd,4.0,1024,5,4096,0.001,0.0,False,8000,0,100,22,5,24,61900,1.021648406982422,1.388074517250061
2,gd,4.0,1024,5,4096,0.001,0.0,False,8000,0,100,22,5,25,71000,0.9845383763313292,2.2461836338043213
3,gd,4.0,1024,5,4096,0.001,0.0,False,8000,0,100,22,5,26,55700,0.978201985359192,1.3898472785949707
4,gd,4.0,1024,5,4096,0.001,0.0,False,8000,0,100,22,5,27,57000,1.2033475637435913,2.4358751773834233
0,gd,2.5,1024,2,2560,0.002,0.9,False,10000,0,100,37,5,38,82400,72.6008071899414,514.7940673828125
1,gd,2.5,1024,2,2560,0.002,0.9,False,10000,0,100,37,5,39,100000,0.010928043164312841,0.12452215701341628
2,gd,2.5,1024,2,2560,0.002,0.9,False,10000,0,100,37,5,40,71700,0.0061528212390840045,0.09966772794723512
3,gd,2.5,1024,2,2560,0.002,0.9,False,10000,0,100,37,5,41,81500,0.0051648877561092385,0.09954386949539183
4,gd,2.5,1024,2,2560,0.002,0.9,False,10000,0,100,37,5,42,72300,84.94744873046875,526.3775024414061
0,sgd,2.5,1024,1,32,0.01,0.0,False,10000,0,100,37,5,38,100000,11.625867879390714,134.86149454116818
1,sgd,2.5,1024,1,32,0.01,0.0,False,10000,0,100,37,5,39,100000,11.954376858472823,133.1008818149567
0,gd,3.0,1024,10,3072,0.01,0.0,False,10000,0,100,27,5,28,58700,0.2402682453393936,13.538698196411133
1,gd,3.0,1024,10,3072,0.01,0.0,False,10000,0,100,27,5,29,57900,0.2758691906929016,11.173934936523438
2,gd,3.0,1024,10,3072,0.01,0.0,False,10000,0,100,27,5,30,62400,0.2585696578025818,12.984628677368164
3,gd,3.0,1024,10,3072,0.01,0.0,False,10000,0,100,27,5,31,67200,0.24098378419876101,11.95871353149414
4,gd,3.0,1024,10,3072,0.01,0.0,False,10000,0,100,27,5,32,62200,0.2452221363782883,13.857173919677734
0,gd,4.0,1024,5,4096,0.002,0.9,False,10000,0,100,37,5,38,18200,0.041058149188756936,0.09987907856702803
1,gd,4.0,1024,5,4096,0.002,0.9,False,10000,0,100,37,5,39,14300,0.05420083552598953,0.09974341839551926
2,gd,4.0,1024,5,4096,0.002,0.9,False,10000,0,100,37,5,40,19500,0.034271858632564545,0.09951797872781754
3,gd,4.0,1024,5,4096,0.002,0.9,False,10000,0,100,37,5,41,15800,0.05155475065112114,0.09917458146810533
4,gd,4.0,1024,5,4096,0.002,0.9,False,10000,0,100,37,5,42,17300,0.043791577219963074,0.09961941838264464
0,gd,6.0,1024,5,6144,0.001,0.0,False,8000,0,100,32,5,33,33900,0.5250602960586548,0.09983296692371367
1,gd,6.0,1024,5,6144,0.001,0.0,False,8000,0,100,32,5,34,31900,0.6325241327285767,0.17582029104232788
2,gd,6.0,1024,5,6144,0.001,0.0,False,8000,0,100,32,5,35,32400,0.5949243307113647,0.11365845799446105
3,gd,6.0,1024,5,6144,0.001,0.0,False,8000,0,100,32,5,36,34700,0.5323536992073059,0.11524460464715958
4,gd,6.0,1024,5,6144,0.001,0.0,False,8000,0,100,32,5,37,34200,0.5845711827278137,0.19005051255226132
0,gd,2.5,1024,2,2560,0.002,0.9,False,2000,0,100,22,5,23,20000,0.036119993776082986,0.5725281834602356
1,gd,2.5,1024,2,2560,0.002,0.9,False,2000,0,100,22,5,24,20000,101.4369888305664,498.6411437988281
2,gd,2.5,1024,2,2560,0.002,0.9,False,2000,0,100,22,5,25,20000,89.13233947753906,375.77862548828125
3,gd,2.5,1024,2,2560,0.002,0.9,False,2000,0,100,22,5,26,20000,0.024535102769732475,0.2941513657569885
4,gd,2.5,1024,2,2560,0.002,0.9,False,2000,0,100,22,5,27,20000,103.73567962646484,815.1522827148438
0,gd,6.0,1024,2,6144,0.001,0.0,False,8000,0,100,22,10,23,3000,2.78720498085022,0.3978617191314697
1,gd,6.0,1024,2,6144,0.001,0.0,False,8000,0,100,22,10,24,4500,1.798072099685669,0.3103196620941162
2,gd,6.0,1024,2,6144,0.001,0.0,False,8000,0,100,22,10,25,4100,2.0536766052246094,0.2932216823101044
3,gd,6.0,1024,2,6144,0.001,0.0,False,8000,0,100,22,10,26,4000,1.7751498222351074,0.1991574913263321
4,gd,6.0,1024,2,6144,0.001,0.0,False,8000,0,100,22,10,27,4200,1.6462101936340332,0.1451886147260666
5,gd,6.0,1024,2,6144,0.001,0.0,False,8000,0,100,22,10,28,4100,1.6649361848831177,0.16290023922920227
6,gd,6.0,1024,2,6144,0.001,0.0,False,8000,0,100,22,10,29,4200,1.840027332305908,0.16356833279132846
7,gd,6.0,1024,2,6144,0.001,0.0,False,8000,0,100,22,10,30,3900,1.8304518461227417,0.2767373323440552
8,gd,6.0,1024,2,6144,0.001,0.0,False,8000,0,100,22,10,31,5000,1.8531827926635744,0.4039634168148041
9,gd,6.0,1024,2,6144,0.001,0.0,False,8000,0,100,22,10,32,6400,1.588639497756958,0.30855903029441833
0,gd,4.0,1024,5,4096,0.01,0.0,False,10000,0,100,37,5,38,28700,0.05888687074184418,0.1360396295785904
1,gd,4.0,1024,5,4096,0.01,0.0,False,10000,0,100,37,5,39,26400,0.059816233813762665,0.1097872331738472
2,gd,4.0,1024,5,4096,0.01,0.0,False,10000,0,100,37,5,40,30900,0.04962626099586487,0.1368803083896637
3,gd,4.0,1024,5,4096,0.01,0.0,False,10000,0,100,37,5,41,28100,0.058475978672504425,0.11327238380908965
4,gd,4.0,1024,5,4096,0.01,0.0,False,10000,0,100,37,5,42,29700,0.05436966195702553,0.12119458615779875
0,sgd,2.5,1024,1,32,0.01,0.0,False,400,0,100,27,5,28,3900,10.876791673898698,158.97318553924558
1,sgd,2.5,1024,1,32,0.01,0.0,False,400,0,100,27,5,29,3900,11.07550043463707,255.8386993408203
2,sgd,2.5,1024,1,32,0.01,0.0,False,400,0,100,27,5,30,3900,11.290140187740324,124.02103996276855
3,sgd,2.5,1024,1,32,0.01,0.0,False,400,0,100,27,5,31,3900,10.591256469488146,140.8312282562256
0,gd,3.5,1024,2,3584,0.01,0.0,True,10000,0,100,22,5,23,4800,0.10822704434394836,0.09890685975551604
1,gd,3.5,1024,2,3584,0.01,0.0,True,10000,0,100,22,5,24,10700,0.10737581551074983,0.09778771549463272
2,gd,3.5,1024,2,3584,0.01,0.0,True,10000,0,100,22,5,25,5300,0.10507920384407043,0.09871291369199753
3,gd,3.5,1024,2,3584,0.01,0.0,True,10000,0,100,22,5,26,15900,0.08474468439817429,0.09996417164802553
4,gd,3.5,1024,2,3584,0.01,0.0,True,10000,0,100,22,5,27,5500,0.12888078391551971,0.09889224916696547
0,gd,2.5,1024,2,2560,0.01,0.0,False,10000,0,100,22,5,23,52200,0.02553130872547626,0.6296733617782593
1,gd,2.5,1024,2,2560,0.01,0.0,False,10000,0,100,22,5,24,100000,87.9530029296875,406.1611328125
2,gd,2.5,1024,2,2560,0.01,0.0,False,10000,0,100,22,5,25,47900,0.02550175040960312,0.2303934693336487
3,gd,2.5,1024,2,2560,0.01,0.0,False,10000,0,100,22,5,26,35200,0.0254916213452816,0.36439865827560425
4,gd,2.5,1024,2,2560,0.01,0.0,False,10000,0,100,22,5,27,100000,101.31816864013672,632.0694580078125
0,gd,2.0,1024,10,2048,0.01,0.0,False,10000,0,100,32,5,33,43900,0.0949242115020752,192.7027282714844
1,gd,2.0,1024,10,2048,0.01,0.0,False,10000,0,100,32,5,34,42900,0.12279325723648073,234.4466552734375
2,gd,2.0,1024,10,2048,0.01,0.0,False,10000,0,100,32,5,35,42500,0.13938210904598236,233.7935485839844
3,gd,2.0,1024,10,2048,0.01,0.0,False,10000,0,100,32,5,36,44700,0.11270943284034728,211.51304626464844
4,gd,2.0,1024,10,2048,0.01,0.0,False,10000,0,100,32,5,37,42100,0.13183222711086273,215.3359680175781
0,gd,3.0,1024,10,3072,0.01,0.0,False,10000,0,100,22,5,23,62400,0.2775833010673523,19.934232711791992
1,gd,3.0,1024,10,3072,0.01,0.0,False,10000,0,100,22,5,24,66100,0.22569864988327026,14.10691738128662
2,gd,3.0,1024,10,3072,0.01,0.0,False,10000,0,100,22,5,25,65200,0.29103124141693115,16.797677993774414
3,gd,3.0,1024,10,3072,0.01,0.0,False,10000,0,100,22,5,26,73300,0.24149176478385925,18.642871856689453
4,gd,3.0,1024,10,3072,0.01,0.0,False,10000,0,100,22,5,27,60200,0.2904486954212189,16.192024230957028
0,gd,2.5,1024,1,2560,0.002,0.9,False,10000,0,100,27,5,28,4400,815.1992797851562,520.5291748046875
1,gd,2.5,1024,1,2560,0.002,0.9,False,10000,0,100,27,5,29,4300,827.4794921875,838.3746337890625
2,gd,2.5,1024,1,2560,0.002,0.9,False,10000,0,100,27,5,30,3100,870.1841430664062,444.8992004394531
3,gd,2.5,1024,1,2560,0.002,0.9,False,10000,0,100,27,5,31,2300,775.1943359375,890.9361572265625
4,gd,2.5,1024,1,2560,0.002,0.9,False,10000,0,100,27,5,32,6200,836.3002319335938,685.956787109375
0,gd,4.0,1024,5,4096,0.001,0.0,False,8000,0,100,27,5,28,55700,0.8198890686035156,2.1451258659362797
1,gd,4.0,1024,5,4096,0.001,0.0,False,8000,0,100,27,5,29,55400,0.9379472732543944,2.026526689529419
2,gd,4.0,1024,5,4096,0.001,0.0,False,8000,0,100,27,5,30,54900,0.990530490875244,2.4720375537872314
3,gd,4.0,1024,5,4096,0.001,0.0,False,8000,0,100,27,5,31,57300,0.9252100586891174,2.1036622524261475
4,gd,4.0,1024,5,4096,0.001,0.0,False,8000,0,100,27,5,32,63700,0.8934764266014099,2.643587827682495
0,gd,3.0,1024,1,3072,0.01,0.0,False,10000,0,100,22,5,23,3500,1430.95947265625,589.7919921875
1,gd,3.0,1024,1,3072,0.01,0.0,False,10000,0,100,22,5,24,3700,1364.088623046875,545.6920776367189
2,gd,3.0,1024,1,3072,0.01,0.0,False,10000,0,100,22,5,25,7300,1418.74560546875,716.6109619140625
3,gd,3.0,1024,1,3072,0.01,0.0,False,10000,0,100,22,5,26,5900,1481.5059814453125,863.5783081054688
4,gd,3.0,1024,1,3072,0.01,0.0,False,10000,0,100,22,5,27,4100,1448.8701171875,403.50811767578125
0,gd,2.0,1024,2,2048,0.01,0.0,False,10000,0,100,37,5,38,100000,7.199413776397705,713.7301025390625
1,gd,2.0,1024,2,2048,0.01,0.0,False,10000,0,100,37,5,39,100000,7.9724063873291025,781.7905883789062
2,gd,2.0,1024,2,2048,0.01,0.0,False,10000,0,100,37,5,40,100000,5.900747776031494,308.6923828125
3,gd,2.0,1024,2,2048,0.01,0.0,False,10000,0,100,37,5,41,100000,8.244817733764647,610.1030883789062
4,gd,2.0,1024,2,2048,0.01,0.0,False,10000,0,100,37,5,42,100000,7.755662441253662,463.0639343261719
0,sgd,3.5,1024,1,32,0.002,0.9,False,400,0,100,37,5,38,3900,19.599737780434747,133.25900173187256
1,sgd,3.5,1024,1,32,0.002,0.9,False,400,0,100,37,5,39,3900,20.785340402807513,107.15904080867769
2,sgd,3.5,1024,1,32,0.002,0.9,False,400,0,100,37,5,40,3900,18.38668609516961,73.62614238262177
0,gd,3.0,1024,5,3072,0.002,0.9,False,10000,0,100,37,5,38,100000,0.015423626638948916,0.9465621709823608
1,gd,3.0,1024,5,3072,0.002,0.9,False,10000,0,100,37,5,39,100000,0.014408549293875694,1.0264120101928709
2,gd,3.0,1024,5,3072,0.002,0.9,False,10000,0,100,37,5,40,100000,0.015625303611159325,0.8277354836463928
3,gd,3.0,1024,5,3072,0.002,0.9,False,10000,0,100,37,5,41,100000,0.0142553998157382,0.8667444586753845
4,gd,3.0,1024,5,3072,0.002,0.9,False,10000,0,100,37,5,42,100000,0.018229423090815544,1.1511400938034058
0,gd,2.5,1024,2,2560,0.002,0.9,False,10000,0,100,32,5,33,100000,66.12631225585939,387.8688049316406
1,gd,2.5,1024,2,2560,0.002,0.9,False,10000,0,100,32,5,34,100000,49.3332405090332,295.1006774902344
2,gd,2.5,1024,2,2560,0.002,0.9,False,10000,0,100,32,5,35,89000,65.27023315429689,241.0570373535156
3,gd,2.5,1024,2,2560,0.002,0.9,False,10000,0,100,32,5,36,89000,67.28853607177734,523.3569946289061
4,gd,2.5,1024,2,2560,0.002,0.9,False,10000,0,100,32,5,37,100000,64.82978820800781,497.8369445800781
0,gd,2.5,1024,5,2560,0.002,0.9,True,2000,0,100,22,5,23,20000,0.2436589151620865,49.179443359375
1,gd,2.5,1024,5,2560,0.002,0.9,True,2000,0,100,22,5,24,20000,0.5225427746772766,101.580322265625
2,gd,2.5,1024,5,2560,0.002,0.9,True,2000,0,100,22,5,25,20000,0.2490306943655014,55.08043670654297
3,gd,2.5,1024,5,2560,0.002,0.9,True,2000,0,100,22,5,26,20000,0.2649385333061218,57.63777160644531
4,gd,2.5,1024,5,2560,0.002,0.9,True,2000,0,100,22,5,27,20000,0.47421795129776,73.11141204833984
0,gd,9.0,1024,1,9216,0.001,0.0,False,8000,0,100,32,10,33,300,0.21553631126880649,0.00716057140380144
1,gd,9.0,1024,1,9216,0.001,0.0,False,8000,0,100,32,10,34,500,0.02818439900875092,0.0016681455308571458
2,gd,9.0,1024,1,9216,0.001,0.0,False,8000,0,100,32,10,35,200,3.0132057666778564,0.07957509905099869
3,gd,9.0,1024,1,9216,0.001,0.0,False,8000,0,100,32,10,36,300,0.9581096172332764,0.029470443725585938
4,gd,9.0,1024,1,9216,0.001,0.0,False,8000,0,100,32,10,37,300,0.3828926980495453,0.012232936918735504
5,gd,9.0,1024,1,9216,0.001,0.0,False,8000,0,100,32,10,38,300,0.06270387768745422,0.0025775379035621877
6,gd,9.0,1024,1,9216,0.001,0.0,False,8000,0,100,32,10,39,500,0.02714256569743156,0.0010958976345136762
7,gd,9.0,1024,1,9216,0.001,0.0,False,8000,0,100,32,10,40,300,0.11808539927005768,0.0037642137613147493
8,gd,9.0,1024,1,9216,0.001,0.0,False,8000,0,100,32,10,41,300,0.5390183329582214,0.020251242443919185
9,gd,9.0,1024,1,9216,0.001,0.0,False,8000,0,100,32,10,42,300,0.14652033150196075,0.0036552518140524634
0,gd,3.0,1024,10,3072,0.002,0.9,False,10000,0,100,22,5,23,100000,0.05389462038874626,9.61280918121338
1,gd,3.0,1024,10,3072,0.002,0.9,False,10000,0,100,22,5,24,100000,0.049769312143325806,7.022956848144531
2,gd,3.0,1024,10,3072,0.002,0.9,False,10000,0,100,22,5,25,100000,0.058622859418392174,7.75608491897583
3,gd,3.0,1024,10,3072,0.002,0.9,False,10000,0,100,22,5,26,100000,0.06102214753627778,9.957359313964844
4,gd,3.0,1024,10,3072,0.002,0.9,False,10000,0,100,22,5,27,100000,0.054086491465568536,7.905058860778809
0,gd,2.7,1024,10,2764,0.001,0.0,False,10000,0,100,32,5,33,100000,4.481650352478027,112.56517791748048
0,gd,2.0,1024,10,2048,0.01,0.0,False,10000,0,100,27,5,28,40600,0.1319672167301178,172.8315887451172
1,gd,2.0,1024,10,2048,0.01,0.0,False,10000,0,100,27,5,29,46600,0.1141773760318756,190.20391845703125
2,gd,2.0,1024,10,2048,0.01,0.0,False,10000,0,100,27,5,30,42500,0.15536364912986755,168.50364685058594
3,gd,2.0,1024,10,2048,0.01,0.0,False,10000,0,100,27,5,31,47100,0.10713738203048706,186.4237060546875
4,gd,2.0,1024,10,2048,0.01,0.0,False,10000,0,100,27,5,32,47400,0.11463494598865508,203.5347595214844
0,sgd,3.5,1024,1,32,0.01,0.0,False,400,0,100,32,5,33,3900,19.47606635093689,151.93147110939026
1,sgd,3.5,1024,1,32,0.01,0.0,False,400,0,100,32,5,34,3900,20.561310406242093,81.8133862018585
0,sgd,2.5,1024,1,32,0.002,0.9,False,10000,0,100,22,5,23,100000,12.84859554171562,141.64911270141604
0,sgd,4.0,1024,1,32,0.002,0.9,False,10000,0,100,27,5,28,100000,22.511353842914104,111.01350462436676
0,gd,3.5,1024,2,3584,0.01,0.0,False,10000,0,100,32,5,33,7900,0.07860937714576721,0.098669171333313
1,gd,3.5,1024,2,3584,0.01,0.0,False,10000,0,100,32,5,34,5700,0.07715597748756409,0.0997571349143982
2,gd,3.5,1024,2,3584,0.01,0.0,False,10000,0,100,32,5,35,7500,0.06969652324914932,0.09714707732200624
3,gd,3.5,1024,2,3584,0.01,0.0,False,10000,0,100,32,5,36,9100,0.035530630499124534,0.10374422371387483
4,gd,3.5,1024,2,3584,0.01,0.0,False,10000,0,100,32,5,37,7800,0.11192189157009123,0.09956593811511992
0,gd,3.5,1024,5,3584,0.01,0.0,False,10000,0,100,32,5,33,36400,0.07323984056711197,0.3491167724132538
1,gd,3.5,1024,5,3584,0.01,0.0,False,10000,0,100,32,5,34,35700,0.07441704720258713,0.3581437468528748
2,gd,3.5,1024,5,3584,0.01,0.0,False,10000,0,100,32,5,35,37800,0.07450554519891739,0.4103168249130249
3,gd,3.5,1024,5,3584,0.01,0.0,False,10000,0,100,32,5,36,38100,0.07308685779571532,0.4616644084453583
4,gd,3.5,1024,5,3584,0.01,0.0,False,10000,0,100,32,5,37,39400,0.08724289387464522,0.4209901690483093
0,gd,6.0,1024,1,6144,0.001,0.0,False,8000,0,100,22,10,23,500,0.2993413805961609,0.01325200591236353
1,gd,6.0,1024,1,6144,0.001,0.0,False,8000,0,100,22,10,24,7800,0.2640436887741089,0.01107166148722172
2,gd,6.0,1024,1,6144,0.001,0.0,False,8000,0,100,22,10,25,1000,1.6632736921310425,0.07710996270179749
3,gd,6.0,1024,1,6144,0.001,0.0,False,8000,0,100,22,10,26,500,0.4537559151649475,0.022393105551600456
