,optim,train,features,hidden,size,lr,momentum,nesterov,epochs,decay,test,seed,runs,seed,epoch,train loss,test loss
2,gd,256,32,32,32,0.002,0.0,False,10000,0,256,5,20,8,50400,0.029235981404781338,0.17299148440361026
3,gd,256,32,32,32,0.002,0.0,False,10000,0,256,5,20,9,50400,0.031055685132741925,0.1861116588115692
4,gd,256,32,32,32,0.002,0.0,False,10000,0,256,5,20,10,50400,0.029391346499323845,0.18298959732055664
5,gd,256,32,32,32,0.002,0.0,False,10000,0,256,5,20,11,50400,0.030737308785319332,0.18721674382686612
6,gd,256,32,32,32,0.002,0.0,False,10000,0,256,5,20,12,50400,0.03096766397356987,0.19426658749580386
7,gd,256,32,32,32,0.002,0.0,False,10000,0,256,5,20,13,50400,0.030996672809123993,0.17955173552036285
8,gd,256,32,32,32,0.002,0.0,False,10000,0,256,5,20,14,50400,0.028244767338037487,0.16508644819259646
9,gd,256,32,32,32,0.002,0.0,False,10000,0,256,5,20,15,50400,0.02939960733056068,0.1708555370569229
10,gd,256,32,32,32,0.002,0.0,False,10000,0,256,5,20,16,50400,0.02966005355119705,0.1735585331916809
11,gd,256,32,32,32,0.002,0.0,False,10000,0,256,5,20,17,50400,0.03109013848006725,0.18697695434093475
12,gd,256,32,32,32,0.002,0.0,False,10000,0,256,5,20,18,50400,0.029451508074998856,0.16998246312141418
13,gd,256,32,32,32,0.002,0.0,False,10000,0,256,5,20,19,50400,0.030235987156629562,0.1832779496908188
14,gd,256,32,32,32,0.002,0.0,False,10000,0,256,5,20,20,50400,0.030436582863330838,0.1829368472099304
15,gd,256,32,32,32,0.002,0.0,False,10000,0,256,5,20,21,50400,0.02967189811170101,0.1678774058818817
16,gd,256,32,32,32,0.002,0.0,False,10000,0,256,5,20,22,50400,0.03092092275619507,0.1850692927837372
17,gd,256,32,32,32,0.002,0.0,False,10000,0,256,5,20,23,50400,0.029625380411744118,0.1734161674976349
18,gd,256,32,32,32,0.002,0.0,False,10000,0,256,5,20,24,50400,0.02969045378267765,0.17127323150634766
19,gd,256,32,32,32,0.002,0.0,False,10000,0,256,5,20,25,50400,0.03298487141728401,0.20437972247600555
0,sgd,256,32,32,32,0.002,0.0,False,10000,0,256,5,20,6,50400,0.0035946816788055007,0.020415551261976358
1,sgd,256,32,32,32,0.002,0.0,False,10000,0,256,5,20,7,50400,0.0037718699313700203,0.022605036618188024
2,sgd,256,32,32,32,0.002,0.0,False,10000,0,256,5,20,8,50400,0.003651852894108743,0.021596878301352262
3,sgd,256,32,32,32,0.002,0.0,False,10000,0,256,5,20,9,50400,0.0038812621787656103,0.023253964027389884
4,sgd,256,32,32,32,0.002,0.0,False,10000,0,256,5,20,10,50400,0.0036714850866701454,0.022847098531201482
5,sgd,256,32,32,32,0.002,0.0,False,10000,0,256,5,20,11,50400,0.0038405129744205615,0.023384902626276016
6,sgd,256,32,32,32,0.002,0.0,False,10000,0,256,5,20,12,50400,0.003868744010105729,0.024262530030682683
7,sgd,256,32,32,32,0.002,0.0,False,10000,0,256,5,20,13,50400,0.003871979133691639,0.02242344873957336
8,sgd,256,32,32,32,0.002,0.0,False,10000,0,256,5,20,14,50400,0.0035289470106363297,0.0206228808965534
9,sgd,256,32,32,32,0.002,0.0,False,10000,0,256,5,20,15,50400,0.003671657963423058,0.021333989221602682
10,sgd,256,32,32,32,0.002,0.0,False,10000,0,256,5,20,16,50400,0.003707175579620525,0.02167841256596148
11,sgd,256,32,32,32,0.002,0.0,False,10000,0,256,5,20,17,50400,0.003883833647705615,0.023346733883954585
12,sgd,256,32,32,32,0.002,0.0,False,10000,0,256,5,20,18,50400,0.003678044799016789,0.021208835998550057
13,sgd,256,32,32,32,0.002,0.0,False,10000,0,256,5,20,19,50400,0.0037787263572681695,0.022894542897120118
14,sgd,256,32,32,32,0.002,0.0,False,10000,0,256,5,20,20,50400,0.003802190040005371,0.022846801672130827
15,sgd,256,32,32,32,0.002,0.0,False,10000,0,256,5,20,21,50400,0.003707712836330757,0.02096689259633422
16,sgd,256,32,32,32,0.002,0.0,False,10000,0,256,5,20,22,50400,0.003862928802846,0.023111294722184542
17,sgd,256,32,32,32,0.002,0.0,False,10000,0,256,5,20,23,50400,0.003700933099025861,0.021652221912518144
18,sgd,256,32,32,32,0.002,0.0,False,10000,0,256,5,20,24,50400,0.003709924669237808,0.02139174239709973
19,sgd,256,32,32,32,0.002,0.0,False,10000,0,256,5,20,25,50400,0.004120963509194553,0.0255260628182441
0,sgd,128,32,10,32,0.0005,0.9,False,20000,0,128,5,20,6,100800,0.00025268262834288185,0.011313016409985721
1,sgd,128,32,10,32,0.0005,0.9,False,20000,0,128,5,20,7,100800,0.00023151014465838668,0.00831187202129513
2,sgd,128,32,10,32,0.0005,0.9,False,20000,0,128,5,20,8,100800,0.00027124265034217393,0.011906068539246915
3,sgd,128,32,10,32,0.0005,0.9,False,20000,0,128,5,20,9,100800,0.00026850685026147403,0.012189712142571809
4,sgd,128,32,10,32,0.0005,0.9,False,20000,0,128,5,20,10,100800,0.00023569375844090248,0.009592341142706571
5,sgd,128,32,10,32,0.0005,0.9,False,20000,0,128,5,20,11,100800,0.00027428502653492615,0.012440910213626921
6,sgd,128,32,10,32,0.0005,0.9,False,20000,0,128,5,20,12,100800,0.000242304307903396,0.010164494276978077
7,sgd,128,32,10,32,0.0005,0.9,False,20000,0,128,5,20,13,100800,0.0002530330348236021,0.011159237939864395
8,sgd,128,32,10,32,0.0005,0.9,False,20000,0,128,5,20,14,100800,0.0002682213525986299,0.012074865167960523
9,sgd,128,32,10,32,0.0005,0.9,False,20000,0,128,5,20,15,100800,0.00025461058612563653,0.009578577242791651
10,sgd,128,32,10,32,0.0005,0.9,False,20000,0,128,5,20,16,100800,0.00025405468113604,0.011695750872604549
11,sgd,128,32,10,32,0.0005,0.9,False,20000,0,128,5,20,17,100800,0.0002657653822097928,0.011970068793743849
12,sgd,128,32,10,32,0.0005,0.9,False,20000,0,128,5,20,18,100800,0.0002664447602001019,0.011291127768345177
13,sgd,128,32,10,32,0.0005,0.9,False,20000,0,128,5,20,19,100800,0.00024543308973079547,0.009363755350932479
14,sgd,128,32,10,32,0.0005,0.9,False,20000,0,128,5,20,20,100800,0.00025228092999896035,0.011602399055846035
15,sgd,128,32,10,32,0.0005,0.9,False,20000,0,128,5,20,21,100800,0.00027317629792378284,0.013004848500713706
16,sgd,128,32,10,32,0.0005,0.9,False,20000,0,128,5,20,22,100800,0.0002592899181763641,0.011102396761998534
17,sgd,128,32,10,32,0.0005,0.9,False,20000,0,128,5,20,23,100800,0.00028348530759103596,0.012869023717939855
18,sgd,128,32,10,32,0.0005,0.9,False,20000,0,128,5,20,24,100800,0.00022289708431344482,0.007862052996642888
19,sgd,128,32,10,32,0.0005,0.9,False,20000,0,128,5,20,25,100800,0.00024728582866373466,0.010882390546612442
0,gd,128,32,1,32,0.0005,0.9,False,20000,0,128,5,20,6,100800,155.7998504638672,804.9224853515625
1,gd,128,32,1,32,0.0005,0.9,False,20000,0,128,5,20,7,400,3.124312197844148e-10,2.7761346554910915e-09
2,gd,128,32,1,32,0.0005,0.9,False,20000,0,128,5,20,8,500,1.3989490121879558e-10,1.2347285416325347e-09
3,gd,128,32,1,32,0.0005,0.9,False,20000,0,128,5,20,9,100800,117.74485778808594,1021.012451171875
4,gd,128,32,1,32,0.0005,0.9,False,20000,0,128,5,20,10,100800,155.0307159423828,605.3863525390625
5,gd,128,32,1,32,0.0005,0.9,False,20000,0,128,5,20,11,400,3.5478703308555737e-10,3.0519529126138427e-09
6,gd,128,32,1,32,0.0005,0.9,False,20000,0,128,5,20,12,1400,4.977153689189606e-10,4.4554533396024e-09
7,gd,128,32,1,32,0.0005,0.9,False,20000,0,128,5,20,13,500,2.8060154200204584e-10,2.558253608953009e-09
8,gd,128,32,1,32,0.0005,0.9,False,20000,0,128,5,20,14,400,2.3085893197105634e-09,2.4587873070913705e-08
9,gd,128,32,1,32,0.0005,0.9,False,20000,0,128,5,20,15,500,1.976389191193917e-10,1.7807788577073325e-09
10,gd,128,32,1,32,0.0005,0.9,False,20000,0,128,5,20,16,100800,143.9956512451172,682.1319580078125
11,gd,128,32,1,32,0.0005,0.9,False,20000,0,128,5,20,17,400,2.2291606061042304e-10,2.6140287712195227e-09
12,gd,128,32,1,32,0.0005,0.9,False,20000,0,128,5,20,18,500,6.510565420114743e-10,5.375518696837388e-09
13,gd,128,32,1,32,0.0005,0.9,False,20000,0,128,5,20,19,100800,69.54790496826172,627.1829833984375
14,gd,128,32,1,32,0.0005,0.9,False,20000,0,128,5,20,20,100800,79.4659652709961,597.5514526367188
15,gd,128,32,1,32,0.0005,0.9,False,20000,0,128,5,20,21,400,5.146537418454501e-09,5.1531191758158457e-08
16,gd,128,32,1,32,0.0005,0.9,False,20000,0,128,5,20,22,100800,137.93885803222656,597.80517578125
17,gd,128,32,1,32,0.0005,0.9,False,20000,0,128,5,20,23,400,1.8516568278670318e-09,1.959399398288042e-08
18,gd,128,32,1,32,0.0005,0.9,False,20000,0,128,5,20,24,300,2.831361589628045e-09,1.5301626632435728e-08
19,gd,128,32,1,32,0.0005,0.9,False,20000,0,128,5,20,25,400,6.8707715072946485e-09,7.060829432248282e-08
0,gd,256,32,1,32,0.002,0.9,False,10000,0,256,5,20,6,300,5.2977795761410824e-11,7.359782228100188e-11
1,gd,256,32,1,32,0.002,0.9,False,10000,0,256,5,20,7,300,8.866139072916113e-11,6.858949519461532e-11
2,gd,256,32,1,32,0.002,0.9,False,10000,0,256,5,20,8,300,6.777975403160497e-11,7.283064429319808e-11
3,gd,256,32,1,32,0.002,0.9,False,10000,0,256,5,20,9,300,6.43253159071655e-11,9.188437510854186e-11
4,gd,256,32,1,32,0.002,0.9,False,10000,0,256,5,20,10,300,6.183357298406023e-11,6.968142035601589e-11
5,gd,256,32,1,32,0.002,0.9,False,10000,0,256,5,20,11,300,5.936826724672883e-11,7.436355003997973e-11
6,gd,256,32,1,32,0.002,0.9,False,10000,0,256,5,20,12,300,7.764790199704663e-11,7.034863663823998e-11
7,gd,256,32,1,32,0.002,0.9,False,10000,0,256,5,20,13,300,6.549055742155474e-11,6.305478361667838e-11
8,gd,256,32,1,32,0.002,0.9,False,10000,0,256,5,20,14,300,5.99267233059031e-11,6.600626989428092e-11
9,gd,256,32,1,32,0.002,0.9,False,10000,0,256,5,20,15,300,6.31523236482856e-11,8.19762868697893e-11
10,gd,256,32,1,32,0.002,0.9,False,10000,0,256,5,20,16,300,9.452476995575054e-11,1.1820866507861183e-10
11,gd,256,32,1,32,0.002,0.9,False,10000,0,256,5,20,17,300,5.777175959842396e-11,7.996695666756538e-11
12,gd,256,32,1,32,0.002,0.9,False,10000,0,256,5,20,18,300,6.082721826228266e-11,8.122282013633964e-11
13,gd,256,32,1,32,0.002,0.9,False,10000,0,256,5,20,19,300,7.290566761408712e-11,1.2481231326244568e-10
14,gd,256,32,1,32,0.002,0.9,False,10000,0,256,5,20,20,300,7.956379305396054e-11,7.338845503523929e-11
15,gd,256,32,1,32,0.002,0.9,False,10000,0,256,5,20,21,300,6.993202544824939e-11,8.579843085998462e-11
16,gd,256,32,1,32,0.002,0.9,False,10000,0,256,5,20,22,300,9.537672041037836e-11,1.5754182680627338e-10
17,gd,256,32,1,32,0.002,0.9,False,10000,0,256,5,20,23,300,6.32892349639036e-11,6.835511323632915e-11
18,gd,256,32,1,32,0.002,0.9,False,10000,0,256,5,20,24,300,6.657643186747109e-11,1.1505732477878894e-10
19,gd,256,32,1,32,0.002,0.9,False,10000,0,256,5,20,25,300,6.215560705014056e-11,8.44925449050571e-11
0,sgd,256,32,10,32,0.0005,0.0,False,20000,0,256,5,20,6,100800,0.0013589093287009744,0.008243548858445138
1,sgd,256,32,10,32,0.0005,0.0,False,20000,0,256,5,20,7,100800,0.0014379181375261394,0.008681747654918581
2,sgd,256,32,10,32,0.0005,0.0,False,20000,0,256,5,20,8,100800,0.0014163050800561905,0.0092390674399212
3,sgd,256,32,10,32,0.0005,0.0,False,20000,0,256,5,20,9,100800,0.0015159239701461047,0.009215675410814585
4,sgd,256,32,10,32,0.0005,0.0,False,20000,0,256,5,20,10,100800,0.0013353212270885706,0.008480479242280127
5,sgd,256,32,10,32,0.0005,0.0,False,20000,0,256,5,20,11,100800,0.0013666906743310392,0.008037294202949852
6,sgd,256,32,10,32,0.0005,0.0,False,20000,0,256,5,20,12,100800,0.001552524176076986,0.010835953638888896
7,sgd,256,32,10,32,0.0005,0.0,False,20000,0,256,5,20,13,100800,0.0013844631976098756,0.007669864105992019
8,sgd,256,32,10,32,0.0005,0.0,False,20000,0,256,5,20,14,100800,0.0012915690749650821,0.007666415942367165
9,sgd,256,32,10,32,0.0005,0.0,False,20000,0,256,5,20,15,100800,0.0013946917024441063,0.008680932980496436
10,sgd,256,32,10,32,0.0005,0.0,False,20000,0,256,5,20,16,100800,0.0014913272752892224,0.009024569590110332
11,sgd,256,32,10,32,0.0005,0.0,False,20000,0,256,5,20,17,100800,0.0014002038078615444,0.00893619138514623
12,sgd,256,32,10,32,0.0005,0.0,False,20000,0,256,5,20,18,100800,0.0014004332188051196,0.009125722339376807
13,sgd,256,32,10,32,0.0005,0.0,False,20000,0,256,5,20,19,100800,0.0012621902860701086,0.007226402871310711
14,sgd,256,32,10,32,0.0005,0.0,False,20000,0,256,5,20,20,100800,0.0013530633877962828,0.008273197337985039
15,sgd,256,32,10,32,0.0005,0.0,False,20000,0,256,5,20,21,100800,0.0014177966950228438,0.008681061735842377
16,sgd,256,32,10,32,0.0005,0.0,False,20000,0,256,5,20,22,100800,0.0014349800039781258,0.008911345968954265
17,sgd,256,32,10,32,0.0005,0.0,False,20000,0,256,5,20,23,100800,0.0015134620480239393,0.00988930807216093
18,sgd,256,32,10,32,0.0005,0.0,False,20000,0,256,5,20,24,100800,0.001352527367998846,0.007352077635005117
19,sgd,256,32,10,32,0.0005,0.0,False,20000,0,256,5,20,25,100800,0.0015323458646889776,0.009813997836317869
0,gd,256,32,10,32,0.002,0.9,False,10000,0,256,5,20,6,50400,3.982977068517357e-05,0.0002862223773263395
1,gd,256,32,10,32,0.002,0.9,False,10000,0,256,5,20,7,50400,3.946796641685069e-05,0.00027519644936546683
2,gd,256,32,10,32,0.002,0.9,False,10000,0,256,5,20,8,50400,3.9995749830268323e-05,0.0002975916431751102
3,gd,256,32,10,32,0.002,0.9,False,10000,0,256,5,20,9,50400,4.0987953980220475e-05,0.00029860500944778323
4,gd,256,32,10,32,0.002,0.9,False,10000,0,256,5,20,10,50400,3.870721411658451e-05,0.0002881181135307997
5,gd,256,32,10,32,0.002,0.9,False,10000,0,256,5,20,11,50400,3.935325003112666e-05,0.00028652598848566413
6,gd,256,32,10,32,0.002,0.9,False,10000,0,256,5,20,12,50400,4.0179904317483306e-05,0.00030488608172163367
7,gd,256,32,10,32,0.002,0.9,False,10000,0,256,5,20,13,50400,3.9926711906446144e-05,0.0002752445579972118
8,gd,256,32,10,32,0.002,0.9,False,10000,0,256,5,20,14,50400,3.690668745548464e-05,0.0002659438468981534
9,gd,256,32,10,32,0.002,0.9,False,10000,0,256,5,20,15,50400,4.030047421110794e-05,0.00030089632491581137
10,gd,256,32,10,32,0.002,0.9,False,10000,0,256,5,20,16,50400,3.951802864321508e-05,0.00027481088181957597
11,gd,256,32,10,32,0.002,0.9,False,10000,0,256,5,20,17,50400,3.932001709472388e-05,0.0002836002386175096
12,gd,256,32,10,32,0.002,0.9,False,10000,0,256,5,20,18,50400,3.9945633034221835e-05,0.0002976219984702766
13,gd,256,32,10,32,0.002,0.9,False,10000,0,256,5,20,19,50400,3.852834925055504e-05,0.00028910071705468
14,gd,256,32,10,32,0.002,0.9,False,10000,0,256,5,20,20,50400,3.937855217372999e-05,0.00028764858143404126
15,gd,256,32,10,32,0.002,0.9,False,10000,0,256,5,20,21,50400,3.9743543311487877e-05,0.0002802369417622685
16,gd,256,32,10,32,0.002,0.9,False,10000,0,256,5,20,22,50400,3.952253609895706e-05,0.0002854373888112605
17,gd,256,32,10,32,0.002,0.9,False,10000,0,256,5,20,23,50400,3.9673275750828914e-05,0.0002906853915192187
18,gd,256,32,10,32,0.002,0.9,False,10000,0,256,5,20,24,50400,3.881040174746886e-05,0.0002642350154928863
19,gd,256,32,10,32,0.002,0.9,False,10000,0,256,5,20,25,50400,4.1132916521746665e-05,0.00029945318237878377
0,gd,128,32,32,32,0.002,0.0,False,10000,0,128,5,20,6,50400,0.1481897532939911,4.633720874786377
1,gd,128,32,32,32,0.002,0.0,False,10000,0,128,5,20,7,50400,0.129038468003273,3.781859874725342
2,gd,128,32,32,32,0.002,0.0,False,10000,0,128,5,20,8,50400,0.14990545809268951,4.828129768371582
3,gd,128,32,32,32,0.002,0.0,False,10000,0,128,5,20,9,50400,0.16236519813537598,5.578831195831299
4,gd,128,32,32,32,0.002,0.0,False,10000,0,128,5,20,10,50400,0.1460438072681427,4.698392868041992
5,gd,128,32,32,32,0.002,0.0,False,10000,0,128,5,20,11,50400,0.15200775861740112,4.980454444885254
6,gd,128,32,32,32,0.002,0.0,False,10000,0,128,5,20,12,50400,0.16623732447624207,5.571408748626709
7,gd,128,32,32,32,0.002,0.0,False,10000,0,128,5,20,13,50400,0.15456968545913696,5.406008243560791
8,gd,128,32,32,32,0.002,0.0,False,10000,0,128,5,20,14,50400,0.14989566802978516,5.0617103576660165
9,gd,128,32,32,32,0.002,0.0,False,10000,0,128,5,20,15,50400,0.1612050235271454,5.22536563873291
10,gd,128,32,32,32,0.002,0.0,False,10000,0,128,5,20,16,50400,0.15700708329677582,5.031873226165772
11,gd,128,32,32,32,0.002,0.0,False,10000,0,128,5,20,17,50400,0.1756242662668228,6.169536113739014
12,gd,128,32,32,32,0.002,0.0,False,10000,0,128,5,20,18,50400,0.17193865776062012,5.529554843902588
13,gd,128,32,32,32,0.002,0.0,False,10000,0,128,5,20,19,50400,0.14964185655117035,4.681875705718994
14,gd,128,32,32,32,0.002,0.0,False,10000,0,128,5,20,20,50400,0.14967942237854004,4.948915004730225
15,gd,128,32,32,32,0.002,0.0,False,10000,0,128,5,20,21,50400,0.15494613349437714,5.259056091308594
16,gd,128,32,32,32,0.002,0.0,False,10000,0,128,5,20,22,50400,0.1665831059217453,5.682302951812744
17,gd,128,32,32,32,0.002,0.0,False,10000,0,128,5,20,23,50400,0.1577959805727005,5.182438850402832
18,gd,128,32,32,32,0.002,0.0,False,10000,0,128,5,20,24,50400,0.15454643964767456,5.068390369415283
19,gd,128,32,32,32,0.002,0.0,False,10000,0,128,5,20,25,50400,0.15364311635494232,5.007540702819824
0,gd,256,32,32,32,0.002,0.9,False,10000,0,256,5,20,6,50400,0.0003840114804916084,0.002570694778114557
1,gd,256,32,32,32,0.002,0.9,False,10000,0,256,5,20,7,50400,0.00039677094900980586,0.0027519245631992817
2,gd,256,32,32,32,0.002,0.9,False,10000,0,256,5,20,8,50400,0.00038806092925369734,0.002646706067025661
3,gd,256,32,32,32,0.002,0.9,False,10000,0,256,5,20,9,50400,0.00039712348370812833,0.002714461646974087
4,gd,256,32,32,32,0.002,0.9,False,10000,0,256,5,20,10,50400,0.00039438161184079945,0.002798510016873479
5,gd,256,32,32,32,0.002,0.9,False,10000,0,256,5,20,11,50400,0.00040192963206209237,0.0028157327324151997
6,gd,256,32,32,32,0.002,0.9,False,10000,0,256,5,20,12,50400,0.0004001644847448915,0.002829149132594466
7,gd,256,32,32,32,0.002,0.9,False,10000,0,256,5,20,13,50400,0.00040030342643149197,0.002718678442761302
8,gd,256,32,32,32,0.002,0.9,False,10000,0,256,5,20,14,50400,0.0003872231463901698,0.0026737297885119915
9,gd,256,32,32,32,0.002,0.9,False,10000,0,256,5,20,15,50400,0.0003915215784218162,0.002682474674656987
10,gd,256,32,32,32,0.002,0.9,False,10000,0,256,5,20,16,50400,0.0003910374944098294,0.0026648123748600483
11,gd,256,32,32,32,0.002,0.9,False,10000,0,256,5,20,17,50400,0.00040106516098603606,0.0027462081052362923
12,gd,256,32,32,32,0.002,0.9,False,10000,0,256,5,20,18,50400,0.00039345983532257384,0.002663631923496723
13,gd,256,32,32,32,0.002,0.9,False,10000,0,256,5,20,19,50400,0.0003986586525570601,0.002824234776198864
14,gd,256,32,32,32,0.002,0.9,False,10000,0,256,5,20,20,50400,0.00040174243622459466,0.002792889252305031
