,optim,samplecomplexity,nfeatures,nhidden,batchsize,lr,momentum,nesterov,nepochs,weightdecay,ntest,startseed,nruns,tau,seed,epoch,train error,test error
8,sgd,2.5,1024,2,128,0.01,0.0,False,2000,0,100,22,10,1.0,31,20002,0.040872903354465966,5.249869346618652
9,sgd,2.5,1024,2,128,0.01,0.0,False,2000,0,100,22,10,1.0,32,20002,0.04728235248476267,4.20226001739502
0,p-sgd,3.5,1024,1,128,0.002,0.9,False,2000,0,100,22,10,0.5,23,217,0.00039241044942173176,0.0009752544574439526
1,p-sgd,3.5,1024,1,128,0.002,0.9,False,2000,0,100,22,10,0.5,24,437,0.00019210425879074528,0.0008486871956847607
2,p-sgd,3.5,1024,1,128,0.002,0.9,False,2000,0,100,22,10,0.5,25,642,0.0001762922937424654,0.0009483585017733276
3,p-sgd,3.5,1024,1,128,0.002,0.9,False,2000,0,100,22,10,0.5,26,373,0.00017140845115396326,0.0007667769677937031
4,p-sgd,3.5,1024,1,128,0.002,0.9,False,2000,0,100,22,10,0.5,27,20002,,
5,p-sgd,3.5,1024,1,128,0.002,0.9,False,2000,0,100,22,10,0.5,28,261,0.00030123666822744,0.0009587379754520953
6,p-sgd,3.5,1024,1,128,0.002,0.9,False,2000,0,100,22,10,0.5,29,172,0.0002656357345196219,0.0009490757947787642
7,p-sgd,3.5,1024,1,128,0.002,0.9,False,2000,0,100,22,10,0.5,30,386,0.00023828253766363817,0.0009293886250816287
8,p-sgd,3.5,1024,1,128,0.002,0.9,False,2000,0,100,22,10,0.5,31,247,0.00019806321038881185,0.0008957247482612728
9,p-sgd,3.5,1024,1,128,0.002,0.9,False,2000,0,100,22,10,0.5,32,505,0.00025987924008014876,0.0008133735973387957
0,p-sgd,3.0,1024,1,128,0.002,0.9,False,2000,0,100,22,10,0.5,23,801,0.00018956135772896232,0.0009844438172876835
1,p-sgd,3.0,1024,1,128,0.002,0.9,False,2000,0,100,22,10,0.5,24,20002,,
2,p-sgd,3.0,1024,1,128,0.002,0.9,False,2000,0,100,22,10,0.5,25,774,0.0003634283178447125,0.0009059863514266908
3,p-sgd,3.0,1024,1,128,0.002,0.9,False,2000,0,100,22,10,0.5,26,775,0.00025850638849078683,0.000948048778809607
4,p-sgd,3.0,1024,1,128,0.002,0.9,False,2000,0,100,22,10,0.5,27,786,0.00014599476465567326,0.0008888746961019932
5,p-sgd,3.0,1024,1,128,0.002,0.9,False,2000,0,100,22,10,0.5,28,358,0.00016438817662371244,0.0009491490782238543
6,p-sgd,3.0,1024,1,128,0.002,0.9,False,2000,0,100,22,10,0.5,29,333,0.00013264840405706002,0.0009496092679910363
7,p-sgd,3.0,1024,1,128,0.002,0.9,False,2000,0,100,22,10,0.5,30,840,0.00019539159560129823,0.0009253884782083333
8,p-sgd,3.0,1024,1,128,0.002,0.9,False,2000,0,100,22,10,0.5,31,1013,0.001056011028898259,0.0009103068732656537
9,p-sgd,3.0,1024,1,128,0.002,0.9,False,2000,0,100,22,10,0.5,32,676,0.00012462558424886083,0.0009383764700032774
0,sgd,4.0,1024,5,128,0.002,0.9,False,2000,0,100,22,10,1.0,23,15609,9.931776475013976e-06,0.0009997931774705648
1,sgd,4.0,1024,5,128,0.002,0.9,False,2000,0,100,22,10,1.0,24,14229,1.4261632799161816e-05,0.000999959884211421
2,sgd,4.0,1024,5,128,0.002,0.9,False,2000,0,100,22,10,1.0,25,19592,9.40995006715184e-06,0.0009997996967285874
3,sgd,4.0,1024,5,128,0.002,0.9,False,2000,0,100,22,10,1.0,26,13982,1.2772037592867493e-05,0.000999657902866602
4,sgd,4.0,1024,5,128,0.002,0.9,False,2000,0,100,22,10,1.0,27,18206,9.257696035547271e-06,0.0009999556932598352
5,sgd,4.0,1024,5,128,0.002,0.9,False,2000,0,100,22,10,1.0,28,17411,1.1802502683622153e-05,0.0009999804897233844
6,sgd,4.0,1024,5,128,0.002,0.9,False,2000,0,100,22,10,1.0,29,17213,9.546029104967603e-06,0.000999941024929285
7,sgd,4.0,1024,5,128,0.002,0.9,False,2000,0,100,22,10,1.0,30,13112,1.631482709285592e-05,0.0009998807217925787
8,sgd,4.0,1024,5,128,0.002,0.9,False,2000,0,100,22,10,1.0,31,15286,1.1079795626756097e-05,0.0009997901506721973
9,sgd,4.0,1024,5,128,0.002,0.9,False,2000,0,100,22,10,1.0,32,14836,1.2058361903655168e-05,0.0009999129688367248
0,p-sgd,3.0,1024,1,128,0.002,0.9,False,2000,0,100,32,10,0.5,33,353,0.0001302062291870243,0.0009378085378557444
1,p-sgd,3.0,1024,1,128,0.002,0.9,False,2000,0,100,32,10,0.5,34,977,0.00037120029386035936,0.0009039889555424453
2,p-sgd,3.0,1024,1,128,0.002,0.9,False,2000,0,100,32,10,0.5,35,431,0.0001368519221311241,0.0009066472994163632
3,p-sgd,3.0,1024,1,128,0.002,0.9,False,2000,0,100,32,10,0.5,36,387,8.614431241464142e-05,0.000958043325226754
4,p-sgd,3.0,1024,1,128,0.002,0.9,False,2000,0,100,32,10,0.5,37,653,0.00028331559375753085,0.0009966930374503136
5,p-sgd,3.0,1024,1,128,0.002,0.9,False,2000,0,100,32,10,0.5,38,968,0.00011015744985343191,0.0009472910314798355
6,p-sgd,3.0,1024,1,128,0.002,0.9,False,2000,0,100,32,10,0.5,39,20002,,
7,p-sgd,3.0,1024,1,128,0.002,0.9,False,2000,0,100,32,10,0.5,40,480,0.00014046041936429296,0.0009453005623072387
8,p-sgd,3.0,1024,1,128,0.002,0.9,False,2000,0,100,32,10,0.5,41,1559,0.00014783028594441322,0.000919218873605132
9,p-sgd,3.0,1024,1,128,0.002,0.9,False,2000,0,100,32,10,0.5,42,20002,,
0,p-sgd,3.0,1024,2,128,0.002,0.9,False,2000,0,100,22,10,1.0,23,8574,1.2255561008108392e-05,0.000999817275442183
1,p-sgd,3.0,1024,2,128,0.002,0.9,False,2000,0,100,22,10,1.0,24,9781,1.051741567910843e-05,0.000993981258943677
2,p-sgd,3.0,1024,2,128,0.002,0.9,False,2000,0,100,22,10,1.0,25,16369,9.825203089045924e-06,0.0009955913992598653
3,p-sgd,3.0,1024,2,128,0.002,0.9,False,2000,0,100,22,10,1.0,26,14819,8.528798256672113e-06,0.0009934654226526618
4,p-sgd,3.0,1024,2,128,0.002,0.9,False,2000,0,100,22,10,1.0,27,14996,1.243964239468672e-05,0.0009933423716574907
5,p-sgd,3.0,1024,2,128,0.002,0.9,False,2000,0,100,22,10,1.0,28,15417,1.109496374359272e-05,0.0009912137174978852
6,p-sgd,3.0,1024,2,128,0.002,0.9,False,2000,0,100,22,10,1.0,29,11560,1.1736561077668739e-05,0.0009965565986931324
7,p-sgd,3.0,1024,2,128,0.002,0.9,False,2000,0,100,22,10,1.0,30,12245,1.2674832419179436e-05,0.0009958404116332529
8,p-sgd,3.0,1024,2,128,0.002,0.9,False,2000,0,100,22,10,1.0,31,20002,0.05669969413429499,3.601490974426269
9,p-sgd,3.0,1024,2,128,0.002,0.9,False,2000,0,100,22,10,1.0,32,20002,0.00011893593364220578,0.008989615365862845
0,p-sgd,4.0,1024,2,128,0.01,0.0,False,2000,0,100,22,10,1.0,23,2898,3.4809148303338595e-05,0.0009941320167854428
1,p-sgd,4.0,1024,2,128,0.01,0.0,False,2000,0,100,22,10,1.0,24,6895,2.48499669623925e-05,0.0009952811524271963
2,p-sgd,4.0,1024,2,128,0.01,0.0,False,2000,0,100,22,10,1.0,25,3920,4.894372295893845e-05,0.0009953082771971822
3,p-sgd,4.0,1024,2,128,0.01,0.0,False,2000,0,100,22,10,1.0,26,6334,3.62181392574712e-05,0.0009976148139685392
4,p-sgd,4.0,1024,2,128,0.01,0.0,False,2000,0,100,22,10,1.0,27,3921,2.3585807468862185e-05,0.000996375922113657
5,p-sgd,4.0,1024,2,128,0.01,0.0,False,2000,0,100,22,10,1.0,28,6645,4.374842762899789e-05,0.0009944058256223798
6,p-sgd,4.0,1024,2,128,0.01,0.0,False,2000,0,100,22,10,1.0,29,3634,2.7513763200204266e-05,0.0009977704612538216
7,p-sgd,4.0,1024,2,128,0.01,0.0,False,2000,0,100,22,10,1.0,30,8666,3.4179134161149705e-05,0.0009951345855370164
8,p-sgd,4.0,1024,2,128,0.01,0.0,False,2000,0,100,22,10,1.0,31,3210,3.7229680231121165e-05,0.0009982084156945348
9,p-sgd,4.0,1024,2,128,0.01,0.0,False,2000,0,100,22,10,1.0,32,3614,3.229715048291837e-05,0.0009963607881218195
0,p-sgd,3.0,1024,5,128,0.01,0.0,False,2000,0,100,32,10,1.0,33,20002,0.00015797125221676347,0.17926441133022308
1,p-sgd,3.0,1024,5,128,0.01,0.0,False,2000,0,100,32,10,1.0,34,20002,0.0004137854060293951,0.4854519963264465
2,p-sgd,3.0,1024,5,128,0.01,0.0,False,2000,0,100,32,10,1.0,35,20002,0.000399658625004425,0.4739532172679901
3,p-sgd,3.0,1024,5,128,0.01,0.0,False,2000,0,100,32,10,1.0,36,20002,0.000217373600510958,0.3548687398433685
4,p-sgd,3.0,1024,5,128,0.01,0.0,False,2000,0,100,32,10,1.0,37,20002,0.0002149649729593269,0.2317725419998169
5,p-sgd,3.0,1024,5,128,0.01,0.0,False,2000,0,100,32,10,1.0,38,20002,0.0001906260586110875,0.1870630830526352
6,p-sgd,3.0,1024,5,128,0.01,0.0,False,2000,0,100,32,10,1.0,39,20002,0.00016250027571610795,0.172172412276268
7,p-sgd,3.0,1024,5,128,0.01,0.0,False,2000,0,100,32,10,1.0,40,20002,0.00015726059124669214,0.1687779575586319
8,p-sgd,3.0,1024,5,128,0.01,0.0,False,2000,0,100,32,10,1.0,41,20002,0.0001870151342397245,0.20870208740234372
9,p-sgd,3.0,1024,5,128,0.01,0.0,False,2000,0,100,32,10,1.0,42,20002,0.00020861141213875573,0.16480521857738495
0,p-sgd,2.5,1024,2,128,0.002,0.9,False,2000,0,100,22,10,2.0,23,20002,6.36350698187016e-05,0.015724817290902138
1,p-sgd,2.5,1024,2,128,0.002,0.9,False,2000,0,100,22,10,2.0,24,20002,0.00028443981136661023,0.07116124778985977
2,p-sgd,2.5,1024,2,128,0.002,0.9,False,2000,0,100,22,10,2.0,25,20002,1.824798728193855e-05,0.0068207019940018645
3,p-sgd,2.5,1024,2,128,0.002,0.9,False,2000,0,100,22,10,2.0,26,20002,2.537633381507476e-05,0.010711347684264185
4,p-sgd,2.5,1024,2,128,0.002,0.9,False,2000,0,100,22,10,2.0,27,20002,0.028233067691326143,4.713947296142578
5,p-sgd,2.5,1024,2,128,0.002,0.9,False,2000,0,100,22,10,2.0,28,20002,0.052497160620987415,4.466907501220703
6,p-sgd,2.5,1024,2,128,0.002,0.9,False,2000,0,100,22,10,2.0,29,20002,0.001230025157565251,0.19809715449810028
7,p-sgd,2.5,1024,2,128,0.002,0.9,False,2000,0,100,22,10,2.0,30,20002,0.027824955247342586,2.7501187324523926
8,p-sgd,2.5,1024,2,128,0.002,0.9,False,2000,0,100,22,10,2.0,31,20002,6.834872765466569e-05,0.028161611407995224
9,p-sgd,2.5,1024,2,128,0.002,0.9,False,2000,0,100,22,10,2.0,32,20002,0.02119487184099853,4.474355697631836
0,sgd,2.5,1024,1,128,0.01,0.0,False,2000,0,100,22,10,1.0,23,20002,0.3918952941894531,4.819652557373047
1,sgd,2.5,1024,1,128,0.01,0.0,False,2000,0,100,22,10,1.0,24,20002,0.371383048593998,10.27225112915039
2,sgd,2.5,1024,1,128,0.01,0.0,False,2000,0,100,22,10,1.0,25,20002,0.4241868123412133,8.189450263977049
3,sgd,2.5,1024,1,128,0.01,0.0,False,2000,0,100,22,10,1.0,26,20002,0.36975283622741706,4.643111705780028
4,sgd,2.5,1024,1,128,0.01,0.0,False,2000,0,100,22,10,1.0,27,20002,0.4292181000113488,7.953923225402832
5,sgd,2.5,1024,1,128,0.01,0.0,False,2000,0,100,22,10,1.0,28,20002,0.4165787562727928,5.684502124786378
6,sgd,2.5,1024,1,128,0.01,0.0,False,2000,0,100,22,10,1.0,29,20002,0.3972430244088173,6.157729625701903
7,sgd,2.5,1024,1,128,0.01,0.0,False,2000,0,100,22,10,1.0,30,20002,0.485375452041626,10.021814346313477
8,sgd,2.5,1024,1,128,0.01,0.0,False,2000,0,100,22,10,1.0,31,20002,0.3872808068990707,7.600712776184082
9,sgd,2.5,1024,1,128,0.01,0.0,False,2000,0,100,22,10,1.0,32,20002,0.4212365329265593,6.568784236907959
0,sgd,4.0,1024,1,128,0.01,0.0,False,2000,0,100,32,10,1.0,33,20002,0.8679111897945404,4.457212448120117
1,sgd,4.0,1024,1,128,0.01,0.0,False,2000,0,100,32,10,1.0,34,20002,0.7901128344237804,4.1182074546813965
2,sgd,4.0,1024,1,128,0.01,0.0,False,2000,0,100,32,10,1.0,35,20002,0.8215707540512085,3.9377717971801762
3,sgd,4.0,1024,1,128,0.01,0.0,False,2000,0,100,32,10,1.0,36,20002,0.8210304528474808,5.20961856842041
4,sgd,4.0,1024,1,128,0.01,0.0,False,2000,0,100,32,10,1.0,37,20002,0.7823999803513288,5.110467433929443
5,sgd,4.0,1024,1,128,0.01,0.0,False,2000,0,100,32,10,1.0,38,1410,0.00013380869768297998,0.0009349911124445498
6,sgd,4.0,1024,1,128,0.01,0.0,False,2000,0,100,32,10,1.0,39,20002,0.7152419500052929,3.2657604217529297
7,sgd,4.0,1024,1,128,0.01,0.0,False,2000,0,100,32,10,1.0,40,20002,0.8303968738764524,6.679339408874513
8,sgd,4.0,1024,1,128,0.01,0.0,False,2000,0,100,32,10,1.0,41,20002,0.8164196591824293,5.776183605194093
9,sgd,4.0,1024,1,128,0.01,0.0,False,2000,0,100,32,10,1.0,42,20002,0.7869354654103518,6.285001277923584
0,p-sgd,3.5,1024,1,128,0.01,0.0,False,2000,0,100,32,10,1.0,33,20002,0.4992818257638386,5.189546585083008
1,p-sgd,3.5,1024,1,128,0.01,0.0,False,2000,0,100,32,10,1.0,34,20002,0.43552824535540174,2.7094061374664307
2,p-sgd,3.5,1024,1,128,0.01,0.0,False,2000,0,100,32,10,1.0,35,20002,0.4303862569587572,5.30123233795166
3,p-sgd,3.5,1024,1,128,0.01,0.0,False,2000,0,100,32,10,1.0,36,20002,0.4167143628001213,2.47410249710083
4,p-sgd,3.5,1024,1,128,0.01,0.0,False,2000,0,100,32,10,1.0,37,20002,0.4696529039314815,2.8863985538482666
5,p-sgd,3.5,1024,1,128,0.01,0.0,False,2000,0,100,32,10,1.0,38,20002,0.4614104884011405,4.0527868270874015
6,p-sgd,3.5,1024,1,128,0.01,0.0,False,2000,0,100,32,10,1.0,39,20002,0.4585638035620962,5.26535177230835
7,p-sgd,3.5,1024,1,128,0.01,0.0,False,2000,0,100,32,10,1.0,40,20002,0.4652592997465815,4.45885181427002
8,p-sgd,3.5,1024,1,128,0.01,0.0,False,2000,0,100,32,10,1.0,41,20002,0.5042181185313633,2.790876865386963
9,p-sgd,3.5,1024,1,128,0.01,0.0,False,2000,0,100,32,10,1.0,42,20002,0.5066546361361232,6.289261341094972
0,p-sgd,2.0,1024,1,128,0.002,0.9,False,2000,0,100,22,10,1.0,23,20002,,
1,p-sgd,2.0,1024,1,128,0.002,0.9,False,2000,0,100,22,10,1.0,24,20002,0.08834411669522524,7.6103148460388175
2,p-sgd,2.0,1024,1,128,0.002,0.9,False,2000,0,100,22,10,1.0,25,20002,0.19808082655072207,6.040839672088622
3,p-sgd,2.0,1024,1,128,0.002,0.9,False,2000,0,100,22,10,1.0,26,20002,0.10002870764583348,10.443312644958496
4,p-sgd,2.0,1024,1,128,0.002,0.9,False,2000,0,100,22,10,1.0,27,20002,0.14704086328856647,7.788216590881348
5,p-sgd,2.0,1024,1,128,0.002,0.9,False,2000,0,100,22,10,1.0,28,20002,,
6,p-sgd,2.0,1024,1,128,0.002,0.9,False,2000,0,100,22,10,1.0,29,20002,,
7,p-sgd,2.0,1024,1,128,0.002,0.9,False,2000,0,100,22,10,1.0,30,20002,,
8,p-sgd,2.0,1024,1,128,0.002,0.9,False,2000,0,100,22,10,1.0,31,20002,0.14290045667439702,5.007063865661621
9,p-sgd,2.0,1024,1,128,0.002,0.9,False,2000,0,100,22,10,1.0,32,20002,0.08815003326162696,6.717461585998535
0,p-sgd,2.5,1024,2,128,0.002,0.9,False,2000,0,100,22,10,0.5,23,20002,1.9355079166416542e-05,0.004389908630400896
1,p-sgd,2.5,1024,2,128,0.002,0.9,False,2000,0,100,22,10,0.5,24,20002,1.2500767388701206e-05,0.003914854023605585
2,p-sgd,2.5,1024,2,128,0.002,0.9,False,2000,0,100,22,10,0.5,25,20002,0.03492145733907818,6.0192198753356925
3,p-sgd,2.5,1024,2,128,0.002,0.9,False,2000,0,100,22,10,0.5,26,20002,8.694659004504502e-06,0.0020211655646562576
4,p-sgd,2.5,1024,2,128,0.002,0.9,False,2000,0,100,22,10,0.5,27,20002,0.05020566936582327,4.710012912750244
5,p-sgd,2.5,1024,2,128,0.002,0.9,False,2000,0,100,22,10,0.5,28,20002,1.6421502596131174e-05,0.008402397856116295
6,p-sgd,2.5,1024,2,128,0.002,0.9,False,2000,0,100,22,10,0.5,29,20002,1.3410872406893761e-05,0.0027649188414216037
7,p-sgd,2.5,1024,2,128,0.002,0.9,False,2000,0,100,22,10,0.5,30,20002,4.1538149162079214e-05,0.008100640960037708
8,p-sgd,2.5,1024,2,128,0.002,0.9,False,2000,0,100,22,10,0.5,31,20002,2.0147822033322887e-05,0.005563954822719097
9,p-sgd,2.5,1024,2,128,0.002,0.9,False,2000,0,100,22,10,0.5,32,20002,0.059291715547442427,3.7696285247802734
0,sgd,2.5,1024,2,128,0.002,0.9,False,2000,0,100,22,10,1.0,23,20002,2.341921108381939e-05,0.0097658084705472
1,sgd,2.5,1024,2,128,0.002,0.9,False,2000,0,100,22,10,1.0,24,20002,0.03524744845926762,5.217751502990723
2,sgd,2.5,1024,2,128,0.002,0.9,False,2000,0,100,22,10,1.0,25,20002,4.4970199269300786e-05,0.017515946179628372
3,sgd,2.5,1024,2,128,0.002,0.9,False,2000,0,100,22,10,1.0,26,20002,7.0567044076597075e-06,0.0017641107551753519
4,sgd,2.5,1024,2,128,0.002,0.9,False,2000,0,100,22,10,1.0,27,20002,0.0005007844694773667,0.18962974846363068
5,sgd,2.5,1024,2,128,0.002,0.9,False,2000,0,100,22,10,1.0,28,20002,0.03629975775256753,3.417531490325928
6,sgd,2.5,1024,2,128,0.002,0.9,False,2000,0,100,22,10,1.0,29,20002,3.2525634196645115e-05,0.008154616691172123
7,sgd,2.5,1024,2,128,0.002,0.9,False,2000,0,100,22,10,1.0,30,20002,0.03894034139811993,3.418715238571167
8,sgd,2.5,1024,2,128,0.002,0.9,False,2000,0,100,22,10,1.0,31,20002,0.03536059530451894,5.937634944915772
9,sgd,2.5,1024,2,128,0.002,0.9,False,2000,0,100,22,10,1.0,32,20002,0.03864064831286669,3.4402072429656982
0,p-sgd,2.0,1024,5,128,0.002,0.9,False,2000,0,100,32,10,1.0,33,20002,6.190372755554563e-05,2.671259880065918
1,p-sgd,2.0,1024,5,128,0.002,0.9,False,2000,0,100,32,10,1.0,34,20002,8.094249824353028e-05,2.5772976875305176
2,p-sgd,2.0,1024,5,128,0.002,0.9,False,2000,0,100,32,10,1.0,35,20002,0.00013815657894156177,3.1333589553833012
3,p-sgd,2.0,1024,5,128,0.002,0.9,False,2000,0,100,32,10,1.0,36,20002,6.366895331666457e-05,2.3642048835754395
4,p-sgd,2.0,1024,5,128,0.002,0.9,False,2000,0,100,32,10,1.0,37,20002,5.3897129419056e-05,2.4783473014831543
5,p-sgd,2.0,1024,5,128,0.002,0.9,False,2000,0,100,32,10,1.0,38,20002,0.00014591478065995034,3.040388822555542
6,p-sgd,2.0,1024,5,128,0.002,0.9,False,2000,0,100,32,10,1.0,39,20002,0.0001013579230857431,2.651350736618042
7,p-sgd,2.0,1024,5,128,0.002,0.9,False,2000,0,100,32,10,1.0,40,20002,8.528549915354233e-05,2.4107160568237305
8,p-sgd,2.0,1024,5,128,0.002,0.9,False,2000,0,100,32,10,1.0,41,20002,7.481189959435142e-05,2.3277153968811035
9,p-sgd,2.0,1024,5,128,0.002,0.9,False,2000,0,100,32,10,1.0,42,20002,0.00011306295937174582,2.4327220916748047
0,sgd,3.0,1024,2,128,0.01,0.0,False,2000,0,100,32,10,1.0,33,20002,0.0033545252517797053,0.2720775902271271
1,sgd,3.0,1024,2,128,0.01,0.0,False,2000,0,100,32,10,1.0,34,20002,0.08091880660504103,6.092092514038086
2,sgd,3.0,1024,2,128,0.01,0.0,False,2000,0,100,32,10,1.0,35,20002,0.07219542097300291,4.700864791870117
3,sgd,3.0,1024,2,128,0.01,0.0,False,2000,0,100,32,10,1.0,36,20002,1.4742849657523038e-05,0.0016618923982605338
4,sgd,3.0,1024,2,128,0.01,0.0,False,2000,0,100,32,10,1.0,37,20002,0.035876062621052064,2.6903395652771
5,sgd,3.0,1024,2,128,0.01,0.0,False,2000,0,100,32,10,1.0,38,20002,1.3301592048264865e-05,0.0017375140450894833
6,sgd,3.0,1024,2,128,0.01,0.0,False,2000,0,100,32,10,1.0,39,19570,6.274985063707088e-06,0.0009999434696510434
7,sgd,3.0,1024,2,128,0.01,0.0,False,2000,0,100,32,10,1.0,40,17850,9.227565139250752e-06,0.0009999992325901985
8,sgd,3.0,1024,2,128,0.01,0.0,False,2000,0,100,32,10,1.0,41,20002,8.586966695626565e-06,0.0011016607750207186
9,sgd,3.0,1024,2,128,0.01,0.0,False,2000,0,100,32,10,1.0,42,18268,1.6134164942135005e-05,0.000999981421045959
0,sgd,3.5,1024,1,128,0.002,0.9,False,2000,0,100,32,10,1.0,33,20002,0.6198604543294225,5.012861728668213
1,sgd,3.5,1024,1,128,0.002,0.9,False,2000,0,100,32,10,1.0,34,20002,0.6537975700838226,3.964242219924927
2,sgd,3.5,1024,1,128,0.002,0.9,False,2000,0,100,32,10,1.0,35,20002,0.6600750141910144,4.3472843170166025
3,sgd,3.5,1024,1,128,0.002,0.9,False,2000,0,100,32,10,1.0,36,20002,0.5646776535681316,4.693179130554199
4,sgd,3.5,1024,1,128,0.002,0.9,False,2000,0,100,32,10,1.0,37,20002,0.6668940548385892,3.876902103424072
5,sgd,3.5,1024,1,128,0.002,0.9,False,2000,0,100,32,10,1.0,38,20002,0.6228005279387746,11.192296981811523
6,sgd,3.5,1024,1,128,0.002,0.9,False,2000,0,100,32,10,1.0,39,20002,0.693452713744981,3.1596050262451167
7,sgd,3.5,1024,1,128,0.002,0.9,False,2000,0,100,32,10,1.0,40,20002,0.6485029852816037,2.9847412109375
8,sgd,3.5,1024,1,128,0.002,0.9,False,2000,0,100,32,10,1.0,41,20002,0.6313370881336076,4.510828018188477
9,sgd,3.5,1024,1,128,0.002,0.9,False,2000,0,100,32,10,1.0,42,20002,0.6260649444801467,8.619253158569336
0,p-sgd,3.5,1024,2,128,0.002,0.9,False,2000,0,100,32,10,1.0,33,3834,3.700208052188308e-05,0.0009896631818264725
1,p-sgd,3.5,1024,2,128,0.002,0.9,False,2000,0,100,32,10,1.0,34,3787,3.2830823264313426e-05,0.0009980722097679973
2,p-sgd,3.5,1024,2,128,0.002,0.9,False,2000,0,100,32,10,1.0,35,2884,3.643622137263135e-05,0.0009995929431170225
3,p-sgd,3.5,1024,2,128,0.002,0.9,False,2000,0,100,32,10,1.0,36,3522,2.7445222453284907e-05,0.0009839123813435435
4,p-sgd,3.5,1024,2,128,0.002,0.9,False,2000,0,100,32,10,1.0,37,6564,1.9063231320615163e-05,0.0009969552047550678
5,p-sgd,3.5,1024,2,128,0.002,0.9,False,2000,0,100,32,10,1.0,38,3903,2.430614897873186e-05,0.0009970871033146977
6,p-sgd,3.5,1024,2,128,0.002,0.9,False,2000,0,100,32,10,1.0,39,3379,3.343734338808905e-05,0.0009790010517463088
7,p-sgd,3.5,1024,2,128,0.002,0.9,False,2000,0,100,32,10,1.0,40,4622,2.604385554150213e-05,0.0009832986397668721
8,p-sgd,3.5,1024,2,128,0.002,0.9,False,2000,0,100,32,10,1.0,41,5437,1.4573518293608296e-05,0.0009970872197300196
9,p-sgd,3.5,1024,2,128,0.002,0.9,False,2000,0,100,32,10,1.0,42,6134,1.3243662481597446e-05,0.0009920031297951935
0,p-sgd,3.0,1024,10,128,0.002,0.9,False,2000,0,100,32,10,1.0,33,20002,0.00021096372862909144,0.5405658483505249
1,p-sgd,3.0,1024,10,128,0.002,0.9,False,2000,0,100,32,10,1.0,34,20002,0.0001958009961526841,0.5597149729728699
2,p-sgd,3.0,1024,10,128,0.002,0.9,False,2000,0,100,32,10,1.0,35,20002,0.00023911770161551735,0.4694384634494782
3,p-sgd,3.0,1024,10,128,0.002,0.9,False,2000,0,100,32,10,1.0,36,20002,0.00020559331521023216,0.5313902497291565
4,p-sgd,3.0,1024,10,128,0.002,0.9,False,2000,0,100,32,10,1.0,37,20002,0.00014787548267728803,0.36364418268203735
5,p-sgd,3.0,1024,10,128,0.002,0.9,False,2000,0,100,32,10,1.0,38,20002,0.0001688189040578436,0.3871021270751953
6,p-sgd,3.0,1024,10,128,0.002,0.9,False,2000,0,100,32,10,1.0,39,20002,0.0001538968905758035,0.3512521088123321
7,p-sgd,3.0,1024,10,128,0.002,0.9,False,2000,0,100,32,10,1.0,40,20002,0.00013436163256604536,0.40909343957901
8,p-sgd,3.0,1024,10,128,0.002,0.9,False,2000,0,100,32,10,1.0,41,20002,0.00014670457070072493,0.4252744913101196
9,p-sgd,3.0,1024,10,128,0.002,0.9,False,2000,0,100,32,10,1.0,42,20002,0.00017836231988136808,0.4382711052894592
0,p-sgd,2.0,1024,1,128,0.002,0.9,False,2000,0,100,22,10,2.0,23,20002,0.10774846142157912,8.245223045349121
1,p-sgd,2.0,1024,1,128,0.002,0.9,False,2000,0,100,22,10,2.0,24,20002,0.053244150360114866,5.6585774421691895
2,p-sgd,2.0,1024,1,128,0.002,0.9,False,2000,0,100,22,10,2.0,25,20002,0.06996883265674114,11.958642959594727
3,p-sgd,2.0,1024,1,128,0.002,0.9,False,2000,0,100,22,10,2.0,26,20002,0.03521137044299394,10.232381820678713
4,p-sgd,2.0,1024,1,128,0.002,0.9,False,2000,0,100,22,10,2.0,27,20002,0.07194629707373679,5.322970390319824
5,p-sgd,2.0,1024,1,128,0.002,0.9,False,2000,0,100,22,10,2.0,28,20002,0.04013228102121502,11.269445419311525
6,p-sgd,2.0,1024,1,128,0.002,0.9,False,2000,0,100,22,10,2.0,29,20002,0.0637697393540293,7.4259910583496085
7,p-sgd,2.0,1024,1,128,0.002,0.9,False,2000,0,100,22,10,2.0,30,20002,0.06091536721214653,5.354719161987305
8,p-sgd,2.0,1024,1,128,0.002,0.9,False,2000,0,100,22,10,2.0,31,20002,0.05902455956675112,8.182104110717772
9,p-sgd,2.0,1024,1,128,0.002,0.9,False,2000,0,100,22,10,2.0,32,20002,0.06949282390996814,7.75961971282959
0,sgd,2.5,1024,5,128,0.002,0.9,False,2000,0,100,22,10,1.0,23,20002,8.8283120203414e-05,0.4534717798233032
1,sgd,2.5,1024,5,128,0.002,0.9,False,2000,0,100,22,10,1.0,24,20002,0.00014494706701952964,0.8729792833328247
2,sgd,2.5,1024,5,128,0.002,0.9,False,2000,0,100,22,10,1.0,25,20002,8.640178530185949e-05,0.4636409282684326
3,sgd,2.5,1024,5,128,0.002,0.9,False,2000,0,100,22,10,1.0,26,20002,9.179661465168464e-05,0.4899287521839142
4,sgd,2.5,1024,5,128,0.002,0.9,False,2000,0,100,22,10,1.0,27,20002,0.00017664408660493793,0.7903974652290344
5,sgd,2.5,1024,5,128,0.002,0.9,False,2000,0,100,22,10,1.0,28,20002,0.0001275488604733255,0.6113938093185425
